Pro,L,Dock,Ship,Pcs,Wgt,LdTrlr,LdDoor,LoadTS,LoadDOW,LoadInterval,Dest,LoadTo,LoadToParent
7413245422,L,IB,1,1,285,139575,154,21:00.0,3,5:00,557,557,557
7413245440,L,IB,1,1,190,136633,154,48:00.0,4,9:00,557,557,557
7413245440,L,IB,1,1,190,136633,154,59:00.0,4,13:00,557,557,557
741324545X,L,IB,1,3,1100,129873,154,40:00.0,7,8:00,557,557,557
7413245469,L,IB,1,8,1140,129873,154,33:00.0,7,8:00,557,557,557
7413245478,L,IB,1,2,126,290744,154,47:00.0,7,5:00,557,557,557
7413245478,L,IB,1,2,126,290744,154,55:00.0,7,4:00,557,557,557
7413245505,L,IB,1,1,889,281341,154,12:00.0,4,4:00,557,557,557
7413282263,L,IB,1,2,590,PASC634725,142,55:00.0,5,8:00,522,431,431
7413282337,L,IB,1,1,389,122403,150,56:00.0,4,7:00,854,531,531
7413282510,L,IB,1,15,1050,PAMT161359,142,35:00.0,7,0:00,522,431,431
7413367174,L,OB,1,3,220,122892,50,06:00.0,5,11:00,324,324,324
7413386790,L,IB,1,1,299,129759,140,15:00.0,2,22:00,740,740,402
7413386790,L,IB,1,1,299,129759,136,57:00.0,2,10:00,740,740,402
7413406866,L,OB,1,5,3428,138021,95,01:00.0,2,1:00,730,422,422
7413406866,L,OB,1,5,3428,138021,95,52:00.0,1,23:00,730,422,422
7413479787,L,IB,1,1,923,T402218947,120,53:00.0,3,15:00,409,422,422
7413516545,L,IB,1,1,700,128076,120,35:00.0,7,16:00,432,422,422
7413587477,L,IB,1,8,3963,T402218890,140,32:00.0,2,23:00,402,402,402
7413587486,L,OB,1,3,830,136147,58,14:00.0,4,8:00,324,324,324
7413587495,L,OB,1,5,2082,136542,58,23:00.0,6,10:00,324,324,324
7413604902,L,IB,1,1,500,137974,167,39:00.0,6,7:00,653,653,653
7413612025,L,OB,1,1,188,129925,96,22:00.0,7,12:00,243,243,243
7413612034,L,IB,1,2,645,137974,167,38:00.0,6,7:00,616,653,653
7413618369,L,OB,1,1,723,290557,5,53:00.0,7,8:00,324,324,324
7413628617,L,OB,1,1,228,132640,88,06:00.0,7,7:00,245,245,245
7413629001,L,IB,1,1,544,560926,132,49:00.0,7,13:00,682,653,653
7413649580,L,OB,1,1,36,125022,96,31:00.0,6,9:00,243,243,243
741365168X,L,OB,1,2,80,127044,88,41:00.0,6,11:00,245,245,245
7413677145,L,IB,1,1,675,R621565888,146,53:00.0,6,3:00,532,621,621
7413677172,L,IB,1,1,503,R621537665,148,19:00.0,6,4:00,569,326,621
7413698458,L,IB,1,1,243,430112,141,54:00.0,3,21:00,804,890,890
7413698476,L,IB,1,1,282,430112,141,54:00.0,3,21:00,804,890,890
7413698485,L,IB,1,1,488,131908,149,23:00.0,3,22:00,841,841,841
7413732163,L,OB,1,1,1550,122707,95,42:00.0,4,22:00,272,272,272
7413780334,L,IB,1,1,159,R62153518,148,00:00.0,5,15:00,532,621,621
7413804314,L,CTY,1,2,620,125303,176,09:00.0,5,2:00,882,326,881
7413893075,L,OB,1,1,560,124186,93,45:00.0,2,0:00,216,216,216
7413956224,L,OB,1,8,1810,128307,31,12:00.0,7,2:00,324,324,324
7414024745,L,OB,1,1,269,138087,80,39:00.0,7,1:00,250,250,250
7414043160,L,OB,1,1,1365,138205,17,13:00.0,1,4:00,324,324,309
7414379046,L,OB,1,2,3132,261012,30,09:00.0,7,15:00,324,324,324
7414379192,L,OB,1,1,555,131666,18,13:00.0,3,0:00,324,324,324
7414417115,L,OB,1,1,162,127555,83,14:00.0,4,4:00,246,246,246
7414421331,L,OB,1,1,80,137794,83,06:00.0,1,5:00,160,205,205
7414486992,L,OB,1,1,140,138457,97,15:00.0,1,0:00,246,246,246
7414580263,L,OB,1,58,239,R621810773,55,10:00.0,4,0:00,324,324,245
741458041X,L,IB,1,159,865,126293,138,35:00.0,4,15:00,411,411,411
7414580429,L,IB,1,155,844,132695,107,34:00.0,4,16:00,202,202,202
7414614060,L,OB,1,1,502,136586,82,53:00.0,3,14:00,216,216,216
7414614125,L,OB,1,1,192,WENP48056,34,54:00.0,6,2:00,324,324,324
7414643064,L,OB,1,2,1740,135630,82,09:00.0,5,11:00,216,216,216
7414643064,L,OB,1,2,1740,135630,84,21:00.0,5,10:00,216,216,216
7414920841,L,OB,1,3,5305,132521,44,25:00.0,4,0:00,324,324,324
7415023316,L,OB,1,1,437,131377,57,16:00.0,5,5:00,324,324,402
7415023756,L,OB,1,2,199,139929,25,03:00.0,5,1:00,324,324,324
7415023967,L,OB,1,1,265,136072,40,28:00.0,3,3:00,324,324,324
7415025058,L,OB,1,1,384,136072,30,10:00.0,3,2:00,324,324,324
7415025305,L,OB,1,4,2461,125934,7,36:00.0,7,14:00,324,324,324
7415025323,L,OB,1,1,880,890286,42,01:00.0,3,3:00,324,324,324
7415028980,L,OB,1,1,175,T24553049,88,29:00.0,5,16:00,245,245,245
7415190662,L,IB,1,1,136,133628,123,15:00.0,4,6:00,187,211,211
7415194889,L,IB,1,1,345,138208,109,26:00.0,2,22:00,602,347,347
7415195695,L,IB,1,1,144,127041,109,23:00.0,4,6:00,864,347,347
7415302579,L,IB,1,1,597,251441,111,03:00.0,4,13:00,377,309,309
7415322790,L,IB,1,3,200,134750,140,41:00.0,6,11:00,402,402,402
7415404080,L,IB,1,1,2420,530903,103,31:00.0,6,23:00,642,309,309
7415409609,L,OB,1,2,2443,139596,95,16:00.0,6,11:00,272,272,272
7415409654,L,OB,1,1,255,129559,65,28:00.0,5,22:00,324,324,324
7415500799,L,OB,1,4,4475,126870,90,26:00.0,4,10:00,355,355,355
7415644037,L,OB,1,1,74,125240,25,14:00.0,5,6:00,324,324,324
7415644037,L,OB,1,1,74,125240,41,07:00.0,5,5:00,324,324,324
7415667310,L,OB,1,1,100,127922,96,06:00.0,4,3:00,243,243,243
7415674635,L,CTY,1,1,129,139729,172,08:00.0,6,2:00,682,653,682
7415693151,L,OB,1,1,303,134750,9,45:00.0,7,5:00,324,324,324
741569317X,L,OB,1,1,118,132640,88,13:00.0,7,12:00,245,245,245
7415693198,L,OB,1,1,140,125608,84,11:00.0,3,6:00,216,216,216
7415743055,L,OB,1,1,85,558722,96,46:00.0,4,10:00,243,243,243
7415786065,L,IB,1,1,449,290256,151,56:00.0,7,2:00,875,875,875
7415786065,L,IB,1,1,449,290256,151,21:00.0,6,18:00,875,875,875
7415786101,L,IB,1,1,449,121396,151,39:00.0,2,3:00,875,875,875
7415786312,L,IB,1,2,802,117817,101,35:00.0,7,13:00,847,309,309
7415786716,L,IB,1,1,401,117817,101,26:00.0,7,13:00,847,309,309
7415786871,L,IB,1,1,374,127097,119,47:00.0,1,2:00,112,135,135
7415786880,L,IB,1,3,1685,530016,117,05:00.0,1,13:00,172,135,135
7415786880,L,IB,1,3,1685,530016,117,33:00.0,7,14:00,172,135,135
741578689X,L,IB,1,2,176,132794,151,11:00.0,1,0:00,873,875,875
7415786909,L,IB,1,1,118,138436,134,43:00.0,7,12:00,423,423,423
7415786918,L,IB,1,1,88,117817,101,45:00.0,7,13:00,642,309,309
7415786927,L,IB,1,1,44,125736,149,56:00.0,7,12:00,841,841,841
7415786936,L,IB,1,1,549,137806,111,19:00.0,7,13:00,381,309,309
7415786945,L,IB,1,1,44,530302,114,53:00.0,7,12:00,112,135,135
7415786954,L,IB,1,1,170,117055,167,29:00.0,7,21:00,521,521,521
7415786963,L,IB,1,1,154,126748,120,41:00.0,1,8:00,421,422,422
7415786972,L,IB,1,1,44,PASC533562,142,56:00.0,7,21:00,522,431,431
741578700X,L,IB,1,1,62,138436,134,06:00.0,7,13:00,754,423,423
7415787019,L,IB,1,1,44,132433,156,59:00.0,7,12:00,511,511,511
7415787028,L,IB,1,1,62,119379,132,54:00.0,7,14:00,682,653,653
7415787037,L,IB,1,2,748,117817,101,24:00.0,7,14:00,627,309,309
7415787091,L,IB,1,1,171,126481,133,33:00.0,6,11:00,266,205,205
7415787100,L,IB,1,1,171,129652,150,39:00.0,6,10:00,531,531,531
7415787210,L,IB,1,1,58,135747,120,44:00.0,6,10:00,421,422,422
741578722X,L,IB,1,1,171,127155,117,20:00.0,6,10:00,143,135,135
7415787239,L,IB,1,1,156,140434,117,23:00.0,3,5:00,143,135,135
7415787248,L,IB,1,1,58,136849,109,21:00.0,6,23:00,861,347,347
7415787257,L,IB,1,1,196,261150,147,29:00.0,6,9:00,889,813,813
7415787266,L,IB,1,1,425,134833,147,51:00.0,3,18:00,889,813,813
7415787266,L,IB,1,1,425,134833,147,56:00.0,3,4:00,889,813,813
7415787284,L,IB,1,1,196,127155,117,30:00.0,6,9:00,172,135,135
7415787293,L,IB,1,1,58,131666,140,54:00.0,6,10:00,402,402,402
7415787302,L,CTY,1,1,62,134388,168,35:00.0,6,10:00,511,511,511
7415787311,L,IB,1,1,315,140278,132,00:00.0,3,17:00,682,653,653
741578733X,L,IB,1,3,2245,122418,138,33:00.0,2,10:00,411,411,411
7415787531,L,IB,1,2,1232,132676,151,09:00.0,6,20:00,875,875,875
741578755X,L,IB,1,1,62,290897,152,48:00.0,7,1:00,521,521,521
7415787569,L,IB,1,1,62,140145,148,43:00.0,7,1:00,581,621,621
7415787578,L,IB,1,1,62,290897,152,44:00.0,7,1:00,521,521,521
7415787587,L,IB,1,1,150,126980,147,18:00.0,7,2:00,889,813,813
7415787605,L,IB,1,1,62,290897,152,53:00.0,7,1:00,521,521,521
7415787614,L,IB,1,1,62,R621683968,146,35:00.0,7,4:00,555,621,621
7415787623,L,IB,1,1,62,140145,148,45:00.0,7,1:00,532,621,621
7415787632,L,IB,1,1,126,140041,150,45:00.0,7,0:00,531,531,531
7415787641,L,IB,1,1,55,140145,148,06:00.0,7,1:00,532,621,621
741578766X,L,IB,1,1,55,140145,148,21:00.0,7,1:00,532,621,621
7415787679,L,IB,1,1,55,132147,145,35:00.0,7,1:00,822,830,830
7415816214,L,IB,1,1,365,132924,142,36:00.0,6,5:00,431,431,431
7415816214,L,IB,1,1,365,132924,142,29:00.0,6,7:00,431,431,431
7415816241,L,IB,1,1,835,249356,148,50:00.0,6,4:00,551,621,621
7415832384,L,IB,1,7,7115,127438,161,03:00.0,6,12:00,511,511,511
7415842082,L,OB,1,1,1624,45243,90,20:00.0,5,12:00,355,355,355
7415842147,L,IB,1,1,735,290744,154,10:00.0,6,6:00,557,557,557
7415842165,L,IB,1,1,1200,132866,150,33:00.0,6,6:00,851,531,531
7415865952,L,OB,1,2,60,560798,86,25:00.0,5,15:00,356,356,356
7415869005,L,OB,1,1,152,560853,86,18:00.0,7,7:00,356,356,356
7415869564,L,OB,1,2,788,132331,90,15:00.0,7,12:00,355,355,355
7415870179,L,OB,1,1,67,130822,90,17:00.0,1,9:00,355,355,355
7415870179,L,OB,1,1,67,130822,82,36:00.0,1,17:00,355,355,355
7415967978,L,OB,1,4,1130,279944,54,00:00.0,5,15:00,324,324,324
7415967987,L,OB,1,2,810,134402,54,35:00.0,4,21:00,324,324,324
7415967987,L,OB,1,2,810,134402,54,32:00.0,5,2:00,324,324,324
7415967996,L,OB,1,1,173,137541,85,17:00.0,4,12:00,324,324,324
7415991536,L,OB,1,1,335,138412,90,09:00.0,3,15:00,355,355,355
7416035480,L,OB,1,3,433,430399,67,22:00.0,6,3:00,324,324,324
7416035509,L,IB,1,2,700,127646,160,31:00.0,3,17:00,324,324,324
7416035518,L,OB,1,2,1465,135701,54,42:00.0,4,19:00,324,324,324
741606233X,L,IB,1,2,2112,128866,141,09:00.0,1,21:00,890,890,890
741606992X,L,IB,1,1,393,134117,149,59:00.0,4,12:00,841,841,841
7416069948,L,IB,1,1,219,249168,146,20:00.0,7,3:00,621,621,621
7416069966,L,IB,1,1,237,131465,148,12:00.0,7,11:00,621,621,621
7416069993,L,IB,1,1,277,138071,139,28:00.0,7,6:00,389,326,326
7416070002,L,IB,1,1,209,R621780361,146,37:00.0,6,3:00,621,621,621
7416076263,L,IB,1,1,335,133156,101,40:00.0,3,13:00,847,309,309
7416085824,L,IB,1,1,2445,251126,116,35:00.0,6,8:00,783,830,830
7416087290,L,IB,1,1,186,138392,111,12:00.0,5,16:00,318,309,309
741608730X,L,IB,1,1,119,132023,152,39:00.0,5,5:00,521,521,521
7416087319,L,IB,1,1,425,558180,103,26:00.0,5,5:00,878,881,309
7416087337,L,IB,1,3,812,137809,150,18:00.0,3,9:00,531,531,531
7416087355,L,IB,1,4,2768,133396,141,55:00.0,3,14:00,890,890,890
7416096402,L,IB,1,1,250,138851,149,04:00.0,6,3:00,840,841,841
7416096503,L,IB,1,1,20,PAMT161359,139,45:00.0,6,3:00,326,326,326
7416097448,L,IB,1,1,143,135809,149,34:00.0,2,9:00,841,841,841
7416102140,L,OB,1,2,2434,133185,60,14:00.0,1,4:00,322,322,322
7416102232,L,OB,1,1,810,123112,95,36:00.0,7,15:00,272,272,272
7416102250,L,OB,1,2,2415,249277,94,14:00.0,2,20:00,322,322,322
7416102279,L,OB,1,1,1990,132686,94,33:00.0,3,15:00,322,322,322
7416103305,L,OB,1,3,6861,131163,94,29:00.0,6,7:00,322,322,322
7416104158,L,IB,1,1,325,119548,111,24:00.0,2,4:00,313,309,309
7416104176,L,IB,1,4,207,133156,101,53:00.0,3,12:00,565,309,309
7416104194,L,IB,1,2,1000,126935,154,03:00.0,3,8:00,521,521,521
7416104194,L,IB,1,2,1000,126935,152,34:00.0,3,6:00,521,521,521
7416134655,L,OB,1,7,4160,134563,84,27:00.0,2,2:00,216,216,216
7416134682,L,OB,1,2,2095,PAMT130265,36,37:00.0,3,1:00,324,324,324
7416144463,L,IB,1,3,1632,261207,121,26:00.0,2,11:00,153,153,153
7416144564,L,OB,1,2,905,125462,22,27:00.0,5,7:00,324,324,324
7416144629,L,IB,1,1,494,137240,121,14:00.0,5,7:00,153,153,153
7416145197,L,IB,1,4,2311,135621,121,13:00.0,3,4:00,153,153,153
7416145197,L,IB,1,4,2311,133305,123,09:00.0,2,3:00,153,153,211
7416145480,L,IB,1,2,890,118815,121,37:00.0,6,5:00,153,153,153
7416145756,L,OB,1,1,700,126445,82,02:00.0,1,15:00,216,216,216
7416145783,L,IB,1,1,189,131844,121,02:00.0,4,15:00,153,153,153
741614593X,L,OB,1,2,957,559552,82,16:00.0,7,5:00,216,216,216
7416145958,L,OB,1,1,350,430563,82,38:00.0,6,3:00,216,216,216
7416146068,L,OB,1,3,1750,138386,84,21:00.0,6,8:00,216,216,216
7416148066,L,OB,1,1,715,130840,96,09:00.0,6,1:00,243,243,243
7416148176,L,OB,1,1,550,117629,96,58:00.0,3,4:00,243,243,243
7416163558,L,OB,1,4,1858,137701,46,35:00.0,4,4:00,324,324,324
741616375X,L,OB,1,8,3269,PAMT130708,7,24:00.0,6,14:00,324,324,324
7416164272,L,OB,1,3,788,131349,97,46:00.0,4,13:00,246,246,246
7416164373,L,OB,1,5,1094,128904,97,22:00.0,5,13:00,246,246,246
7416164382,L,OB,1,4,932,PAMT130708,56,54:00.0,5,4:00,324,324,324
7416165107,L,OB,1,9,3308,PAMT130708,61,42:00.0,6,19:00,324,324,324
7416165363,L,IB,1,4,927,136665,125,38:00.0,4,12:00,203,211,211
7416167040,L,OB,1,2,367,130996,97,43:00.0,5,7:00,246,246,246
7416167215,L,OB,1,8,4763,OWEL53268,34,17:00.0,6,20:00,324,324,324
7416167518,L,IB,1,1,746,137240,121,18:00.0,5,5:00,153,153,153
741616947X,L,OB,1,2,1388,137285,97,58:00.0,7,4:00,246,246,246
7416173119,L,OB,1,1,600,139964,96,52:00.0,2,7:00,243,243,243
7416173815,L,IB,1,10,3099,131975,133,36:00.0,7,4:00,104,205,205
7416173833,L,CTY,1,1,578,128544,170,00:00.0,6,10:00,203,211,211
7416267288,L,OB,1,1,265,128281,82,15:00.0,1,16:00,216,216,216
7416271697,L,IB,1,1,840,140236,117,58:00.0,2,1:00,135,135,135
7416271706,L,IB,1,1,331,140236,117,39:00.0,2,6:00,135,135,135
7416276885,L,OB,1,1,1431,123203,97,35:00.0,7,6:00,246,246,246
7416279222,L,OB,1,1,136,138770,96,27:00.0,1,21:00,243,243,243
7416279608,L,OB,1,2,387,134462,84,50:00.0,5,23:00,851,531,216
7416279680,L,OB,1,1,798,560539,84,19:00.0,6,7:00,216,216,216
7416293320,L,CTY,1,1,1089,133711,173,45:00.0,3,7:00,153,153,153
7416302809,L,OB,1,1,35,OWEL53673,52,54:00.0,6,4:00,324,324,324
7416304385,L,OB,1,1,95,133511,88,23:00.0,6,1:00,245,245,245
7416389415,L,OB,1,15,600,126796,90,33:00.0,4,10:00,355,355,355
741638958X,L,OB,1,12,420,290013,23,21:00.0,6,0:00,324,324,324
7416389956,L,OB,1,2,80,130840,32,13:00.0,6,0:00,324,324,324
7416389974,L,OB,1,12,420,135497,23,34:00.0,6,0:00,324,324,324
7416390149,L,OB,1,11,385,126775,86,27:00.0,5,4:00,356,356,356
7416391368,L,OB,1,7,245,136829,90,35:00.0,2,19:00,355,355,355
741639167X,L,OB,1,22,924,249025,32,52:00.0,6,23:00,324,324,324
7416456946,L,IB,1,4,1801,129759,140,03:00.0,2,9:00,402,402,402
7416545359,L,OB,1,1,370,116998,90,32:00.0,3,11:00,355,355,355
7416626694,L,OB,1,1,250,125160,94,18:00.0,6,11:00,322,322,322
7416694867,L,IB,1,1,678,R621531104,146,39:00.0,1,2:00,344,621,621
7416694968,L,OB,1,2,1186,136528,21,40:00.0,7,11:00,324,324,324
7416761572,L,IB,1,14,20361,139712,166,41:00.0,3,9:00,324,324,123
7416763204,L,IB,1,2,1146,PAMT151312,139,58:00.0,5,16:00,326,326,326
7416774397,L,OB,1,3,4080,127196,94,51:00.0,5,18:00,322,322,322
7416774406,L,IB,1,1,1715,R62153518,148,27:00.0,5,18:00,621,621,621
7416774433,L,OB,1,5,5560,128675,19,22:00.0,2,4:00,324,324,324
7416784636,L,IB,1,1,275,134779,134,54:00.0,1,16:00,547,621,621
7416817499,L,OB,1,2,1645,132501,21,16:00.0,6,1:00,324,324,324
7416826225,L,OB,1,1,287,132610,58,35:00.0,6,21:00,324,324,324
7416869666,L,OB,1,2,1300,128281,63,28:00.0,2,3:00,324,324,324
7416963936,L,OB,1,4,1750,530697,67,21:00.0,6,23:00,324,324,324
7417021549,L,OB,1,3,2176,133715,25,24:00.0,5,1:00,324,324,324
7417030899,L,OB,1,1,160,123702,36,19:00.0,2,6:00,324,324,324
7417039488,L,OB,1,1,435,126207,90,52:00.0,7,5:00,355,355,355
7417060296,L,OB,1,3,4635,431206,59,27:00.0,3,2:00,324,324,324
7417079885,L,OB,1,1,140,127015,25,21:00.0,7,10:00,324,324,324
7417093323,L,OB,1,1,123,137135,26,01:00.0,4,8:00,324,324,324
7417093323,L,OB,1,1,123,137135,24,13:00.0,5,7:00,324,324,324
7417140798,L,IB,1,1,120,125276,107,30:00.0,2,16:00,202,202,202
7417140798,L,OB,1,1,120,125276,86,34:00.0,2,9:00,202,202,202
7417140816,L,OB,1,1,54,124332,94,16:00.0,7,5:00,322,322,322
7417141045,L,IB,1,1,372,202373,107,09:00.0,2,7:00,202,202,202
7417142558,L,OB,1,4,2820,132055,61,44:00.0,4,9:00,324,324,324
7417142603,L,OB,1,4,4580,139809,86,22:00.0,5,6:00,356,356,356
7417148983,L,OB,1,1,1565,R621153029,86,57:00.0,5,4:00,356,356,356
741714902X,L,IB,1,2,3355,PAMT151312,139,34:00.0,5,17:00,326,326,326
7417181269,L,IB,1,1,814,138148,107,24:00.0,5,15:00,202,202,202
7417181269,L,IB,1,1,814,138148,107,43:00.0,5,16:00,202,202,202
7417181763,L,IB,1,1,82,128166,107,28:00.0,7,4:00,202,202,202
7417288216,L,OB,1,1,1081,139994,35,30:00.0,6,2:00,324,324,324
7417313222,L,OB,1,1,780,137337,88,19:00.0,3,9:00,245,245,245
7417420894,L,OB,1,1,256,122351,96,37:00.0,3,19:00,243,243,243
7417436303,L,OB,1,1,423,125462,55,37:00.0,5,7:00,324,324,324
7417436404,L,OB,1,2,723,123344,91,06:00.0,7,5:00,857,857,857
7417436496,L,OB,1,2,1297,T85726839,91,27:00.0,2,13:00,857,857,857
7417436588,L,OB,1,2,876,135168,55,33:00.0,7,12:00,324,324,324
7417464656,L,OB,1,2,2220,127208,88,51:00.0,1,18:00,857,857,857
7417465031,L,OB,1,1,360,126580,90,51:00.0,1,20:00,857,857,857
7417465040,L,OB,1,1,260,127208,88,58:00.0,1,20:00,857,857,857
741746505X,L,OB,1,1,505,137808,91,07:00.0,2,21:00,857,857,857
7417465069,L,OB,1,1,1560,138201,84,33:00.0,4,11:00,216,216,216
7417465132,L,OB,1,2,580,135210,13,13:00.0,6,2:00,324,324,324
7417465197,L,OB,1,1,142,125133,91,47:00.0,7,2:00,292,857,857
7417465215,L,OB,1,1,150,137391,91,43:00.0,4,18:00,857,857,857
7417575334,L,OB,1,1,299,132088,15,12:00.0,1,7:00,324,324,324
7417575399,L,OB,1,2,1058,561006,41,50:00.0,1,5:00,324,324,324
741757549X,L,OB,1,1,288,134563,84,10:00.0,1,6:00,216,216,216
7417575682,L,OB,1,2,381,133336,84,31:00.0,2,11:00,216,216,216
7417575756,L,OB,1,1,194,128600,36,20:00.0,5,5:00,324,324,324
7417575967,L,OB,1,3,1695,135277,45,24:00.0,6,10:00,324,324,324
7417576232,L,OB,1,2,260,138201,84,37:00.0,4,17:00,216,216,216
741757626X,L,OB,1,1,365,261054,84,02:00.0,5,4:00,216,216,216
7417576288,L,OB,1,1,116,127887,82,03:00.0,4,18:00,216,216,216
7417576297,L,OB,1,1,174,130990,97,39:00.0,4,21:00,246,246,246
7417576416,L,OB,1,1,186,132323,45,24:00.0,6,10:00,324,324,324
7417576580,L,OB,1,1,219,135277,15,33:00.0,6,3:00,324,324,324
7417576663,L,IB,1,1,219,121880,102,36:00.0,6,4:00,243,243,243
741757681X,L,OB,1,1,255,R621970250,97,08:00.0,7,4:00,246,246,246
7417576874,L,OB,1,1,505,131124,24,05:00.0,1,22:00,324,324,324
7417577159,L,OB,1,1,244,560282,25,42:00.0,1,10:00,324,324,324
7417577159,L,OB,1,1,244,560282,41,45:00.0,3,4:00,324,324,324
7417577305,L,OB,1,1,365,136564,40,25:00.0,3,3:00,324,324,324
7417577498,L,OB,1,3,934,132826,41,55:00.0,4,8:00,324,324,324
7417577498,L,OB,1,3,934,132826,41,36:00.0,4,4:00,324,324,324
741757758X,L,OB,1,1,124,135809,96,20:00.0,5,11:00,243,243,243
741757758X,L,OB,1,1,124,125619,96,38:00.0,5,11:00,243,243,243
7417577599,L,OB,1,2,369,530173,57,57:00.0,6,0:00,324,324,324
741757802X,L,OB,1,1,209,134608,82,00:00.0,6,0:00,216,216,216
7417578102,L,OB,1,1,367,R621808419,52,59:00.0,6,3:00,324,324,324
7417578221,L,IB,1,1,174,132398,105,15:00.0,5,12:00,251,251,251
7417578259,L,OB,1,1,194,530173,40,29:00.0,6,4:00,324,324,324
7417578340,L,IB,1,1,294,132954,100,06:00.0,6,3:00,246,246,246
7417578432,L,OB,1,3,1155,R621808419,41,30:00.0,6,4:00,324,324,324
7417579294,L,OB,1,1,1120,126019,91,34:00.0,4,16:00,857,857,857
741757934X,L,OB,1,1,365,133017,84,30:00.0,2,12:00,216,216,216
7417579359,L,OB,1,1,252,133655,91,20:00.0,2,18:00,857,857,857
7417579377,L,OB,1,1,242,133655,91,20:00.0,2,18:00,857,857,857
7417579413,L,OB,1,1,215,123203,97,50:00.0,7,0:00,246,246,246
7417579734,L,OB,1,7,2128,134864,41,19:00.0,5,1:00,324,324,324
7417580028,L,OB,1,1,592,134453,23,22:00.0,5,12:00,324,324,324
7417580468,L,OB,1,1,353,136816,41,27:00.0,7,10:00,324,324,324
7417581229,L,OB,1,1,196,133628,41,50:00.0,5,3:00,324,324,324
7417581310,L,OB,1,8,2995,129758,91,45:00.0,4,3:00,857,857,857
7417581467,L,OB,1,1,790,137400,41,44:00.0,5,3:00,324,324,324
7417581806,L,OB,1,2,551,251288,41,41:00.0,6,4:00,324,324,324
7417582511,L,OB,1,2,335,132069,91,31:00.0,7,10:00,857,857,857
7417693566,L,IB,1,7,2520,134377,156,00:00.0,5,14:00,511,511,511
7417716033,L,IB,1,1,175,134377,156,27:00.0,5,19:00,511,511,511
7417716143,L,IB,1,3,2800,129707,142,02:00.0,3,23:00,431,431,431
7417732589,L,IB,1,1,300,PASC533562,142,04:00.0,5,13:00,431,431,431
7417740444,L,IB,1,1,195,124163,146,19:00.0,5,19:00,511,511,431
7417747612,L,IB,1,2,1970,134630,149,48:00.0,5,16:00,841,841,841
7417747731,L,IB,1,2,1020,R621683968,146,12:00.0,7,13:00,556,621,621
7417777294,L,OB,1,2,2438,124274,14,11:00.0,5,17:00,324,324,324
7417777945,L,OB,1,3,6120,430161,46,39:00.0,5,8:00,324,324,324
7417811129,L,OB,1,3,1880,131317,25,56:00.0,3,11:00,324,324,324
7417811147,L,OB,1,5,4075,131317,25,10:00.0,3,12:00,324,324,324
7417811174,L,OB,1,4,2470,123031,79,14:00.0,3,17:00,261,261,261
7417811174,L,OB,1,4,2470,123031,99,41:00.0,3,11:00,261,261,261
741781122X,L,OB,1,2,1254,123031,79,26:00.0,3,17:00,261,261,261
741781122X,L,OB,1,2,1254,123031,99,38:00.0,3,11:00,261,261,261
7417841379,L,OB,1,1,305,123713,99,28:00.0,6,3:00,261,261,261
7417841406,L,OB,1,1,192,134864,99,44:00.0,5,8:00,261,261,261
7417841415,L,OB,1,1,51,125075,77,36:00.0,4,1:00,261,261,261
7417841424,L,OB,1,1,45,274246,99,20:00.0,4,20:00,261,261,261
7417841451,L,OB,1,1,50,133346,75,11:00.0,6,12:00,261,261,261
7417841460,L,OB,1,1,282,568046,77,08:00.0,7,11:00,261,261,261
7417851874,L,OB,1,1,705,122403,84,09:00.0,7,23:00,216,216,216
7418032229,L,OB,1,2,971,137483,93,15:00.0,3,4:00,312,312,312
7418032238,L,OB,1,1,378,137483,93,17:00.0,3,4:00,312,312,312
7418077823,L,OB,1,4,2095,127391,67,46:00.0,6,4:00,324,324,324
7418181829,L,OB,1,1,290,122850,32,24:00.0,2,3:00,324,324,123
7418304268,L,OB,1,1,1366,281371,61,25:00.0,6,2:00,324,324,324
7418359149,L,IB,1,1,98,249380,131,28:00.0,3,21:00,123,123,123
7418370423,L,OB,1,2,1502,136542,99,26:00.0,6,15:00,261,261,261
7418475574,L,IB,1,1,110,128076,120,13:00.0,2,8:00,432,422,422
7418475648,L,IB,1,1,445,45495,161,10:00.0,3,21:00,422,422,422
7418475830,L,IB,1,1,196,132523,120,15:00.0,5,13:00,422,422,422
7418476079,L,IB,1,1,108,126283,138,15:00.0,4,10:00,411,411,411
7418476106,L,OB,1,1,154,132545,77,29:00.0,5,11:00,245,245,245
7418476243,L,IB,1,1,356,134974,120,59:00.0,3,7:00,422,422,422
7418505503,L,OB,1,2,540,133185,60,45:00.0,1,3:00,322,322,322
7418505512,L,OB,1,1,155,133185,60,13:00.0,1,4:00,322,322,322
7418593521,L,OB,1,1,246,125855,93,32:00.0,2,17:00,312,312,312
741859563X,L,OB,1,1,339,138336,86,03:00.0,6,8:00,356,356,356
7418608647,L,OB,1,1,743,116879,93,13:00.0,3,20:00,288,312,312
7418608656,L,OB,1,1,364,138094,93,26:00.0,7,18:00,288,312,312
7418671026,L,CTY,1,1,420,132785,174,31:00.0,7,4:00,617,422,422
7418676910,L,IB,1,1,170,125720,125,43:00.0,3,7:00,211,211,211
7418676939,L,IB,1,1,223,135709,133,56:00.0,4,4:00,266,205,205
7418676939,L,IB,1,1,223,135709,133,13:00.0,4,11:00,266,205,205
7418676948,L,IB,1,1,129,130554,101,18:00.0,5,22:00,381,309,309
