Pro,L,Dock,Ship,Pcs,Wgt,LdTrlr,LdDoor,LoadTS,LoadDOW,LoadInterval,Dest,LoadTo,LoadToParent
197834582X,L,OB,1,4,3760,252112,19,50:00.0,6,7:00,324,324,324
197834582X,L,OB,1,4,3760,252112,5,04:00.0,6,7:00,324,324,324
1978345857,L,IB,1,1,200,133161,149,38:00.0,6,3:00,841,841,841
1978448110,L,IB,1,1,755,R62110842,146,21:00.0,1,0:00,343,621,621
197869386X,L,IB,1,1,730,126601,139,26:00.0,7,10:00,352,326,326
197871707X,L,OB,1,1,233,124393,12,23:00.0,1,22:00,324,324,324
2003782855,L,OB,1,1,400,261351,94,24:00.0,4,21:00,322,322,322
2120560845,L,OB,1,2,1485,140433,30,10:00.0,2,5:00,324,324,324
2139178162,L,IB,1,1,375,202759,107,27:00.0,5,20:00,202,202,202
2139813412,L,CTY,1,1,538,131130,169,25:00.0,4,20:00,326,326,841
2140796869,L,OB,1,3,605,138353,45,28:00.0,5,7:00,324,324,324
2140796896,L,OB,1,9,1962,135249,43,29:00.0,5,4:00,324,324,324
2168584227,L,OB,1,1,206,135147,50,25:00.0,1,14:00,324,324,324
2195366451,L,OB,1,1,1378,PAMT151312,20,19:00.0,5,1:00,324,324,324
2195366891,L,IB,1,2,1051,531024,121,19:00.0,2,10:00,153,153,153
2195366965,L,OB,1,4,7980,PAMT161410,28,46:00.0,5,3:00,324,324,324
2195367102,L,OB,1,1,488,138451,96,55:00.0,6,6:00,243,243,243
2195367194,L,IB,1,1,345,134482,125,30:00.0,7,11:00,126,211,211
2195367946,L,OB,1,2,4024,136291,17,25:00.0,1,21:00,324,324,324
2195368294,L,IB,1,1,333,126543,121,52:00.0,5,21:00,153,153,153
2195368312,L,OB,1,1,1247,PAMT161359,25,19:00.0,7,10:00,324,324,324
2195368359,L,OB,1,1,1401,559552,82,57:00.0,7,1:00,216,216,216
2196649446,L,OB,1,1,496,291159,88,33:00.0,5,0:00,245,245,245
2196649455,L,OB,1,2,1236,138543,88,59:00.0,1,19:00,245,245,245
2403204172,L,OB,1,1,945,134402,59,42:00.0,4,20:00,324,324,324
2404005100,L,OB,1,1,966,251290,1,15:00.0,6,11:00,324,324,324
2404303119,L,OB,1,3,4865,251290,57,21:00.0,6,10:00,324,324,324
2443571316,L,OB,1,1,450,126495,57,41:00.0,7,3:00,324,324,324
2473246596,L,IB,1,1,220,122296,111,41:00.0,3,5:00,303,309,309
2473246632,L,IB,1,21,1090,130554,101,28:00.0,5,19:00,642,309,309
2473246733,L,IB,1,2,477,558078,111,58:00.0,6,8:00,303,309,309
2473246742,L,IB,1,4,1425,558078,111,04:00.0,6,9:00,309,309,309
2479720949,L,IB,1,1,320,135963,123,25:00.0,7,6:00,123,123,123
251388477X,L,IB,1,1,190,135974,146,18:00.0,5,9:00,343,621,621
2513884908,L,IB,1,2,485,133779,156,41:00.0,5,5:00,511,511,511
2513898914,L,IB,1,1,110,277970,139,18:00.0,3,14:00,326,326,326
2513898923,L,IB,1,1,163,136642,150,45:00.0,3,8:00,531,531,531
2531462919,L,OB,1,1,145,137483,93,19:00.0,3,9:00,312,312,312
2531462928,L,IB,1,2,2965,277970,139,04:00.0,3,14:00,326,326,326
2531862163,L,OB,1,2,1245,261306,82,32:00.0,7,11:00,216,216,216
2535086135,L,IB,1,1,68,136369,107,05:00.0,4,9:00,202,202,202
2537078042,L,OB,1,2,370,202012,88,25:00.0,5,3:00,245,245,245
2537394274,L,OB,1,1,439,133919,82,45:00.0,6,19:00,216,216,216
2539452585,L,OB,1,4,2625,558590,52,15:00.0,5,18:00,324,324,324
2588234849,L,IB,1,1,284,290256,151,47:00.0,7,6:00,895,875,875
2588234867,L,IB,1,1,282,137070,151,28:00.0,4,14:00,895,875,875
258843635X,L,IB,1,1,265,137002,117,27:00.0,6,3:00,183,135,135
2588436378,L,IB,1,1,970,133305,123,19:00.0,7,4:00,187,211,211
2588436387,L,IB,1,1,601,136834,125,20:00.0,3,0:00,187,211,211
2588436396,L,IB,1,1,1275,278819,131,47:00.0,5,8:00,123,123,123
2588436405,L,OB,1,1,156,T525256478,84,37:00.0,6,11:00,216,216,216
2588436405,L,OB,1,1,156,T525256478,84,34:00.0,6,14:00,216,216,216
2588436414,L,IB,1,1,537,530324,111,42:00.0,6,2:00,642,309,309
2588436432,L,IB,1,1,330,129912,123,12:00.0,7,9:00,187,211,211
2588436441,L,IB,1,1,377,530555,101,41:00.0,4,4:00,642,309,309
274915212X,L,IB,1,4,2418,134735,117,21:00.0,7,15:00,184,135,135
2749242512,L,OB,1,2,686,122770,97,10:00.0,4,2:00,246,246,246
2749298731,L,IB,1,3,852,136186,151,19:00.0,7,8:00,875,875,875
2749298731,L,IB,1,3,852,136186,155,16:00.0,7,6:00,875,875,875
2749298740,L,IB,1,3,1040,126765,151,46:00.0,3,16:00,875,875,875
2749299245,L,IB,1,6,2968,132879,151,51:00.0,5,17:00,875,875,875
2749373587,L,IB,1,5,7015,132879,151,14:00.0,5,18:00,875,875,875
2749373596,L,IB,1,6,9165,280173,151,16:00.0,3,14:00,875,875,875
2749373605,L,IB,1,7,11085,211558,151,13:00.0,6,4:00,875,875,875
2749373614,L,IB,1,8,12150,133610,151,17:00.0,4,4:00,875,875,875
2749373623,L,IB,1,3,3675,126519,151,33:00.0,6,10:00,875,875,875
2749391984,L,IB,1,2,497,125491,131,27:00.0,1,14:00,237,123,123
2749407806,L,IB,1,2,500,124358,119,13:00.0,5,3:00,158,135,135
274964459X,L,IB,1,45,800,130740,131,38:00.0,5,10:00,180,123,123
2749667635,L,IB,1,1,721,131386,117,20:00.0,2,4:00,126,211,211
2749696657,L,CTY,1,29,303,125303,176,35:00.0,5,0:00,881,881,881
2749696675,L,IB,1,30,233,128254,143,57:00.0,4,20:00,819,881,881
2749696684,L,IB,1,107,1090,133475,131,14:00.0,4,20:00,145,123,123
2749696702,L,CTY,1,105,1270,127205,168,22:00.0,3,8:00,525,431,431
2749696749,L,IB,1,28,345,138201,143,37:00.0,7,2:00,881,881,881
2749696877,L,CTY,1,98,1200,139661,170,16:00.0,3,10:00,857,857,857
2749696886,L,IB,1,90,1070,127621,167,12:00.0,3,6:00,653,653,653
2749812624,L,CTY,1,2,940,133106,172,08:00.0,3,15:00,223,309,309
2749813091,L,IB,1,1,125,291194,105,04:00.0,3,6:00,243,243,243
2749813100,L,IB,1,1,477,133598,133,36:00.0,3,15:00,268,205,205
2749813100,L,IB,1,1,477,133598,133,16:00.0,3,14:00,268,205,205
2749813165,L,IB,1,3,1991,261010,133,23:00.0,4,5:00,108,205,205
2758629345,L,OB,1,1,810,568046,77,38:00.0,7,8:00,261,261,261
2781598879,L,OB,1,2,720,124186,93,06:00.0,2,4:00,216,216,216
2802072034,L,IB,1,1,666,125916,116,16:00.0,2,3:00,312,312,312
2802072676,L,IB,1,1,325,431049,101,49:00.0,4,4:00,223,309,309
2806534752,L,OB,1,1,768,119168,97,08:00.0,3,2:00,246,246,246
2884894075,L,CTY,1,1,400,290117,176,31:00.0,6,9:00,433,422,422
2885216797,L,OB,1,1,70,137798,35,05:00.0,4,9:00,324,324,324
2902127759,L,IB,1,1,736,132448,135,58:00.0,1,6:00,890,890,890
2902148109,L,IB,1,1,440,137744,141,10:00.0,4,21:00,890,890,890
2902148219,L,IB,1,1,415,PAMT161359,139,30:00.0,6,5:00,569,326,326
2902301705,L,IB,1,1,525,136291,139,32:00.0,7,7:00,569,326,326
2902313282,L,IB,1,1,542,531162,158,16:00.0,7,8:00,890,890,309
2902313374,L,IB,1,1,173,290761,149,46:00.0,3,8:00,826,841,841
290233157X,L,OB,1,2,3925,133684,95,01:00.0,6,2:00,272,272,272
2902332359,L,IB,1,26,13632,PAMT130708,149,29:00.0,1,10:00,326,326,326
2902332514,L,IB,1,1,482,125635,139,03:00.0,6,0:00,863,326,326
2902332523,L,IB,1,4,7645,558054,139,11:00.0,5,2:00,326,326,326
2902332799,L,IB,1,2,4953,PAMT151312,139,46:00.0,4,8:00,326,326,326
2902332817,L,IB,1,2,4807,PAMT151312,139,38:00.0,4,8:00,326,326,326
2902333037,L,IB,1,4,1803,131908,149,00:00.0,3,22:00,845,841,841
2902333293,L,OB,1,2,1128,133570,95,24:00.0,4,16:00,272,272,272
2902333376,L,OB,1,4,1876,136120,69,10:00.0,6,10:00,272,272,272
2902333742,L,IB,1,4,1920,129574,107,24:00.0,6,23:00,202,202,202
2902337143,L,IB,1,4,2060,135142,162,14:00.0,7,0:00,324,324,324
2902337161,L,OB,1,3,1650,530977,54,16:00.0,2,7:00,324,324,324
2902340122,L,OB,1,1,100,139444,52,21:00.0,6,0:00,324,324,324
2902344091,L,IB,1,2,3020,128866,141,30:00.0,2,22:00,890,890,890
2902344129,L,CTY,1,1,1606,133978,177,38:00.0,2,0:00,841,841,841
2902344192,L,IB,1,8,2440,PAMT151312,139,26:00.0,4,16:00,352,326,326
2902344248,L,IB,1,1,689,PAMT130708,139,44:00.0,6,1:00,352,326,326
2902344266,L,IB,1,1,950,560296,160,48:00.0,6,3:00,863,326,347
2902344266,L,IB,1,1,950,560296,109,16:00.0,5,22:00,863,326,347
2902344358,L,IB,1,1,278,128358,139,39:00.0,7,3:00,890,890,326
2902344421,L,OB,1,1,170,R621565940,27,16:00.0,6,7:00,324,324,324
2902344486,L,IB,1,1,611,132216,139,42:00.0,3,8:00,352,326,326
2926070891,L,IB,1,1,200,129639,141,04:00.0,5,10:00,894,890,890
2932918677,L,OB,1,2,152,129585,38,02:00.0,6,3:00,324,324,324
2932918722,L,OB,1,4,2064,129585,29,36:00.0,5,10:00,324,324,324
2932918731,L,OB,1,1,92,202373,19,41:00.0,5,1:00,324,324,324
2937140091,L,OB,1,2,1365,530697,54,12:00.0,6,22:00,324,324,324
3088265391,L,IB,1,2,2430,126400,139,06:00.0,2,8:00,326,326,326
3088295504,L,OB,1,1,232,202164,95,09:00.0,6,17:00,272,272,272
3088318604,L,OB,1,1,1700,133632,95,23:00.0,1,9:00,272,272,272
3088318613,L,OB,1,2,550,133911,95,04:00.0,4,11:00,272,272,272
3088325305,L,IB,1,1,1420,133619,135,21:00.0,1,10:00,614,890,890
3088325305,L,IB,1,1,1420,133619,141,45:00.0,2,12:00,614,890,890
3088325314,L,IB,1,1,290,249385,161,24:00.0,5,10:00,842,841,621
3088325442,L,OB,1,1,1600,133018,18,03:00.0,6,3:00,324,324,324
3088325460,L,OB,1,1,230,903297,94,54:00.0,7,0:00,322,322,322
3088325507,L,OB,1,1,5,T85726839,52,48:00.0,1,21:00,324,324,324
3088330264,L,IB,1,2,1300,136823,141,15:00.0,6,20:00,890,890,890
3088334738,L,IB,1,1,283,277970,139,39:00.0,3,21:00,326,326,326
3088334810,L,OB,1,1,440,279944,95,57:00.0,5,16:00,272,272,272
3088343877,L,IB,1,1,615,123008,107,20:00.0,5,10:00,202,202,202
3088343904,L,IB,1,1,454,137168,107,14:00.0,5,16:00,202,202,202
3088344133,L,OB,1,1,750,290574,94,24:00.0,1,9:00,322,322,322
308834417X,L,IB,1,1,151,136103,146,22:00.0,2,17:00,621,621,621
3088348515,L,IB,1,1,1820,PAMT151312,139,25:00.0,4,13:00,389,326,326
312216844X,L,OB,1,1,79,138051,84,22:00.0,3,9:00,216,216,216
3122168569,L,OB,1,1,64,128493,90,14:00.0,3,21:00,355,355,355
3122168587,L,OB,1,2,125,136190,90,50:00.0,4,9:00,355,355,355
3122168650,L,OB,1,1,151,131801,96,41:00.0,7,0:00,243,243,243
3123257165,L,IB,1,1,1080,121144,120,03:00.0,5,21:00,432,422,422
3126239687,L,IB,1,2,448,139663,140,25:00.0,7,23:00,714,402,402
3133429737,L,IB,1,1,57,126293,138,47:00.0,4,16:00,411,411,411
3133429737,L,IB,1,1,57,126204,138,15:00.0,5,21:00,411,411,411
3133453625,L,CTY,1,8,2345,138919,172,13:00.0,4,15:00,411,411,411
3183203485,L,IB,1,1,150,138127,117,14:00.0,4,4:00,112,135,135
3183203586,L,IB,1,1,96,134570,151,21:00.0,6,16:00,875,875,875
3183673450,L,OB,1,1,1670,T24454198,92,10:00.0,5,9:00,244,244,244
3191106032,L,OB,1,4,15522,140433,29,13:00.0,2,2:00,324,324,324
3191186168,L,OB,1,1,1250,251441,86,27:00.0,1,1:00,356,356,356
3191222531,L,OB,1,2,1770,531065,54,17:00.0,6,6:00,324,324,324
3191232550,L,OB,1,2,2510,290562,40,12:00.0,4,23:00,324,324,324
323476873X,L,OB,1,9,4181,138032,85,25:00.0,2,22:00,642,309,309
3234768749,L,IB,1,3,1143,137354,103,58:00.0,2,21:00,873,875,309
3234768758,L,IB,1,1,490,560782,101,07:00.0,3,0:00,642,309,309
3234768767,L,IB,1,1,183,558389,103,44:00.0,6,18:00,642,309,309
3234768776,L,IB,1,1,311,134570,151,18:00.0,7,1:00,873,875,875
3234768785,L,IB,1,2,595,558389,103,03:00.0,6,19:00,642,309,309
3234768794,L,IB,1,2,705,559298,101,03:00.0,4,0:00,642,309,309
3234768803,L,IB,1,3,1294,R621808419,103,51:00.0,3,2:00,642,309,309
3234768812,L,IB,1,6,3105,430578,103,10:00.0,6,21:00,642,309,309
3240023807,L,IB,1,1,340,136584,130,52:00.0,5,23:00,423,423,423
3240045870,L,IB,1,4,457,135142,149,42:00.0,2,21:00,841,841,841
3240247033,L,IB,1,2,1710,133950,117,29:00.0,4,16:00,647,135,135
3240247033,L,IB,1,2,1710,133950,117,15:00.0,4,8:00,647,135,135
3240512600,L,IB,1,9,2240,130454,149,51:00.0,2,20:00,841,841,841
324051261X,L,OB,1,3,1572,134426,92,45:00.0,3,18:00,244,244,244
3240512647,L,IB,1,5,6975,431221,101,48:00.0,2,23:00,304,309,309
3240512656,L,IB,1,2,2202,R621702361,166,59:00.0,3,21:00,511,511,511
3240512665,L,IB,1,4,1495,138851,149,59:00.0,5,22:00,841,841,841
3240512674,L,IB,1,4,4060,125015,107,13:00.0,5,11:00,202,202,202
3240512683,L,IB,1,9,2865,128101,145,13:00.0,7,23:00,830,830,830
3240913505,L,IB,1,1,645,129624,109,22:00.0,3,11:00,347,347,347
3241289467,L,IB,1,4,1640,291213,158,43:00.0,1,2:00,521,521,521
3241289476,L,IB,1,10,3680,134956,144,57:00.0,1,16:00,402,402,402
3241289485,L,IB,1,11,5495,139482,118,11:00.0,1,0:00,123,123,123
3241289494,L,IB,1,5,2125,130442,167,21:00.0,1,0:00,326,326,326
3241289512,L,CTY,1,14,5965,125465,171,17:00.0,2,19:00,153,153,153
3241289521,L,CTY,1,2,440,119671,174,27:00.0,2,23:00,326,326,326
3241289530,L,IB,1,3,840,134361,140,44:00.0,2,23:00,402,402,402
324128954X,L,IB,1,2,610,531024,121,48:00.0,2,23:00,153,153,153
3241289559,L,IB,1,1,485,45706,131,39:00.0,2,23:00,123,123,135
3241289568,L,IB,1,1,385,121196,142,20:00.0,2,23:00,431,431,431
3241289577,L,IB,1,2,710,119565,156,23:00.0,3,10:00,511,511,511
3241289577,L,CTY,1,2,710,119565,170,37:00.0,3,0:00,511,511,511
3241289586,L,IB,1,10,3985,132577,167,16:00.0,2,23:00,423,423,423
3241289595,L,IB,1,4,1840,127096,161,19:00.0,2,23:00,830,830,830
3241289604,L,IB,1,5,1725,125333,152,42:00.0,2,23:00,521,521,521
3241289613,L,OB,1,13,5570,137813,89,17:00.0,3,2:00,857,857,857
3241289640,L,CTY,1,13,5445,125177,175,29:00.0,2,18:00,123,123,123
324128965X,L,IB,1,2,720,211485,142,06:00.0,6,19:00,431,431,431
3241289669,L,IB,1,5,2095,123707,140,26:00.0,6,23:00,402,402,402
3241289678,L,IB,1,6,2220,291138,139,23:00.0,6,19:00,326,326,326
3241289696,L,IB,1,6,2260,132433,156,00:00.0,1,1:00,511,511,511
3241289705,L,IB,1,8,2860,138436,134,27:00.0,7,14:00,423,423,423
3241289714,L,IB,1,19,7675,124308,112,17:00.0,7,18:00,123,123,123
3241289723,L,OB,1,2,1920,137148,81,39:00.0,5,5:00,356,356,356
3241289732,L,IB,1,4,2980,290281,121,42:00.0,5,0:00,153,153,153
3241289741,L,IB,1,10,4300,R244721590,121,28:00.0,1,11:00,153,153,153
3241289750,L,IB,1,13,3935,431008,111,33:00.0,1,16:00,319,309,309
3241289779,L,IB,1,2,995,125934,133,10:00.0,7,9:00,108,205,205
3241289788,L,IB,1,3,1115,136565,152,14:00.0,2,20:00,521,521,521
3241289797,L,IB,1,2,805,PAMT180175,142,53:00.0,7,3:00,431,431,431
3241289806,L,IB,1,6,2645,136038,134,36:00.0,2,22:00,423,423,423
3241289815,L,IB,1,9,4280,135300,145,18:00.0,2,23:00,830,830,830
3241289824,L,IB,1,6,2490,277970,139,27:00.0,3,16:00,326,326,326
3241289851,L,IB,1,13,4338,125491,131,32:00.0,1,18:00,123,123,123
3241289860,L,IB,1,3,759,125491,131,13:00.0,1,18:00,123,123,123
3241289889,L,IB,1,5,2057,138458,133,55:00.0,1,17:00,108,205,205
3241289907,L,IB,1,2,508,123430,132,15:00.0,1,22:00,653,653,653
3241289916,L,IB,1,2,670,123489,123,24:00.0,7,4:00,126,211,211
3241289925,L,IB,1,5,2340,126601,139,50:00.0,7,0:00,326,326,326
3241914642,L,IB,1,6,4285,PASC533562,142,42:00.0,5,23:00,431,431,431
3242146477,L,IB,1,4,1254,PAMT161359,139,18:00.0,5,22:00,882,326,326
3243757427,L,IB,1,2,1151,135038,136,19:00.0,5,18:00,740,740,740
3243757454,L,IB,1,2,1725,123998,117,23:00.0,6,22:00,184,135,135
3243831998,L,IB,1,1,325,136425,140,05:00.0,7,9:00,402,402,402
3245617619,L,IB,1,4,2175,291151,144,00:00.0,5,18:00,429,455,455
324562761X,L,IB,1,4,2175,291151,144,25:00.0,5,22:00,429,455,455
3245627638,L,IB,1,8,5389,133998,145,52:00.0,5,21:00,833,830,830
3246375766,L,IB,1,2,532,126151,143,10:00.0,3,20:00,878,881,881
3246375775,L,IB,1,2,1220,135247,140,49:00.0,3,19:00,740,740,402
3246375784,L,IB,1,2,963,PAMT180175,142,57:00.0,6,17:00,431,431,431
3246419454,L,CTY,1,3,764,125303,176,28:00.0,4,22:00,878,881,881
3246419463,L,IB,1,2,525,126151,143,40:00.0,3,18:00,878,881,881
3246419472,L,IB,1,1,1021,127200,143,11:00.0,4,23:00,878,881,881
3246421764,L,IB,1,1,430,124150,143,07:00.0,4,0:00,878,881,881
324721931X,L,IB,1,7,2395,127096,161,31:00.0,3,1:00,830,830,830
3247219338,L,IB,1,1,200,133396,141,48:00.0,2,23:00,890,890,890
3247219347,L,IB,1,2,330,134654,141,10:00.0,6,23:00,890,890,890
3247219356,L,IB,1,10,3125,134814,119,21:00.0,6,22:00,647,135,135
3247219365,L,IB,1,35,91,127380,156,21:00.0,7,0:00,518,455,511
3247264328,L,IB,1,1,195,134377,156,40:00.0,5,17:00,518,455,511
3247264337,L,IB,1,4,2735,138549,131,01:00.0,3,20:00,163,123,123
3247265529,L,IB,1,4,3540,261010,133,08:00.0,4,5:00,268,205,205
3247265538,L,CTY,1,3,3569,291155,174,37:00.0,5,22:00,289,205,205
3247265547,L,IB,1,1,500,134621,156,34:00.0,7,4:00,511,511,511
3247271258,L,CTY,1,3,2230,291155,174,37:00.0,5,22:00,160,205,205
3247287693,L,IB,1,7,4005,117884,133,40:00.0,5,0:00,268,205,205
3247287702,L,IB,1,5,3305,130740,131,20:00.0,5,16:00,163,123,123
3247287711,L,CTY,1,2,2048,211439,175,57:00.0,5,0:00,289,205,205
3247287720,L,IB,1,6,4780,138259,133,52:00.0,4,23:00,268,205,205
324728773X,L,IB,1,4,2845,137389,131,55:00.0,5,23:00,163,123,123
3247287749,L,IB,1,1,880,128307,133,55:00.0,6,20:00,289,205,205
3247287758,L,IB,1,1,104,PAMT161410,142,10:00.0,3,7:00,574,431,431
3247287767,L,IB,1,5,3400,133145,131,49:00.0,3,12:00,163,123,123
3247287776,L,IB,1,2,665,138926,135,07:00.0,3,13:00,889,813,813
3247287785,L,IB,1,4,2950,126436,131,50:00.0,6,4:00,163,123,123
3247287794,L,IB,1,1,219,131975,133,45:00.0,7,4:00,268,205,205
3247392211,L,IB,1,1,203,136593,147,28:00.0,1,0:00,809,813,813
3248149819,L,IB,1,1,226,135378,120,12:00.0,4,2:00,422,422,422
3248204929,L,IB,1,7,3780,PAMT180175,142,04:00.0,6,17:00,431,431,431
3248582797,L,IB,1,2,800,134468,133,06:00.0,6,21:00,198,205,205
3248582815,L,IB,1,3,1855,251441,111,37:00.0,3,22:00,375,309,309
3248653801,L,IB,1,3,1764,125210,127,46:00.0,6,8:00,868,875,875
3248831727,L,IB,1,4,11088,531339,103,05:00.0,3,4:00,394,309,309
3249539833,L,IB,1,1,286,136064,144,25:00.0,7,1:00,508,431,431
3249539842,L,IB,1,2,1190,PAMT170056,142,41:00.0,4,10:00,508,431,431
3249539851,L,IB,1,1,1835,431049,101,33:00.0,4,7:00,642,309,309
3249539860,L,IB,1,1,316,278819,131,28:00.0,5,6:00,145,123,123
324953987X,L,IB,1,1,685,130841,144,08:00.0,5,21:00,429,455,455
3353774852,L,IB,1,1,173,126471,138,22:00.0,6,8:00,411,411,411
3404221791,L,OB,1,6,5390,903297,94,49:00.0,6,17:00,322,322,322
3405104817,L,OB,1,5,415,135815,51,41:00.0,5,19:00,324,324,324
3405104954,L,IB,1,1,180,134750,140,20:00.0,6,10:00,414,402,402
3408369350,L,OB,1,2,1652,121396,86,28:00.0,4,0:00,356,356,356
3409671310,L,IB,1,10,4153,132170,138,07:00.0,1,21:00,411,411,411
3409671366,L,IB,1,2,1286,137541,138,02:00.0,5,11:00,411,411,411
3424733273,L,OB,1,4,5600,139964,96,03:00.0,1,23:00,243,243,243
3457745962,L,OB,1,6,1895,123713,99,33:00.0,6,2:00,261,261,261
3457745971,L,OB,1,1,355,126722,99,46:00.0,4,8:00,261,261,261
347669901X,L,OB,1,1,177,138217,58,23:00.0,1,14:00,324,324,324
3558821387,L,IB,1,1,274,559298,101,18:00.0,4,7:00,565,309,309
3558821396,L,IB,1,1,1430,559298,101,40:00.0,4,7:00,565,309,309
3558834248,L,IB,1,1,253,139482,118,43:00.0,1,0:00,237,123,123
3558834257,L,OB,1,1,178,133064,97,39:00.0,3,11:00,246,246,246
3621588676,L,OB,1,3,3160,353254,92,53:00.0,3,22:00,244,244,244
3621588777,L,IB,1,2,1125,132678,155,03:00.0,5,19:00,644,422,422
3621588804,L,IB,1,2,1425,121144,120,21:00.0,5,17:00,617,422,422
362158885X,L,IB,1,1,656,135947,134,40:00.0,5,17:00,423,423,423
3621589592,L,IB,1,1,338,128574,136,01:00.0,5,13:00,740,740,740
3621749624,L,IB,1,5,3903,127387,100,41:00.0,5,6:00,322,322,322
3621852813,L,OB,1,1,480,123983,90,52:00.0,4,3:00,355,355,355
3623003743,L,IB,1,2,100,125240,120,43:00.0,5,12:00,421,422,422
3629367683,L,IB,1,2,2748,T402218929,120,35:00.0,4,17:00,730,422,422
3629367692,L,OB,1,4,3656,558462,44,40:00.0,4,16:00,324,324,324
3812166625,L,OB,1,2,742,132937,96,22:00.0,7,9:00,243,243,243
3960442018,L,IB,1,1,185,124044,132,37:00.0,6,9:00,682,653,653
4055944171,L,OB,1,3,943,129766,58,30:00.0,4,19:00,324,324,324
4055944180,L,OB,1,2,450,137002,58,25:00.0,5,22:00,324,324,324
405594419X,L,OB,1,4,909,137002,58,31:00.0,5,16:00,324,324,324
4101399063,L,OB,1,1,100,139555,99,21:00.0,1,0:00,285,261,261
4118661382,L,OB,1,2,620,133532,1,58:00.0,7,4:00,324,324,324
4118661768,L,OB,1,2,225,132079,12,35:00.0,6,9:00,324,324,324
4118661831,L,OB,1,1,275,135815,7,49:00.0,6,11:00,324,324,324
4170585559,L,IB,1,7,4065,T402219143,140,58:00.0,5,10:00,402,402,402
4171364211,L,OB,1,1,358,131272,80,18:00.0,6,2:00,250,250,250
4171760707,L,IB,1,1,250,T402217363,140,17:00.0,5,9:00,726,402,402
4171760835,L,IB,1,1,80,129682,136,01:00.0,7,7:00,740,740,740
4171760844,L,IB,1,1,76,123905,117,25:00.0,7,11:00,423,423,423
4172225951,L,IB,1,2,1205,123008,107,05:00.0,5,3:00,202,202,202
417245235X,L,OB,1,1,80,137002,30,04:00.0,6,1:00,324,324,324
4172461095,L,OB,1,1,184,126651,30,11:00.0,6,2:00,324,324,324
4172842034,L,IB,1,2,1225,559998,111,35:00.0,7,15:00,304,309,309
4172842117,L,IB,1,3,1748,200369,119,39:00.0,7,15:00,184,135,135
4172961779,L,OB,1,8,2815,131333,81,39:00.0,7,10:00,246,246,246
4173820888,L,IB,1,1,310,134654,141,01:00.0,7,3:00,629,890,890
4173820897,L,IB,1,1,223,136593,147,11:00.0,7,8:00,811,813,813
4173820951,L,CTY,1,1,250,127533,169,29:00.0,2,21:00,898,875,309
4176775744,L,OB,1,1,280,130604,84,48:00.0,5,22:00,216,216,216
4176775762,L,OB,1,1,100,128045,82,26:00.0,6,0:00,216,216,216
4177667918,L,OB,1,2,1685,133032,94,28:00.0,2,6:00,322,322,322
4210188064,L,OB,1,1,295,138094,93,25:00.0,7,11:00,312,312,312
427037236X,L,CTY,1,5,3400,139460,172,39:00.0,7,5:00,511,511,431
4270372388,L,IB,1,6,3585,127380,156,32:00.0,6,22:00,511,511,511
4270372397,L,IB,1,1,95,136622,143,17:00.0,6,22:00,819,881,881
4270746451,L,IB,1,2,897,290273,150,21:00.0,5,0:00,854,531,531
4271764429,L,OB,1,1,535,132055,3,50:00.0,4,19:00,324,324,324
4274610953,L,OB,1,1,290,249244,85,00:00.0,3,8:00,246,246,246
4275849452,L,IB,1,1,146,137354,103,53:00.0,2,21:00,813,813,309
