Pro,L,Dock,Ship,Pcs,Wgt,LdTrlr,LdDoor,LoadTS,LoadDOW,LoadInterval,Dest,LoadTo,LoadToParent
7433244304,L,CTY,1,1,286,133819,204,11:00.0,7,10:00,422,422,422
7433270246,L,CTY,1,1,98,138970,198,40:00.0,1,3:00,435,435,435
7433270549,L,CTY,1,1,96,125499,201,21:00.0,5,10:00,447,447,447
7433270594,L,CTY,1,1,96,139489,182,23:00.0,5,10:00,409,409,409
7433270603,L,CTY,1,1,204,125499,201,46:00.0,4,20:00,447,447,447
7433270951,L,CTY,1,1,352,127739,181,49:00.0,5,1:00,421,421,421
7433291889,L,CTY,1,5,1555,140023,183,28:00.0,5,5:00,421,421,421
7433292731,L,CTY,1,5,2610,252351,183,07:00.0,5,14:00,421,421,421
7433292787,L,OB,1,8,2368,128078,97,10:00.0,3,15:00,555,555,555
7433292787,L,OB,1,8,2368,128078,82,19:00.0,3,15:00,555,555,555
743329726X,L,OB,1,1,350,126537,82,46:00.0,5,0:00,555,555,555
7433308443,L,CTY,1,1,2408,135080,176,06:00.0,7,13:00,409,409,409
7433320599,L,CTY,1,1,216,290367,191,09:00.0,7,3:00,433,433,433
7433380228,L,CTY,1,1,3040,137311,181,31:00.0,3,21:00,421,421,421
7433387277,L,OB,1,1,300,290208,92,49:00.0,4,20:00,557,557,557
7433403474,L,CTY,1,1,357,133387,209,09:00.0,5,7:00,422,422,422
7433412485,L,IB,1,1,1575,136647,166,12:00.0,5,0:00,730,730,730
7433436620,L,CTY,1,1,275,128293,183,01:00.0,5,22:00,421,421,421
7433436649,L,CTY,1,1,311,118632,181,19:00.0,5,19:00,421,421,421
7433436667,L,CTY,1,1,212,118632,181,28:00.0,5,19:00,421,421,421
7433436804,L,CTY,1,1,205,134846,182,19:00.0,5,11:00,409,409,409
7433436813,L,CTY,1,1,210,128127,211,31:00.0,6,4:00,422,422,422
7433436941,L,IB,1,1,240,125243,164,55:00.0,7,13:00,730,730,730
7433437134,L,CTY,1,1,215,128127,228,40:00.0,6,6:00,422,422,422
7433437161,L,CTY,1,1,164,128127,226,36:00.0,6,6:00,422,422,422
7433437262,L,CTY,1,1,323,128127,215,22:00.0,5,10:00,422,422,422
743346160X,L,CTY,1,1,500,128174,191,29:00.0,3,16:00,433,433,433
7433461637,L,IB,1,1,309,132215,155,33:00.0,5,16:00,754,754,754
7433461729,L,IB,1,1,382,125844,160,46:00.0,7,16:00,411,411,411
7433462095,L,CTY,1,1,1400,128046,216,51:00.0,1,4:00,422,422,422
7433462297,L,IB,1,1,330,133746,155,24:00.0,6,8:00,754,754,754
7433478449,L,CTY,1,1,1446,132650,184,09:00.0,5,4:00,432,432,432
7433478467,L,CTY,1,1,2010,128127,202,17:00.0,5,9:00,422,422,422
7433524281,L,IB,1,2,536,133386,131,31:00.0,7,17:00,432,432,432
7433549893,L,CTY,1,1,125,133415,182,40:00.0,1,14:00,409,409,409
7433549902,L,CTY,1,1,125,138160,182,22:00.0,3,6:00,409,409,409
7433553092,L,IB,1,2,705,138767,166,42:00.0,2,13:00,730,730,730
7433556612,L,CTY,1,2,828,139731,186,22:00.0,7,14:00,432,432,432
7433556731,L,CTY,1,1,561,126278,186,15:00.0,6,12:00,432,432,432
7433560069,L,IB,1,1,1224,137240,118,22:00.0,5,20:00,685,685,685
7433560078,L,IB,1,1,1115,200977,166,25:00.0,1,13:00,730,730,730
7433560206,L,IB,1,1,306,132215,155,32:00.0,5,16:00,754,754,754
7433560206,L,IB,1,1,306,132215,153,44:00.0,4,22:00,754,754,754
7433564972,L,IB,1,1,202,125243,164,26:00.0,7,12:00,730,730,730
7433588485,L,IB,1,2,322,121548,115,18:00.0,2,11:00,617,617,617
7433656759,L,IB,1,2,32,126080,166,59:00.0,1,6:00,730,730,730
7433657024,L,IB,1,1,53,249317,115,24:00.0,1,7:00,617,617,617
7433657107,L,CTY,1,1,2095,132130,184,27:00.0,4,18:00,432,432,432
7433663047,L,IB,1,1,154,127259,166,07:00.0,7,20:00,730,730,730
7433697091,L,IB,1,3,1560,139653,158,20:00.0,3,0:00,411,411,411
7433697138,L,IB,1,2,890,T730211715,162,03:00.0,6,15:00,411,411,411
7433697358,L,IB,1,1,1300,126080,166,44:00.0,1,14:00,730,730,730
7433697367,L,CTY,1,1,200,290752,227,25:00.0,1,20:00,422,422,422
7433701794,L,CTY,1,2,1972,134363,184,10:00.0,6,19:00,432,432,432
7433712803,L,IB,1,1,383,202455,155,05:00.0,7,21:00,754,754,754
743371284X,L,IB,1,2,1012,202455,155,25:00.0,7,13:00,754,754,754
7433712868,L,IB,1,2,1046,127259,166,07:00.0,7,20:00,730,730,730
7433712922,L,IB,1,1,547,202455,155,49:00.0,7,22:00,754,754,754
7433712922,L,IB,1,1,547,202455,153,47:00.0,7,22:00,754,754,754
7433714765,L,IB,1,1,200,134948,153,29:00.0,3,21:00,754,754,754
7433714774,L,IB,1,1,450,137777,161,13:00.0,4,0:00,705,705,705
7433725453,L,IB,1,1,550,126080,166,42:00.0,1,14:00,730,730,730
7433725655,L,IB,1,1,1147,118869,166,50:00.0,3,19:00,730,730,730
7433725738,L,IB,1,1,651,135534,153,27:00.0,7,0:00,754,754,754
7433725756,L,IB,1,1,714,131651,166,43:00.0,1,16:00,730,730,730
7433725765,L,IB,1,3,4146,131651,166,55:00.0,2,11:00,730,730,730
7433725875,L,IB,1,1,1140,135731,166,11:00.0,6,17:00,730,730,730
743373781X,L,IB,1,1,152,290354,155,07:00.0,5,11:00,754,754,754
7433737865,L,IB,1,1,307,132787,166,24:00.0,5,18:00,730,730,730
7433738305,L,IB,1,1,300,134948,153,51:00.0,3,21:00,754,754,754
7433766759,L,IB,1,3,1245,133648,162,00:00.0,1,16:00,411,411,411
7433800327,L,CTY,1,1,380,291044,191,03:00.0,5,9:00,433,433,433
7433800345,L,CTY,1,2,2345,128869,191,52:00.0,1,8:00,433,433,433
7433800354,L,CTY,1,1,845,125259,191,08:00.0,7,12:00,433,433,433
7433800363,L,CTY,1,1,200,123106,191,42:00.0,7,3:00,433,433,433
7433800913,L,CTY,1,1,875,127882,191,55:00.0,3,0:00,433,433,433
7433835188,L,IB,1,7,17168,122579,162,03:00.0,7,4:00,411,411,411
7433840944,L,CTY,1,1,185,130654,168,32:00.0,4,16:00,644,644,644
7433840953,L,CTY,1,1,185,130654,168,28:00.0,4,16:00,644,644,644
7433842044,L,CTY,1,4,2440,130963,186,29:00.0,5,15:00,432,432,432
7433866033,L,CTY,1,1,2008,134615,183,03:00.0,1,19:00,421,421,421
7433869351,L,CTY,1,4,1935,128839,189,47:00.0,4,18:00,244,244,244
7433890976,L,IB,1,1,590,135325,115,48:00.0,4,10:00,617,617,617
743390314X,L,CTY,1,8,1046,133172,186,16:00.0,3,20:00,432,432,432
743390325X,L,CTY,1,2,98,431077,184,31:00.0,1,4:00,432,432,432
7433903406,L,IB,1,13,3885,123631,121,15:00.0,4,16:00,616,653,653
7433903451,L,CTY,1,1,172,291281,191,28:00.0,3,18:00,433,433,433
743390347X,L,CTY,1,2,145,132532,186,31:00.0,3,19:00,432,432,432
7433903543,L,CTY,1,4,641,136957,196,01:00.0,5,16:00,433,433,433
7434030007,L,CTY,1,4,2455,41167,199,24:00.0,7,20:00,322,322,322
7434030016,L,OB,1,1,266,125969,44,47:00.0,7,18:00,216,216,216
7434063941,L,OB,1,3,1130,128287,44,30:00.0,3,1:00,216,216,216
743406396X,L,OB,1,2,850,559143,44,41:00.0,7,14:00,216,216,216
7434073823,L,CTY,1,6,960,131223,222,16:00.0,5,4:00,422,422,422
7434106329,L,OB,1,1,702,128759,80,28:00.0,1,13:00,647,647,647
7434106549,L,CTY,1,12,1800,45495,224,35:00.0,5,6:00,422,422,422
743410994X,L,OB,1,6,5865,137467,44,18:00.0,1,4:00,216,216,216
7434110013,L,CTY,1,3,1440,134188,228,01:00.0,2,0:00,422,422,422
7434114312,L,CTY,1,1,114,123603,190,52:00.0,7,15:00,245,245,245
7434118429,L,CTY,1,1,152,431077,221,32:00.0,7,21:00,422,422,422
7434121408,L,CTY,1,1,345,130866,186,34:00.0,5,22:00,432,432,432
7434121729,L,CTY,1,10,1361,127509,225,04:00.0,5,13:00,422,422,422
7434143343,L,CTY,1,2,1293,136990,190,14:00.0,2,20:00,245,245,245
7434143857,L,CTY,1,2,1109,131733,193,12:00.0,7,8:00,244,244,244
7434143958,L,CTY,1,1,1065,135846,209,09:00.0,4,9:00,422,422,422
7434144315,L,CTY,1,1,983,430285,200,05:00.0,3,20:00,348,348,348
7434144645,L,OB,1,2,1510,559680,44,28:00.0,6,12:00,216,216,216
7434148926,L,OB,1,1,344,129803,70,00:00.0,4,21:00,292,292,292
7434149494,L,OB,1,1,643,136081,70,07:00.0,1,17:00,292,292,292
7434154444,L,CTY,1,1,187,132650,184,58:00.0,5,3:00,432,432,432
7434160907,L,OB,1,1,780,133168,18,26:00.0,3,19:00,292,292,292
7434160916,L,OB,1,1,780,133168,18,26:00.0,3,19:00,292,292,292
7434160999,L,CTY,1,2,1447,133126,227,43:00.0,2,21:00,422,422,422
7434162887,L,CTY,1,1,963,128760,186,15:00.0,4,18:00,432,432,432
7434163107,L,CTY,1,3,2992,559726,184,28:00.0,1,9:00,432,432,432
7434164710,L,CTY,1,1,1352,119931,184,29:00.0,3,11:00,432,432,432
743416582X,L,CTY,1,1,409,290766,170,37:00.0,4,17:00,644,644,644
7434176628,L,OB,1,1,870,290995,80,52:00.0,2,7:00,647,647,647
7434187893,L,OB,1,14,6598,560041,44,35:00.0,6,5:00,216,216,216
7434187976,L,OB,1,2,990,431154,75,17:00.0,5,20:00,216,216,216
7434188012,L,OB,1,8,4659,121290,44,36:00.0,6,4:00,216,216,216
7434267506,L,CTY,1,12,8574,139951,234,00:00.0,7,14:00,422,422,422
7434308664,L,IB,1,13,2265,134847,145,41:00.0,3,8:00,216,216,216
7434319078,L,CTY,1,3,1038,137152,193,49:00.0,6,12:00,244,244,244
7434319087,L,CTY,1,4,4150,125621,197,11:00.0,3,22:00,244,244,244
7434342645,L,IB,1,2,1349,126451,137,53:00.0,2,19:00,202,202,202
7434397544,L,OB,1,1,690,124473,44,12:00.0,6,0:00,216,216,216
743440309X,L,IB,1,3,2170,132854,137,04:00.0,1,1:00,202,202,202
7434403127,L,IB,1,4,1954,132854,137,47:00.0,1,12:00,202,202,202
7434601832,L,CTY,1,2,2810,130908,191,01:00.0,7,22:00,433,433,433
7434678879,L,IB,1,3,2128,140202,151,15:00.0,2,19:00,202,202,202
7434695314,L,IB,1,1,744,126451,137,38:00.0,2,18:00,202,202,202
743469932X,L,CTY,1,7,5100,130531,170,43:00.0,3,4:00,644,644,644
7434701602,L,CTY,1,2,952,136041,170,58:00.0,7,19:00,644,644,644
7434717388,L,CTY,1,4,1487,125169,168,41:00.0,3,15:00,644,644,644
7434720028,L,IB,1,5,3094,119977,143,36:00.0,2,12:00,202,202,202
743472044X,L,CTY,1,4,1764,202072,190,13:00.0,6,18:00,245,245,245
7434720513,L,CTY,1,1,112,126330,184,30:00.0,6,16:00,432,432,432
7434723997,L,CTY,1,1,395,131845,186,34:00.0,2,13:00,432,432,432
7434725710,L,CTY,1,2,1331,290776,170,12:00.0,6,20:00,644,644,644
7434725793,L,CTY,1,1,413,136178,168,46:00.0,6,14:00,644,644,644
7434884752,L,CTY,1,1,620,137437,190,50:00.0,2,20:00,245,245,245
7434885688,L,CTY,1,1,31,131838,172,07:00.0,4,13:00,644,644,644
7434933785,L,IB,1,1,166,127385,115,59:00.0,6,15:00,617,617,617
7435049826,L,CTY,1,1,319,131641,182,36:00.0,4,13:00,409,409,409
7435049844,L,IB,1,1,475,560010,121,12:00.0,4,15:00,653,653,653
7435049853,L,IB,1,1,325,126962,118,32:00.0,4,17:00,685,685,685
7435049945,L,IB,1,1,384,560010,121,54:00.0,4,13:00,679,653,653
7435049945,L,IB,1,1,384,560010,121,05:00.0,4,15:00,679,653,653
743505011X,L,IB,1,3,4197,135616,121,42:00.0,3,3:00,679,653,653
7435050147,L,IB,1,1,1011,134519,160,13:00.0,3,7:00,411,411,411
7435050870,L,IB,1,1,250,128152,161,07:00.0,5,16:00,705,705,705
7435050944,L,IB,1,3,1038,249329,157,43:00.0,4,15:00,423,423,423
7435050980,L,IB,1,1,261,R6711535,119,25:00.0,5,16:00,679,653,653
743505099X,L,IB,1,1,168,128152,161,22:00.0,5,16:00,705,705,705
7435110243,L,IB,1,4,1410,118758,161,15:00.0,3,7:00,705,705,705
7435110252,L,IB,1,4,1980,137108,121,58:00.0,3,6:00,679,653,653
7435110665,L,IB,1,1,556,139787,119,58:00.0,6,22:00,616,653,653
7435110692,L,CTY,1,2,940,137324,182,57:00.0,3,15:00,409,409,409
7435110748,L,IB,1,1,510,261306,127,25:00.0,4,12:00,653,653,653
7435121591,L,IB,1,1,383,126288,160,48:00.0,1,4:00,411,411,411
7435121591,L,IB,1,1,383,126288,162,43:00.0,1,4:00,411,411,411
7435300599,L,IB,1,3,1792,132112,121,35:00.0,6,15:00,650,653,653
7435338659,L,CTY,1,6,1753,129596,178,21:00.0,3,5:00,422,422,422
7435338731,L,CTY,1,2,1037,139875,170,45:00.0,6,17:00,644,644,644
7435339108,L,OB,1,2,870,R621689091,41,31:00.0,4,10:00,621,621,621
7435339438,L,CTY,1,5,2668,279981,193,04:00.0,3,18:00,244,244,244
7435339649,L,CTY,1,394,2181,138506,170,27:00.0,3,21:00,644,644,644
7435340134,L,OB,1,3,1778,125275,26,11:00.0,1,20:00,244,244,244
7435340134,L,CTY,1,3,1778,125275,197,54:00.0,1,19:00,244,244,244
7435340583,L,CTY,1,11,5243,290103,176,13:00.0,6,8:00,422,422,422
7435514612,L,IB,1,1,200,132072,115,19:00.0,2,16:00,617,617,617
7435514796,L,CTY,1,1,235,136325,190,30:00.0,2,17:00,245,245,245
7435515584,L,IB,1,1,259,290733,115,53:00.0,1,5:00,617,617,617
7435527253,L,CTY,1,1,370,119275,183,04:00.0,5,4:00,421,421,421
743553675X,L,IB,1,1,100,138212,166,56:00.0,3,15:00,730,730,730
7435545293,L,IB,1,3,90,140008,153,21:00.0,5,10:00,754,754,754
7435545367,L,IB,1,1,600,128708,166,09:00.0,5,9:00,730,730,730
7435546027,L,CTY,1,8,11757,291219,230,24:00.0,4,19:00,422,422,447
743554874X,L,CTY,1,1,1855,135568,230,28:00.0,4,19:00,422,422,447
7435553709,L,IB,1,1,250,133882,161,32:00.0,4,10:00,705,705,705
743555688X,L,CTY,1,3,1510,134835,182,17:00.0,4,16:00,409,409,409
7435567861,L,IB,1,2,1690,133598,159,19:00.0,2,6:00,423,423,423
7435568155,L,CTY,1,8,12544,124347,227,40:00.0,6,22:00,422,422,422
7435568155,L,CTY,1,8,12544,124347,205,23:00.0,5,4:00,422,422,422
7435573518,L,CTY,1,1,1250,38422,180,17:00.0,2,2:00,409,409,409
7435573518,L,CTY,1,1,1250,38422,182,57:00.0,2,11:00,409,409,409
7435623155,L,IB,1,2,1042,136926,161,25:00.0,6,16:00,705,705,705
7435679879,L,CTY,1,1,200,132337,184,51:00.0,4,10:00,432,432,432
7435691575,L,IB,1,1,100,118869,166,37:00.0,3,17:00,730,730,730
7435692244,L,IB,1,2,315,140178,109,15:00.0,4,14:00,476,455,455
7435692381,L,CTY,1,1,325,136232,192,06:00.0,5,14:00,432,432,432
7435692500,L,IB,1,2,1080,139677,155,38:00.0,5,21:00,754,754,754
7435704234,L,IB,1,1,1555,135534,153,07:00.0,7,2:00,754,754,754
7435704335,L,IB,1,1,1500,135534,153,07:00.0,7,2:00,754,754,754
7435708432,L,CTY,1,1,427,117643,191,28:00.0,1,15:00,433,433,433
7435708560,L,IB,1,1,1976,132785,121,56:00.0,2,6:00,653,653,653
743571154X,L,IB,1,1,1620,137855,165,47:00.0,2,7:00,740,740,740
743571220X,L,IB,1,3,1097,132785,121,36:00.0,2,8:00,671,653,653
7435718828,L,IB,1,1,630,128708,166,21:00.0,5,11:00,730,730,730
743582066X,L,IB,1,1,70,133882,161,36:00.0,4,13:00,705,705,705
7435864971,L,CTY,1,1,1385,130545,186,59:00.0,5,14:00,432,432,432
7435864971,L,CTY,1,1,1385,130545,186,15:00.0,5,15:00,432,432,432
7435878510,L,CTY,1,1,1324,291132,201,26:00.0,3,15:00,447,447,447
743587863X,L,CTY,1,1,1019,128543,181,33:00.0,2,13:00,421,421,421
7435879767,L,CTY,1,1,445,558556,186,01:00.0,1,11:00,432,432,432
7435902647,L,IB,1,1,866,138318,159,32:00.0,3,5:00,423,423,423
7435903031,L,IB,1,2,1035,130762,166,19:00.0,5,15:00,730,730,730
7435910704,L,IB,1,7,12600,132655,164,11:00.0,5,11:00,730,730,730
7435910722,L,IB,1,1,638,135822,166,32:00.0,5,15:00,730,730,730
7435913344,L,CTY,1,1,700,128543,181,36:00.0,2,11:00,421,421,421
7435913362,L,CTY,1,1,580,135111,187,36:00.0,3,18:00,421,421,421
7435921181,L,CTY,1,1,216,131953,181,00:00.0,2,2:00,421,421,421
7435921219,L,CTY,1,5,4760,135212,183,27:00.0,1,14:00,421,421,421
7435927662,L,IB,1,1,410,125404,155,09:00.0,7,13:00,754,754,754
7435927680,L,IB,1,3,2287,135534,153,48:00.0,7,7:00,754,754,754
743592769X,L,IB,1,1,150,138925,167,27:00.0,7,11:00,740,740,740
7435927709,L,IB,1,3,2070,127068,165,33:00.0,7,21:00,740,740,740
7435927718,L,IB,1,2,1380,202332,167,10:00.0,7,3:00,740,740,740
7435927727,L,IB,1,2,311,131810,155,25:00.0,3,16:00,754,754,754
7435927745,L,IB,1,1,150,127816,121,16:00.0,3,18:00,688,653,653
7435927754,L,IB,1,2,858,290654,165,32:00.0,3,16:00,740,740,740
7435927772,L,IB,1,1,210,136511,167,41:00.0,5,6:00,740,740,740
7435927828,L,IB,1,1,205,211588,167,44:00.0,7,6:00,740,740,740
7435930394,L,CTY,1,1,138,126575,182,56:00.0,3,22:00,409,409,409
7435930394,L,CTY,1,1,138,130558,182,48:00.0,6,12:00,409,409,409
743593825X,L,IB,1,2,2636,202443,121,18:00.0,3,16:00,688,653,653
7435938278,L,CTY,1,1,222,131040,181,47:00.0,3,17:00,421,421,421
7435938341,L,IB,1,1,168,138651,119,19:00.0,3,16:00,679,653,653
7435938388,L,CTY,1,1,216,131040,181,47:00.0,3,17:00,421,421,421
7435940918,L,CTY,1,1,53,123067,170,05:00.0,3,15:00,644,644,644
7435940963,L,CTY,1,1,1075,125169,168,11:00.0,3,13:00,644,644,644
7435941064,L,IB,1,1,13,134287,161,14:00.0,3,18:00,705,705,705
7435941073,L,IB,1,1,545,290987,119,29:00.0,5,3:00,679,653,653
743594111X,L,CTY,1,1,414,261175,170,28:00.0,5,4:00,644,644,644
7435941147,L,IB,1,1,198,290987,119,39:00.0,5,4:00,172,653,653
7435942696,L,IB,1,1,194,128446,121,24:00.0,3,19:00,679,653,653
743594276X,L,IB,1,1,120,136818,119,17:00.0,3,18:00,679,653,653
7435947655,L,CTY,1,69,3101,249091,169,22:00.0,3,15:00,411,411,411
7435956675,L,IB,1,1,79,138297,155,35:00.0,4,15:00,754,754,754
7435977566,L,IB,1,2,1128,130753,154,14:00.0,3,13:00,726,402,402
7435979050,L,IB,1,2,198,125723,157,34:00.0,5,7:00,423,423,423
7435979124,L,IB,1,1,440,126350,156,24:00.0,2,12:00,726,402,402
7435979133,L,IB,1,1,122,119446,157,01:00.0,7,8:00,423,423,423
7436007953,L,IB,1,1,200,130862,158,37:00.0,3,17:00,490,402,402
7436007962,L,CTY,1,1,1253,137500,181,42:00.0,3,4:00,421,421,421
7436009942,L,IB,1,4,1527,138598,154,26:00.0,6,20:00,418,402,402
7436009998,L,CTY,1,9,1180,129508,189,55:00.0,4,13:00,421,421,421
7436091728,L,IB,1,1,402,126723,115,03:00.0,3,4:00,617,617,617
7436141659,L,CTY,1,1,1586,140113,206,06:00.0,1,22:00,422,422,422
7436141659,L,CTY,1,1,1586,140113,220,24:00.0,7,4:00,422,422,422
7436181670,L,OB,1,1,238,131020,54,59:00.0,3,6:00,841,841,841
7436280331,L,CTY,1,3,760,278056,193,07:00.0,1,10:00,244,244,244
7436293046,L,OB,1,3,154,290869,44,40:00.0,2,19:00,216,216,216
7436293239,L,OB,1,1,73,129725,15,21:00.0,6,1:00,857,857,857
7436293293,L,OB,1,1,205,122780,42,26:00.0,6,1:00,213,213,213
7436293459,L,OB,1,4,603,137246,79,58:00.0,3,21:00,150,135,135
7436293477,L,OB,1,2,112,211224,15,15:00.0,4,0:00,857,857,857
7436293504,L,OB,1,1,110,211224,15,05:00.0,3,22:00,857,857,857
7436293513,L,OB,1,2,680,138491,85,47:00.0,4,9:00,145,123,123
7436293531,L,OB,1,2,565,128272,60,23:00.0,4,6:00,881,881,881
7436293531,L,OB,1,2,565,128272,62,18:00.0,4,0:00,881,881,881
7436293605,L,OB,1,1,185,134546,42,26:00.0,6,2:00,213,213,213
7436293751,L,OB,1,2,342,126438,7,27:00.0,5,10:00,218,218,218
7436293834,L,OB,1,2,342,127275,15,13:00.0,7,11:00,857,857,857
7436293861,L,OB,1,1,261,128013,79,33:00.0,1,4:00,150,135,135
7436293962,L,OB,1,1,74,281365,3,09:00.0,6,7:00,857,857,857
743629399X,L,OB,1,3,634,134610,21,10:00.0,6,11:00,218,218,218
7436360119,L,IB,1,1,266,119676,102,48:00.0,4,21:00,511,511,511
7436360146,L,OB,1,1,454,119049,92,42:00.0,4,21:00,557,557,557
7436465104,L,IB,1,3,1605,135047,157,14:00.0,7,18:00,423,423,423
7436616024,L,CTY,1,1,1150,118683,201,18:00.0,2,7:00,447,447,447
7436629004,L,CTY,1,1,587,126542,203,54:00.0,1,21:00,422,422,422
7436764221,L,IB,1,1,395,127111,100,24:00.0,1,0:00,511,511,511
7436789191,L,CTY,1,1,409,124069,171,31:00.0,7,13:00,462,462,462
7436796662,L,CTY,1,1,831,125564,183,02:00.0,1,4:00,421,421,421
7436796983,L,CTY,1,1,1999,135165,181,24:00.0,6,0:00,421,421,421
7436797093,L,CTY,1,1,180,290977,181,20:00.0,6,20:00,421,421,421
7436797230,L,CTY,1,1,472,279944,183,06:00.0,7,13:00,421,421,421
7436797286,L,CTY,1,1,468,130935,183,07:00.0,1,19:00,421,421,421
7436797396,L,IB,1,1,2243,202385,107,10:00.0,5,7:00,518,455,455
7436797607,L,CTY,1,1,824,903983,183,44:00.0,6,12:00,421,421,421
7436797836,L,CTY,1,1,447,129660,183,21:00.0,6,18:00,421,421,421
7436797845,L,CTY,1,1,145,129660,183,04:00.0,6,18:00,421,421,421
7436797890,L,CTY,1,2,1768,123757,183,28:00.0,3,21:00,421,421,421
743679801X,L,CTY,1,2,776,136776,181,33:00.0,2,18:00,421,421,421
7436798029,L,CTY,1,2,699,136776,181,34:00.0,2,18:00,421,421,421
7436798029,L,CTY,1,2,699,136776,181,08:00.0,2,8:00,421,421,421
7436798092,L,CTY,1,2,2463,134597,183,28:00.0,7,22:00,421,421,421
7436798615,L,IB,1,1,903,277216,165,57:00.0,5,7:00,740,740,740
7436820532,L,IB,1,1,250,290591,104,33:00.0,6,2:00,511,511,511
743682419X,L,CTY,1,1,853,136280,182,41:00.0,4,19:00,409,409,409
7436839627,L,CTY,1,2,96,135962,181,50:00.0,6,14:00,421,421,421
743684674X,L,CTY,1,1,40,123162,228,21:00.0,7,22:00,422,422,422
7436846869,L,IB,1,1,80,125180,100,09:00.0,1,3:00,511,511,511
743685059X,L,IB,1,1,1545,261216,100,36:00.0,4,21:00,511,511,511
7436898257,L,OB,1,2,1175,127247,80,48:00.0,1,1:00,647,647,647
7436898477,L,IB,1,5,2175,280728,149,29:00.0,2,4:00,644,644,644
7436899301,L,CTY,1,1313,1820,138903,172,56:00.0,7,6:00,644,644,644
7436899310,L,CTY,1,1,56,138903,170,53:00.0,7,6:00,644,644,644
7436899310,L,CTY,1,1,56,138903,172,42:00.0,7,8:00,644,644,644
743689932X,L,CTY,1,1,195,138903,172,59:00.0,7,6:00,644,644,644
7436899797,L,IB,1,5,2730,140114,101,57:00.0,6,10:00,647,647,647
7436900154,L,CTY,1,1,100,139743,168,39:00.0,7,16:00,644,644,644
7436900410,L,CTY,1,6,4245,135127,184,10:00.0,3,18:00,432,432,432
7436901236,L,OB,1,2,1070,118703,80,51:00.0,4,4:00,647,647,647
7436939076,L,OB,1,1,294,130738,64,22:00.0,3,22:00,873,873,873
7436939287,L,OB,1,6,854,124021,98,19:00.0,6,9:00,580,580,580
7436940268,L,CTY,1,1,582,119435,198,46:00.0,6,15:00,435,435,435
7437052210,L,IB,1,1,336,138004,102,20:00.0,4,1:00,511,511,511
7437052284,L,IB,1,1,300,131529,100,55:00.0,3,20:00,511,511,511
7437052459,L,CTY,1,1,267,127866,208,45:00.0,5,6:00,422,422,422
7437052569,L,CTY,1,1,392,139876,221,19:00.0,6,22:00,422,422,422
743705266X,L,CTY,1,1,395,139876,233,39:00.0,6,22:00,422,422,422
743705266X,L,CTY,1,1,395,139876,228,24:00.0,7,4:00,422,422,422
7437053238,L,IB,1,3,608,202709,102,09:00.0,4,21:00,511,511,511
743705332X,L,CTY,1,1,310,45300,222,58:00.0,5,2:00,422,422,422
7437053348,L,CTY,1,1,270,140034,208,00:00.0,6,4:00,422,422,422
7437053467,L,CTY,1,2,526,132080,191,27:00.0,7,11:00,433,433,433
7437053696,L,CTY,1,1,405,130935,222,47:00.0,2,0:00,422,422,422
7437053732,L,IB,1,3,3125,135615,104,06:00.0,4,8:00,511,511,511
7437053851,L,CTY,1,1,536,139694,206,10:00.0,6,5:00,422,422,422
7437053889,L,CTY,1,1,375,139694,206,10:00.0,6,5:00,422,422,422
7437053916,L,CTY,1,1,1230,131621,194,55:00.0,6,21:00,511,511,511
7437054044,L,IB,1,1,461,135958,100,53:00.0,5,19:00,511,511,511
7437054044,L,IB,1,1,461,135958,100,53:00.0,5,19:00,511,511,511
7437054053,L,CTY,1,1,580,139546,191,21:00.0,5,19:00,433,433,433
7437054594,L,IB,1,1,395,128446,121,17:00.0,4,3:00,653,653,653
7437054841,L,IB,1,1,96,129696,100,24:00.0,4,18:00,511,511,511
7437054906,L,CTY,1,1,420,202317,212,37:00.0,5,6:00,422,422,422
743705497X,L,CTY,1,1,365,202317,212,37:00.0,5,6:00,422,422,422
7437055061,L,IB,1,4,2570,123993,102,52:00.0,6,22:00,511,511,511
743705519X,L,IB,1,11,10770,291246,100,52:00.0,6,15:00,511,511,511
7437533076,L,CTY,1,1,1190,126443,191,57:00.0,4,6:00,433,433,433
7437563409,L,IB,1,1,335,560010,121,51:00.0,4,16:00,615,653,653
7437564114,L,IB,1,1,111,132215,155,04:00.0,5,15:00,754,754,754
7437566159,L,IB,1,3,4134,133791,119,45:00.0,3,7:00,653,653,653
7437566534,L,IB,1,1,2226,131223,154,27:00.0,5,2:00,402,402,402
7437566781,L,IB,1,1,660,137791,167,22:00.0,3,7:00,740,740,740
7437566819,L,IB,1,1,401,124153,166,28:00.0,3,7:00,730,730,730
7437566882,L,IB,1,1,1422,129764,157,30:00.0,6,4:00,423,423,423
7437567084,L,IB,1,1,473,133020,166,28:00.0,7,6:00,730,730,730
7437567441,L,IB,1,1,327,290033,167,39:00.0,4,14:00,740,740,740
743756779X,L,IB,1,1,207,137791,167,31:00.0,3,13:00,740,740,740
7437616667,L,IB,1,4,1751,133813,165,36:00.0,6,12:00,740,740,740
7437616703,L,IB,1,1,144,138160,157,13:00.0,7,7:00,423,423,423
7437616703,L,IB,1,1,144,138160,157,13:00.0,7,7:00,423,423,423
7437623707,L,IB,1,1,262,121570,119,58:00.0,5,11:00,615,653,653
7437623716,L,IB,1,2,175,129296,153,55:00.0,5,9:00,754,754,754
