Pro,L,Dock,Ship,Pcs,Wgt,LdTrlr,LdDoor,LoadTS,LoadDOW,LoadInterval,Dest,LoadTo,LoadToParent
7605767457,L,IB,1,2,7214,134382,101,11:00.0,2,3:00,431,431,431
7605767457,L,OB,1,2,7214,134382,97,27:00.0,2,20:00,431,431,431
7605767695,L,IB,1,1,155,138654,108,46:00.0,2,2:00,521,521,521
760576775X,L,OB,1,1,280,140365,97,45:00.0,2,9:00,574,431,431
7605767805,L,IB,1,1,1175,125276,110,12:00.0,1,19:00,521,521,521
7605767888,L,OB,1,3,2956,128129,94,55:00.0,2,17:00,557,557,557
7605769217,L,OB,1,1,400,140365,97,57:00.0,2,9:00,431,431,431
7605769271,L,OB,1,2,823,290028,92,08:00.0,1,19:00,557,557,557
7605769280,L,IB,1,1,590,131932,100,58:00.0,1,18:00,511,511,511
7605769354,L,IB,1,1,371,121924,100,33:00.0,6,16:00,511,511,511
7605772800,L,OB,1,2,1205,430060,82,50:00.0,3,3:00,557,557,555
7605772800,L,OB,1,2,1205,430060,94,14:00.0,2,19:00,557,557,555
7605772910,L,OB,1,1,845,131209,82,37:00.0,3,3:00,557,557,557
7605772910,L,OB,1,1,845,131209,94,03:00.0,2,20:00,557,557,557
7605772910,L,OB,1,1,845,131209,94,59:00.0,3,9:00,557,557,557
7605773112,L,IB,1,1,7,129696,100,02:00.0,5,1:00,511,511,511
760577358X,L,IB,1,1,673,249155,110,32:00.0,1,7:00,556,556,521
7605773938,L,IB,1,1,200,121248,100,56:00.0,1,9:00,511,511,511
7605773974,L,IB,1,1,340,127791,100,11:00.0,1,22:00,511,511,511
7605774001,L,IB,1,2,821,129921,112,12:00.0,2,1:00,556,556,521
7605774001,L,IB,1,2,821,129921,110,11:00.0,2,0:00,556,556,521
7605774010,L,OB,1,1,370,137665,82,13:00.0,2,0:00,555,555,555
7605774057,L,IB,1,1,514,126461,108,04:00.0,7,21:00,521,521,521
7605774075,L,IB,1,2,1217,249155,110,55:00.0,7,20:00,556,556,521
7605774259,L,OB,1,2,1005,136874,97,47:00.0,6,12:00,431,431,431
7605775597,L,OB,1,2,2448,136913,92,23:00.0,4,0:00,557,557,557
7605776284,L,IB,1,5,850,125703,110,44:00.0,2,13:00,556,556,521
7605776284,L,IB,1,5,850,125703,108,09:00.0,2,3:00,556,556,521
7605776302,L,IB,1,1,371,125422,160,28:00.0,2,3:00,411,411,422
7605776302,L,IB,1,1,371,137849,160,24:00.0,3,13:00,411,411,411
7605776302,L,IB,1,1,371,127781,162,17:00.0,3,1:00,411,411,411
7605776376,L,IB,1,2,1358,291198,108,05:00.0,7,15:00,521,521,521
7605776962,L,IB,1,1,552,127791,100,54:00.0,2,1:00,511,511,511
7605777182,L,IB,1,1,625,136148,100,48:00.0,7,1:00,511,511,511
7605779373,L,CTY,1,1,162,132301,229,51:00.0,6,8:00,422,422,422
7605781261,L,OB,1,4,580,126259,91,00:00.0,6,21:00,525,525,525
7605781326,L,IB,1,1,165,128575,110,04:00.0,6,14:00,521,521,521
7605781335,L,CTY,1,2,270,261307,182,08:00.0,6,21:00,409,409,409
7605781427,L,CTY,1,2,520,135016,182,53:00.0,3,3:00,409,409,409
7605782289,L,CTY,1,3,1125,133988,182,53:00.0,2,20:00,409,409,409
7605790153,L,OB,1,2,631,559909,97,48:00.0,7,1:00,431,431,431
7605791318,L,OB,1,1,560,138518,93,59:00.0,4,0:00,508,508,508
7605791547,L,OB,1,1,876,140332,93,58:00.0,1,9:00,508,508,508
7605791675,L,IB,1,1,440,125826,110,41:00.0,4,12:00,521,521,521
760579184X,L,OB,1,1,115,137703,97,08:00.0,3,8:00,431,431,431
7605792326,L,CTY,1,12,545,131503,200,49:00.0,6,15:00,348,348,348
760579250X,L,IB,1,1,307,261216,100,01:00.0,4,11:00,511,511,511
7605793783,L,OB,1,4,2925,261362,98,08:00.0,6,15:00,580,580,580
7605795121,L,OB,1,1,405,249339,94,51:00.0,4,11:00,557,557,557
7605796414,L,CTY,1,1,180,139808,200,51:00.0,5,18:00,348,348,348
7605796661,L,CTY,1,1,440,138939,205,38:00.0,1,21:00,422,422,422
7605796670,L,IB,1,1,487,125703,110,38:00.0,2,1:00,556,556,521
7605796717,L,OB,1,2,868,130709,97,37:00.0,2,19:00,431,431,431
760579745X,L,OB,1,2,2109,126537,82,52:00.0,5,8:00,558,555,555
7605797478,L,CTY,1,2,1533,133304,221,52:00.0,5,9:00,422,422,422
7605797523,L,CTY,1,1,740,133330,228,41:00.0,7,12:00,422,422,422
760579756X,L,OB,1,1,415,138867,97,47:00.0,6,17:00,522,431,431
760579756X,L,OB,1,1,415,138867,97,42:00.0,6,15:00,522,431,431
7605797579,L,CTY,1,1,280,138704,230,49:00.0,3,2:00,422,422,422
7605797743,L,OB,1,1,500,133112,93,53:00.0,2,18:00,508,508,508
7605797817,L,CTY,1,1,370,133596,226,49:00.0,7,2:00,422,422,422
7605798302,L,OB,1,2,1387,125761,94,35:00.0,6,12:00,557,557,557
760579844X,L,IB,1,2,950,122285,101,53:00.0,1,21:00,431,431,431
7605798760,L,CTY,1,1,220,134377,198,38:00.0,5,10:00,435,435,435
7605799072,L,OB,1,1,629,138867,97,20:00.0,6,15:00,431,431,431
7605799072,L,OB,1,1,629,138867,97,47:00.0,6,17:00,431,431,431
7605799714,L,IB,1,2,1622,129921,112,24:00.0,2,1:00,521,521,521
7605799714,L,IB,1,2,1622,129921,110,50:00.0,1,22:00,521,521,521
7605799806,L,OB,1,3,960,138149,92,16:00.0,5,10:00,557,557,557
7605799824,L,OB,1,1,266,138149,92,44:00.0,5,10:00,557,557,557
7605810622,L,CTY,1,1,295,128325,216,07:00.0,2,2:00,422,422,422
7605811118,L,CTY,1,2,1881,137725,211,30:00.0,4,3:00,422,422,153
7605811374,L,CTY,1,2,1881,132337,184,01:00.0,4,13:00,432,432,432
7605812227,L,CTY,1,1,197,135900,218,12:00.0,6,7:00,422,422,422
760593748X,L,CTY,1,1,6150,132920,198,46:00.0,6,4:00,435,435,435
7605937681,L,CTY,1,1,210,139877,181,14:00.0,1,11:00,421,421,421
7605941798,L,CTY,1,1,815,135246,225,18:00.0,5,7:00,422,422,422
7605941798,L,CTY,1,1,815,135246,231,30:00.0,4,21:00,422,422,422
7605941935,L,CTY,1,1,675,139442,181,47:00.0,7,2:00,421,421,421
7605942310,L,OB,1,1,1673,136297,94,08:00.0,5,2:00,557,557,557
7605943731,L,OB,1,1,613,121632,82,20:00.0,1,10:00,558,555,555
7605947352,L,IB,1,2,2750,558937,115,05:00.0,5,0:00,617,617,617
7605947361,L,CTY,1,1,2050,136280,182,05:00.0,4,19:00,409,409,409
760594826X,L,CTY,1,3,6330,127381,182,08:00.0,5,7:00,409,409,409
7605948306,L,CTY,1,3,6000,140265,182,00:00.0,6,10:00,409,409,409
7605951496,L,OB,1,2,694,131037,93,03:00.0,6,9:00,508,508,508
760595299X,L,OB,1,1,143,123983,94,46:00.0,6,9:00,557,557,557
760595299X,L,OB,1,1,143,123983,94,53:00.0,6,21:00,557,557,557
7605953054,L,OB,1,4,7640,842789,94,34:00.0,7,8:00,557,557,557
7605953072,L,OB,1,3,3035,125422,94,57:00.0,2,22:00,557,557,557
7605953090,L,CTY,1,1,2095,558556,186,44:00.0,1,7:00,432,432,432
7605957674,L,OB,1,1,383,249339,94,31:00.0,4,19:00,557,557,557
7605959425,L,CTY,1,1,3500,261071,198,59:00.0,7,18:00,435,435,435
7605960680,L,OB,1,1,789,291010,92,35:00.0,6,22:00,557,557,557
7605963605,L,CTY,1,1,732,122820,171,13:00.0,2,18:00,462,462,462
7605963623,L,CTY,1,1,845,122820,171,10:00.0,2,18:00,462,462,462
7605963861,L,OB,1,5,9350,136648,94,32:00.0,6,1:00,557,557,557
7605963935,L,OB,1,1,383,126816,92,54:00.0,3,21:00,557,557,557
7605964512,L,CTY,1,1,1300,131078,186,38:00.0,6,22:00,432,432,432
7605991087,L,CTY,1,1,325,126575,182,21:00.0,3,19:00,409,409,409
7605993965,L,CTY,1,1,740,140163,198,39:00.0,6,16:00,435,435,435
7605994057,L,CTY,1,1,200,133317,181,22:00.0,1,13:00,421,421,421
7605994057,L,CTY,1,1,200,133317,181,31:00.0,7,6:00,421,421,421
7605996980,L,OB,1,17,2921,202709,98,50:00.0,2,10:00,580,580,580
7605997741,L,CTY,1,2,541,134160,208,17:00.0,1,21:00,422,422,422
760599787X,L,CTY,1,1,279,134402,226,55:00.0,1,16:00,422,422,422
7605998769,L,OB,1,2,353,131077,91,35:00.0,3,16:00,525,525,525
7606011024,L,CTY,1,6,6000,128167,171,33:00.0,1,15:00,462,462,462
7606013536,L,CTY,1,1,542,129596,198,17:00.0,3,20:00,435,435,435
7606013572,L,CTY,1,8,199,128714,226,43:00.0,4,5:00,422,422,422
7606013628,L,CTY,1,11,615,133257,225,20:00.0,6,7:00,422,422,422
7606013700,L,CTY,1,2,545,132676,198,54:00.0,1,6:00,435,435,435
7606013848,L,CTY,1,1,305,125065,171,51:00.0,4,22:00,462,462,462
7606013920,L,CTY,1,1,333,291296,228,40:00.0,6,0:00,422,422,422
7606014104,L,CTY,1,11,480,249118,229,55:00.0,1,18:00,422,422,422
7606014104,L,CTY,1,11,480,249118,225,36:00.0,1,8:00,422,422,422
7606014113,L,CTY,1,1,600,124248,198,56:00.0,4,2:00,435,435,435
7606014140,L,CTY,1,8,405,116773,226,19:00.0,6,4:00,422,422,422
7606014333,L,CTY,1,1,624,132920,198,44:00.0,6,4:00,435,435,435
7606024664,L,CTY,1,1,743,128598,186,23:00.0,6,1:00,432,432,432
7606026855,L,OB,1,2,777,128311,94,51:00.0,4,12:00,557,557,557
760602801X,L,CTY,1,5,11335,131541,186,38:00.0,4,6:00,432,432,432
7606029358,L,CTY,1,1,150,261040,216,42:00.0,1,4:00,422,422,422
7606029421,L,OB,1,1,899,290805,94,24:00.0,1,7:00,557,557,557
7606031300,L,OB,1,5,5920,280883,94,21:00.0,1,7:00,557,557,557
7606031365,L,OB,1,5,5011,135813,94,10:00.0,4,13:00,557,557,557
7606031392,L,OB,1,3,2045,842789,94,34:00.0,7,8:00,557,557,557
7606092498,L,OB,1,3,725,125306,41,41:00.0,6,12:00,621,621,621
7606092635,L,CTY,1,5,1750,202072,190,48:00.0,7,6:00,245,245,245
7606096476,L,CTY,1,2,1030,133084,171,48:00.0,4,7:00,462,462,462
7606096512,L,CTY,1,3,1335,126743,193,20:00.0,5,13:00,244,244,244
760609885X,L,CTY,1,1,325,126743,193,40:00.0,5,12:00,244,244,244
7606099419,L,OB,1,1,625,290766,54,02:00.0,2,22:00,858,841,841
7606102847,L,CTY,1,2,6185,135037,198,43:00.0,7,16:00,435,435,435
7606107952,L,CTY,1,2,857,125111,193,10:00.0,3,6:00,244,244,244
7606108071,L,OB,1,1,151,123280,97,49:00.0,1,7:00,431,431,431
7606110464,L,CTY,1,2,4205,136412,193,14:00.0,2,3:00,244,244,244
7606110547,L,OB,1,1,245,125939,64,58:00.0,5,3:00,873,873,873
7606112801,L,IB,1,1,1400,123162,114,54:00.0,7,9:00,574,431,431
7606113113,L,OB,1,1,290,561050,97,36:00.0,3,23:00,522,431,431
7606113306,L,CTY,1,25,715,121678,193,06:00.0,2,14:00,244,244,244
7606115396,L,CTY,1,2,7200,133720,219,34:00.0,3,6:00,422,422,422
7606115414,L,OB,1,5,12079,138939,8,53:00.0,3,3:00,326,326,326
7606115708,L,CTY,1,28,435,123274,193,42:00.0,1,12:00,244,244,244
7606115717,L,CTY,1,54,1685,126222,193,08:00.0,7,20:00,244,244,244
7606117614,L,OB,1,1,185,133250,64,28:00.0,1,15:00,873,873,873
7606118247,L,CTY,1,1,558,129628,214,47:00.0,1,2:00,422,422,422
7606118256,L,CTY,1,1,230,850203,193,57:00.0,7,0:00,244,244,244
7606118512,L,CTY,1,6,11745,133143,216,21:00.0,5,7:00,422,422,422
7606118604,L,OB,1,1,123,290148,64,52:00.0,5,10:00,873,873,873
7606124645,L,OB,1,1,224,126165,99,15:00.0,3,8:00,431,431,431
7606128522,L,OB,1,1,90,290766,54,02:00.0,2,22:00,841,841,841
7606128706,L,OB,1,2,2442,125306,41,41:00.0,6,12:00,621,621,621
7606128953,L,CTY,1,2,1735,139580,190,16:00.0,6,17:00,245,245,245
7606128971,L,CTY,1,1,1389,290268,190,17:00.0,4,12:00,245,245,245
7606131117,L,CTY,1,141,2657,127229,204,23:00.0,7,15:00,422,422,422
7606131135,L,OB,1,2,380,530588,97,37:00.0,6,13:00,431,431,431
7606131153,L,CTY,1,2,495,278056,193,43:00.0,1,11:00,244,244,244
760613119X,L,OB,1,2,3190,136322,97,40:00.0,1,7:00,431,431,432
7606133757,L,OB,1,2,2810,430631,41,56:00.0,3,0:00,621,621,621
7606133784,L,OB,1,1,420,140148,54,21:00.0,6,13:00,841,841,841
7606135517,L,OB,1,1,1166,125650,95,07:00.0,6,6:00,525,525,525
7606138065,L,CTY,1,2,1433,127543,190,24:00.0,2,1:00,245,245,245
7606139100,L,CTY,1,1,426,132292,193,16:00.0,6,12:00,244,244,244
7606139239,L,OB,1,1,285,135172,64,48:00.0,2,12:00,873,873,873
7606140164,L,OB,1,2,1505,134434,41,52:00.0,5,5:00,345,621,621
7606144427,L,OB,1,1,664,123901,27,08:00.0,5,22:00,326,326,326
7606155757,L,CTY,1,1,1295,128690,195,28:00.0,7,15:00,244,244,244
7606157342,L,IB,1,2,334,125833,105,42:00.0,7,15:00,431,431,431
7606159369,L,CTY,1,3,1113,126743,193,20:00.0,5,13:00,244,244,244
7606159488,L,CTY,1,1,357,125856,193,07:00.0,5,1:00,244,244,244
7606159551,L,CTY,1,4,1853,132405,189,49:00.0,6,6:00,244,244,244
7606159551,L,CTY,1,4,1853,132405,193,51:00.0,6,5:00,244,244,244
7606164804,L,CTY,1,21,245,119186,193,33:00.0,7,15:00,244,244,244
7606169929,L,OB,1,1,1179,131247,25,21:00.0,2,18:00,569,569,326
7606169938,L,CTY,1,3,5460,122636,221,12:00.0,2,13:00,422,422,422
7606171249,L,CTY,1,1,408,123032,193,13:00.0,2,11:00,244,244,244
7606172843,L,OB,1,3,1120,125314,41,15:00.0,1,20:00,621,621,621
7606174484,L,OB,1,2,1750,125314,41,58:00.0,1,18:00,345,621,621
7606177647,L,OB,1,1,400,118561,64,10:00.0,7,12:00,873,873,873
760618201X,L,OB,1,1,494,430631,41,08:00.0,1,11:00,621,621,621
7606187666,L,OB,1,1,95,291281,65,44:00.0,6,12:00,569,569,569
7606189087,L,OB,1,4,935,558827,97,45:00.0,7,18:00,547,431,431
7606189260,L,OB,1,1,308,123123,65,25:00.0,1,15:00,569,569,569
7606194082,L,OB,1,1,800,126232,27,33:00.0,3,13:00,569,569,326
7606195072,L,IB,1,1,1596,131207,151,20:00.0,4,0:00,245,245,245
7606195155,L,CTY,1,2,3084,139580,190,17:00.0,6,17:00,245,245,245
7606196621,L,OB,1,2,280,R621780290,39,15:00.0,4,20:00,621,621,621
7606196888,L,CTY,1,2,635,121997,174,37:00.0,2,11:00,245,245,245
7606196942,L,OB,1,1,235,137416,62,59:00.0,2,21:00,630,881,881
7606197061,L,CTY,1,1,120,136913,200,03:00.0,6,13:00,348,348,348
7606197099,L,CTY,1,3,600,135317,199,55:00.0,6,5:00,322,322,322
7606213213,L,OB,1,1,450,122359,65,28:00.0,5,17:00,569,569,569
7606213213,L,OB,1,1,450,122359,65,51:00.0,4,9:00,569,569,569
7606213231,L,OB,1,1,660,130455,41,22:00.0,7,1:00,621,621,621
7606218127,L,CTY,1,2,1454,123652,200,24:00.0,3,19:00,348,348,348
7606222040,L,CTY,1,2,371,127543,190,25:00.0,2,1:00,245,245,245
7606222105,L,CTY,1,5,808,127543,190,25:00.0,2,1:00,245,245,245
7606225524,L,CTY,1,1,146,132333,225,46:00.0,3,14:00,422,422,422
7606225524,L,CTY,1,1,146,132333,227,21:00.0,4,8:00,422,422,422
7606225524,L,CTY,1,1,146,132333,225,53:00.0,4,6:00,422,422,422
7606225670,L,IB,1,4,15050,123446,104,47:00.0,1,11:00,531,531,531
7606232436,L,CTY,1,5,1749,133757,190,42:00.0,6,0:00,245,245,245
7606234719,L,IB,1,2,410,125833,105,41:00.0,7,15:00,431,431,431
7606235231,L,CTY,1,2,1363,138097,199,43:00.0,6,1:00,322,322,322
7606235662,L,IB,1,1,879,249378,147,31:00.0,2,12:00,202,202,202
7606240915,L,CTY,1,1,995,131503,200,38:00.0,7,0:00,348,348,348
7606240933,L,OB,1,1,755,530109,41,17:00.0,7,20:00,621,621,621
760624130X,L,OB,1,2,14,135329,64,43:00.0,7,18:00,873,873,873
7606241319,L,OB,1,1,13,135329,64,00:00.0,7,19:00,873,873,873
7606241328,L,OB,1,6,51,135329,64,26:00.0,7,18:00,873,873,873
7606241337,L,OB,1,1,10,135329,64,35:00.0,7,18:00,873,873,873
7606241355,L,OB,1,1,1,135329,64,31:00.0,7,17:00,873,873,873
7606241364,L,OB,1,6,71,135329,64,55:00.0,7,17:00,873,873,873
7606241373,L,OB,1,2,12,135329,64,22:00.0,7,21:00,873,873,873
7606241382,L,OB,1,7,52,135329,64,39:00.0,7,17:00,873,873,873
7606241400,L,OB,1,1,1,135329,64,26:00.0,7,17:00,873,873,873
760624141X,L,OB,1,1,11,135329,64,11:00.0,7,17:00,873,873,873
7606241429,L,OB,1,12,146,135329,64,18:00.0,7,16:00,873,873,873
7606252209,L,CTY,1,1,1559,135091,190,09:00.0,2,10:00,245,245,245
7606253015,L,CTY,1,30,626,126222,193,07:00.0,7,20:00,244,244,244
7606263272,L,OB,1,22,1150,131079,65,21:00.0,6,1:00,569,569,569
7606277572,L,OB,1,2,7290,558422,99,33:00.0,7,3:00,581,431,431
7606283072,L,OB,1,2,2228,126171,64,13:00.0,4,18:00,879,873,873
7606288013,L,CTY,1,1,1656,136322,220,01:00.0,3,6:00,422,422,422
7606288307,L,CTY,1,1,3600,R44790060,201,15:00.0,4,20:00,447,447,447
7606288316,L,CTY,1,1,1362,135826,210,10:00.0,5,2:00,422,422,422
7606337210,L,OB,1,1,150,131189,25,16:00.0,6,17:00,569,569,326
7606338402,L,CTY,1,1,105,136938,199,19:00.0,7,12:00,322,322,322
7606469486,L,OB,1,7,1011,131947,21,50:00.0,4,6:00,218,218,218
7606469569,L,OB,1,2,1530,132372,42,48:00.0,1,10:00,213,213,213
7606471695,L,OB,1,4,1059,137603,33,55:00.0,2,0:00,347,347,347
7606475242,L,OB,1,2,2400,135465,3,59:00.0,5,6:00,251,251,857
7606475729,L,OB,1,1,600,124248,3,49:00.0,6,8:00,251,251,857
7606476975,L,OB,1,9,7640,41398,48,51:00.0,6,18:00,245,245,245
7606550812,L,IB,1,2,816,134188,160,05:00.0,5,20:00,411,411,411
7606550859,L,OB,1,1,324,132743,91,20:00.0,5,22:00,525,525,525
7606550996,L,CTY,1,4,4039,133472,188,18:00.0,7,0:00,421,421,421
7606551032,L,IB,1,1,301,137777,161,22:00.0,4,3:00,705,705,705
760655106X,L,IB,1,1,846,202022,109,17:00.0,4,0:00,455,455,455
7606551079,L,CTY,1,1,844,137774,181,50:00.0,4,0:00,421,421,421
760655128X,L,OB,1,1,291,138604,91,53:00.0,5,19:00,525,525,525
7606551344,L,IB,1,1,852,135986,160,44:00.0,1,9:00,411,411,411
7606551436,L,CTY,1,1,265,133317,181,03:00.0,1,8:00,421,421,421
7606551445,L,IB,1,1,254,128283,161,12:00.0,1,14:00,705,705,705
7606551463,L,CTY,1,3,2597,133317,181,12:00.0,1,8:00,421,421,421
7606551564,L,CTY,1,1,497,131874,181,33:00.0,5,19:00,421,421,421
760655161X,L,IB,1,2,649,121139,160,07:00.0,5,20:00,411,411,411
7606556642,L,OB,1,6,365,211654,91,13:00.0,5,2:00,525,525,525
7606556651,L,CTY,1,37,2377,122357,182,06:00.0,1,9:00,409,409,409
7606557468,L,OB,1,3,1718,128048,91,35:00.0,1,9:00,525,525,525
7606565094,L,OB,1,5,1334,135344,68,43:00.0,5,1:00,111,153,153
7606565103,L,OB,1,7,1252,128513,68,05:00.0,5,22:00,111,153,153
7606568807,L,OB,1,4,2382,128129,94,04:00.0,2,7:00,557,557,557
7606568807,L,OB,1,4,2382,128129,94,38:00.0,2,16:00,557,557,557
7606568807,L,OB,1,4,2382,128129,92,05:00.0,2,7:00,557,557,557
7606578431,L,CTY,1,1,240,127112,186,43:00.0,1,2:00,432,432,432
7606578826,L,CTY,1,7,6320,135321,198,23:00.0,7,22:00,435,435,435
7606578880,L,CTY,1,2,860,131874,181,46:00.0,5,13:00,421,421,421
7606578880,L,CTY,1,2,860,131874,181,59:00.0,5,21:00,421,421,421
760657889X,L,CTY,1,4,10231,132666,197,15:00.0,6,0:00,435,435,435
7606598350,L,CTY,1,2,5960,127922,183,40:00.0,4,0:00,421,421,421
760659836X,L,OB,1,3,6305,139806,93,09:00.0,4,5:00,508,508,508
7606598424,L,CTY,1,2,6072,127583,183,34:00.0,4,0:00,421,421,421
7606602485,L,IB,1,1,515,129962,159,03:00.0,5,2:00,423,423,423
7606602503,L,CTY,1,3,721,127884,198,59:00.0,5,17:00,435,435,435
760660386X,L,CTY,1,5,2545,R447120863,201,41:00.0,4,6:00,447,447,447
7606604227,L,CTY,1,7,3650,202259,171,33:00.0,1,11:00,462,462,462
7606604236,L,CTY,1,1,3047,130450,171,21:00.0,5,19:00,462,462,462
7606604245,L,CTY,1,1,3414,133671,171,31:00.0,6,21:00,462,462,462
7606604272,L,CTY,1,2,1135,126864,171,29:00.0,4,6:00,462,462,462
7606604290,L,CTY,1,1,2476,290005,171,11:00.0,5,20:00,462,462,462
7606604337,L,CTY,1,8,4370,122820,171,26:00.0,2,10:00,462,462,462
7606604346,L,CTY,1,1,2620,122820,171,40:00.0,2,9:00,462,462,462
7606604355,L,CTY,1,1,585,139787,198,37:00.0,2,9:00,435,435,435
7606604759,L,CTY,1,2,985,R447120863,201,37:00.0,3,23:00,447,447,447
7606685021,L,OB,1,2,1050,128081,80,18:00.0,4,16:00,647,647,647
7606691219,L,CTY,1,1,278,126618,170,02:00.0,3,14:00,644,644,644
7606753230,L,OB,1,1,171,136673,80,02:00.0,7,17:00,647,647,647
7606753506,L,OB,1,9,3785,290600,55,20:00.0,5,16:00,647,647,647
7606792969,L,CTY,1,3,1836,119799,223,32:00.0,4,8:00,422,422,422
7606823080,L,CTY,1,1,151,126165,184,58:00.0,6,18:00,432,432,432
7606834567,L,OB,1,1,55,136516,82,28:00.0,5,19:00,555,555,555
7606834585,L,IB,1,1,500,125429,108,23:00.0,4,16:00,521,521,521
7606834585,L,IB,1,1,500,125429,110,01:00.0,4,13:00,521,521,521
7606841973,L,CTY,1,1,536,129624,177,50:00.0,1,4:00,415,415,415
7606842038,L,OB,1,1,1159,138189,3,29:00.0,1,7:00,518,455,455
7606842038,L,IB,1,1,1159,138189,107,20:00.0,1,5:00,518,455,455
7606842038,L,IB,1,1,1159,138189,107,37:00.0,1,5:00,518,455,455
7606842038,L,IB,1,1,1159,138189,107,59:00.0,1,5:00,518,455,455
7606842038,L,IB,1,1,1159,138189,107,30:00.0,1,7:00,518,455,455
7606843522,L,CTY,1,4,1636,140274,173,23:00.0,3,22:00,415,415,415
7606845163,L,OB,1,1,95,133640,97,13:00.0,3,21:00,431,431,431
7606845219,L,CTY,1,1,125,122583,184,26:00.0,3,21:00,432,432,432
7606845255,L,CTY,1,2,320,128880,225,22:00.0,4,6:00,422,422,422
7606845329,L,IB,1,3,204,126859,108,26:00.0,6,0:00,521,521,521
760684553X,L,IB,1,1,125,133379,108,56:00.0,4,22:00,521,521,521
760684553X,L,IB,1,1,125,133379,116,09:00.0,5,0:00,521,521,521
7606846685,L,IB,1,1,164,132863,109,29:00.0,7,22:00,455,455,455
7606856475,L,OB,1,2,338,135981,94,50:00.0,4,21:00,557,557,557
7606856493,L,IB,1,1,97,130659,100,04:00.0,5,19:00,511,511,511
7606856558,L,IB,1,1,127,249155,110,53:00.0,1,3:00,521,521,521
7606856603,L,IB,1,2,997,128638,103,39:00.0,3,20:00,580,580,580
7606856659,L,OB,1,2,960,139517,98,32:00.0,6,12:00,580,580,580
7606856695,L,OB,1,1,264,133134,91,09:00.0,6,4:00,525,525,525
7606856722,L,OB,1,1,185,127477,98,23:00.0,7,18:00,580,580,580
7606856769,L,IB,1,2,541,139548,100,21:00.0,4,22:00,511,511,511
7606856814,L,IB,1,1,365,132653,107,20:00.0,6,19:00,473,455,455
7606856823,L,IB,1,1,416,132653,107,24:00.0,6,19:00,476,455,455
7606856906,L,IB,1,1,206,132854,107,02:00.0,5,19:00,473,455,455
7606856915,L,IB,1,1,165,132854,107,08:00.0,5,19:00,476,455,455
7606856951,L,OB,1,1,236,128408,89,10:00.0,6,18:00,852,431,431
7606856998,L,IB,1,1,607,130654,108,25:00.0,7,21:00,521,521,521
7606857007,L,IB,1,1,141,135704,107,59:00.0,7,18:00,455,455,455
7606857328,L,OB,1,1,319,202373,91,17:00.0,6,18:00,525,525,525
7606860004,L,OB,1,1,1110,137118,82,17:00.0,7,19:00,555,555,555
7606860069,L,CTY,1,1,676,132333,191,30:00.0,6,15:00,433,433,433
7606860087,L,OB,1,1,658,280868,82,37:00.0,6,3:00,555,555,555
7606860123,L,CTY,1,3,7714,531285,232,38:00.0,7,8:00,422,422,422
7606860150,L,CTY,1,1,635,134314,198,28:00.0,6,18:00,435,435,435
7606865156,L,OB,1,2,295,135432,82,46:00.0,4,20:00,555,555,555
7606865614,L,OB,1,1,980,136297,94,52:00.0,4,20:00,557,557,557
7606865715,L,CTY,1,2,600,140265,182,35:00.0,6,9:00,409,409,409
7606865944,L,IB,1,4,6415,137862,110,42:00.0,1,4:00,556,556,521
7606870207,L,OB,1,2,120,558665,88,51:00.0,4,22:00,555,555,555
7606870207,L,OB,1,2,120,558665,82,52:00.0,3,21:00,555,555,555
7606876239,L,IB,1,1,130,131894,107,45:00.0,5,12:00,476,455,455
7606876275,L,IB,1,1,824,131894,107,06:00.0,5,13:00,404,455,455
7606877806,L,CTY,1,2,3095,134545,216,37:00.0,7,5:00,422,422,422
7606880931,L,CTY,1,3,649,430526,201,37:00.0,2,15:00,447,447,447
7606890465,L,CTY,1,1,595,133203,184,57:00.0,2,1:00,432,432,432
7606890988,L,OB,1,2,3185,134059,99,56:00.0,5,19:00,431,431,431
7606893976,L,CTY,1,2,2309,134847,227,44:00.0,3,8:00,422,422,422
7606896643,L,CTY,1,1,422,134882,183,18:00.0,7,4:00,421,421,421
7606897799,L,OB,1,1,587,127387,82,32:00.0,7,16:00,558,555,555
760689800X,L,IB,1,1,1410,125429,108,19:00.0,4,21:00,521,521,521
7606902601,L,CTY,1,1,515,124239,220,25:00.0,1,20:00,422,422,422
7606907203,L,OB,1,1,232,135088,95,57:00.0,3,22:00,522,431,431
7606907259,L,IB,1,1,2335,133906,108,39:00.0,4,20:00,521,521,521
7606907277,L,IB,1,1,619,139548,100,21:00.0,4,22:00,511,511,511
7606907378,L,OB,1,1,204,118295,97,51:00.0,6,5:00,431,431,431
7606910824,L,CTY,1,1,1025,129569,213,30:00.0,5,7:00,422,422,422
7606911484,L,IB,1,1,753,131827,110,37:00.0,7,18:00,521,521,521
7606912557,L,OB,1,1,283,131479,98,53:00.0,2,12:00,580,580,580
7606914748,L,IB,1,1,1603,134387,109,05:00.0,4,2:00,518,455,455
760691571X,L,OB,1,1,350,137694,91,54:00.0,2,18:00,525,525,525
7606919368,L,CTY,1,1,124,127534,177,30:00.0,4,8:00,415,415,415
7606919606,L,CTY,1,4,521,126338,189,38:00.0,4,0:00,421,421,421
7606922998,L,CTY,1,1,180,133387,191,32:00.0,6,8:00,433,433,433
760692308X,L,CTY,1,1,2320,135212,183,27:00.0,1,14:00,421,421,421
