Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org,UnloadDate,UnloadTime
779273802X,U,IB,1,5,2335,558245,100,"43,400.05",7,1:00,324,10/27/2018,1:12:00
7792738259,U,IB,1,4,1850,558245,100,"43,400.04",7,1:00,324,10/27/2018,1:02:00
7792738369,U,IB,1,1,1445,129925,163,"43,400.25",7,6:00,250,10/27/2018,6:04:00
7792738991,U,OB,1,4,960,261360,77,"43,410.36",3,8:00,629,11/6/2018,8:42:00
7792739092,U,OB,1,1,485,140345,68,"43,402.61",2,14:00,431,10/29/2018,14:34:00
7792739422,U,CTY,1,1,252,125685,169,"43,400.21",7,5:00,251,10/27/2018,5:00:00
7792739799,U,IB,1,3,99,128164,114,"43,400.39",7,9:00,312,10/27/2018,9:25:00
7792739808,U,IB,1,1,260,200693,129,"43,403.47",3,11:00,261,10/30/2018,11:18:00
7792739972,U,IB,1,1,532,615927,158,"43,404.48",4,11:00,324,10/31/2018,11:37:00
7792740962,U,IB,1,1,100,135378,114,"43,403.60",3,14:00,312,10/30/2018,14:26:00
7792741027,U,IB,1,1,127,135566,163,"43,403.89",3,21:00,202,10/30/2018,21:19:00
7792741146,U,IB,1,1,316,135566,163,"43,403.83",3,19:00,202,10/30/2018,19:55:00
7792741265,U,IB,1,1,179,135566,163,"43,403.83",3,19:00,202,10/30/2018,19:52:00
7792741449,U,IB,1,1,3870,130774,112,"43,402.53",2,12:00,347,10/29/2018,12:50:00
7792741467,U,IB,1,2,385,135378,114,"43,403.56",3,13:00,312,10/30/2018,13:25:00
7792741678,U,IB,1,3,80,128164,114,"43,400.43",7,10:00,312,10/27/2018,10:13:00
7792742401,U,CTY,1,1,1128,126237,176,"43,404.89",4,21:00,569,10/31/2018,21:22:00
7792742439,U,IB,1,1,415,135963,155,"43,399.86",6,20:00,324,10/26/2018,20:38:00
7792742576,U,IB,1,1,125,135963,155,"43,399.86",6,20:00,324,10/26/2018,20:41:00
7792742612,U,IB,1,1,52,128164,114,"43,400.39",7,9:00,312,10/27/2018,9:23:00
7792742897,U,OB,1,1,540,134592,85,"43,401.03",1,0:00,347,10/28/2018,0:37:00
7792743429,U,OB,1,3,4012,128048,74,"43,405.03",5,0:00,889,11/1/2018,0:40:00
7792743878,U,IB,1,1,46,128164,114,"43,400.38",7,9:00,312,10/27/2018,9:07:00
779274440X,U,OB,1,1,163,127566,60,"43,405.18",5,4:00,187,11/1/2018,4:16:00
7792744419,U,OB,1,1,315,135708,66,"43,402.10",2,2:00,292,10/29/2018,2:29:00
7792744538,U,IB,1,1,126,133624,157,"43,400.30",7,7:00,303,10/27/2018,7:06:00
7792744538,U,IB,1,1,126,133624,120,"43,402.35",2,8:00,303,10/29/2018,8:30:00
7792744583,U,OB,1,9,14523,139469,71,"43,405.78",5,18:00,152,11/1/2018,18:48:00
7792744592,U,OB,1,1,242,140239,64,"43,401.48",1,11:00,402,10/28/2018,11:38:00
7792745133,U,OB,1,1,530,R621502484,64,"43,401.73",1,17:00,223,10/28/2018,17:29:00
7792745189,U,IB,1,1,240,531032,128,"43,402.15",2,3:00,243,10/29/2018,3:38:00
7792745600,U,OB,1,1,130,136453,75,"43,403.82",3,19:00,881,10/30/2018,19:47:00
7792745849,U,IB,1,1,25,135378,114,"43,403.59",3,14:00,312,10/30/2018,14:14:00
7792746040,U,IB,1,7,3210,559266,112,"43,400.24",7,5:00,324,10/27/2018,5:40:00
779274660X,U,IB,1,1,27,128164,114,"43,400.46",7,11:00,312,10/27/2018,11:02:00
7792746664,U,IB,1,3,90,135378,114,"43,403.62",3,14:00,312,10/30/2018,14:53:00
7792746765,U,OB,1,1,315,249277,62,"43,414.47",7,11:00,126,11/10/2018,11:18:00
7792746774,U,IB,1,1,228,559266,112,"43,400.19",7,4:00,324,10/27/2018,4:32:00
7792746994,U,CTY,1,1,2167,135990,175,"43,403.82",3,19:00,324,10/30/2018,19:42:00
7792747068,U,OB,1,1,800,137382,73,"43,405.19",5,4:00,100,11/1/2018,4:29:00
7792747104,U,IB,1,1,1050,134768,137,"43,401.23",1,5:00,857,10/28/2018,5:30:00
7792747407,U,IB,1,2,5143,530555,112,"43,403.78",3,18:00,324,10/30/2018,18:36:00
7792747580,U,OB,1,2,2721,138071,83,"43,413.52",6,12:00,312,11/9/2018,12:25:00
779274792X,U,IB,1,1,1450,135994,103,"43,404.31",4,7:00,202,10/31/2018,7:25:00
779274792X,U,IB,1,1,1450,135994,116,"43,404.31",4,7:00,202,10/31/2018,7:24:00
7792747975,U,IB,1,3,3100,135566,114,"43,406.77",6,18:00,160,11/2/2018,18:25:00
7792748168,U,IB,1,1,540,123007,157,"43,401.99",1,23:00,123,10/28/2018,23:46:00
779274825X,U,OB,1,1,370,116998,22,"43,403.22",3,5:00,108,10/30/2018,5:15:00
779274825X,U,OB,1,1,370,116998,22,"43,403.22",3,5:00,108,10/30/2018,5:15:00
7792748671,U,OB,1,1,246,249277,62,"43,414.47",7,11:00,126,11/10/2018,11:22:00
779274924X,U,OB,1,2,2363,310702,18,"43,402.90",2,21:00,324,10/29/2018,21:34:00
7792749378,U,OB,1,1,500,126638,83,"43,411.23",4,5:00,805,11/7/2018,5:31:00
7792749450,U,IB,1,3,1102,310702,120,"43,403.02",3,0:00,324,10/30/2018,0:26:00
7792749450,U,OB,1,3,1102,310702,18,"43,402.90",2,21:00,324,10/29/2018,21:40:00
7792749744,U,OB,1,1,137,122850,68,"43,402.15",2,3:00,126,10/29/2018,3:40:00
7792749809,U,OB,1,1,440,202198,66,"43,414.09",7,2:00,126,11/10/2018,2:16:00
7792749863,U,IB,1,1,1061,135636,166,"43,400.42",7,10:00,261,10/27/2018,10:10:00
7792749964,U,OB,1,4,960,135210,64,"43,405.96",5,23:00,891,11/1/2018,23:04:00
779275023X,U,IB,1,1,582,202525,118,"43,401.30",1,7:00,315,10/28/2018,7:05:00
779275023X,U,IB,1,1,582,202525,120,"43,401.60",1,14:00,315,10/28/2018,14:28:00
779275023X,U,IB,1,1,582,202525,124,"43,401.29",1,7:00,315,10/28/2018,7:04:00
7792750312,U,CTY,1,1,265,140193,_UNK,"43,403.15",3,3:00,324,10/30/2018,3:33:00
7792750523,U,IB,1,4,2899,135636,166,"43,400.43",7,10:00,261,10/27/2018,10:20:00
7792750597,U,OB,1,1,78,126607,78,"43,402.48",2,11:00,714,10/29/2018,11:28:00
7792750660,U,IB,1,1,76,290945,102,"43,403.00",3,0:00,511,10/30/2018,0:07:00
7792751064,U,OB,1,1,865,PASC634725,69,"43,404.30",4,7:00,431,10/31/2018,7:05:00
7792751971,U,OB,1,1,730,135861,85,"43,405.38",5,9:00,411,11/1/2018,9:14:00
7792752018,U,OB,1,3,1200,130516,87,"43,402.09",2,2:00,111,10/29/2018,2:11:00
7792752146,U,IB,1,1,120,138190,100,"43,403.51",3,12:00,272,10/30/2018,12:09:00
7792752310,U,OB,1,3,1298,430631,62,"43,409.96",2,23:00,899,11/5/2018,23:01:00
779275232X,U,OB,1,1,345,123812,77,"43,402.64",2,15:00,123,10/29/2018,15:27:00
7792752696,U,OB,1,1,303,290175,77,"43,402.02",2,0:00,152,10/29/2018,0:31:00
7792752788,U,IB,1,1,2450,133624,157,"43,400.31",7,7:00,303,10/27/2018,7:29:00
7792752824,U,OB,1,1,920,130516,87,"43,402.15",2,3:00,184,10/29/2018,3:36:00
7792753291,U,OB,1,1,300,123031,79,"43,403.57",3,13:00,621,10/30/2018,13:38:00
7792753484,U,OB,1,2,1415,131446,71,"43,404.96",4,23:00,847,10/31/2018,23:08:00
7792753612,U,IB,1,1,290,559266,112,"43,400.19",7,4:00,324,10/27/2018,4:36:00
7792753832,U,IB,1,4,4720,137389,128,"43,405.67",5,16:00,872,11/1/2018,16:03:00
7792754007,U,IB,1,1,516,45495,161,"43,403.71",3,17:00,304,10/30/2018,17:07:00
7792754896,U,OB,1,5,4950,123677,91,"43,404.01",4,0:00,322,10/31/2018,0:09:00
7792754896,U,IB,1,5,4950,123677,113,"43,403.35",3,8:00,322,10/30/2018,8:31:00
7792755666,U,IB,1,2,900,558154,102,"43,402.93",2,22:00,324,10/29/2018,22:24:00
7792756079,U,IB,1,2,770,559266,112,"43,400.18",7,4:00,324,10/27/2018,4:24:00
7792756234,U,OB,1,3,767,558590,62,"43,405.75",5,18:00,565,11/1/2018,18:00:00
7792756261,U,OB,1,1,480,131544,85,"43,402.04",2,0:00,431,10/29/2018,0:51:00
779275628X,U,OB,1,8,1920,135549,89,"43,403.36",3,8:00,890,10/30/2018,8:36:00
7792756371,U,IB,1,1,570,558922,127,"43,400.27",7,6:00,216,10/27/2018,6:26:00
7792756867,U,OB,1,3,2595,126935,64,"43,406.54",6,13:00,783,11/2/2018,13:01:00
7792756959,U,IB,1,1,246,134701,100,"43,414.38",7,9:00,381,11/10/2018,9:02:00
7792757527,U,IB,1,1,361,133669,114,"43,406.27",6,6:00,132,11/2/2018,6:32:00
7792757738,U,OB,1,3,1700,119103,76,"43,403.97",3,23:00,318,10/30/2018,23:23:00
7792757848,U,OB,1,1,862,842040,81,"43,406.23",6,5:00,555,11/2/2018,5:34:00
7792757848,U,OB,1,1,862,842040,80,"43,406.74",6,17:00,555,11/2/2018,17:41:00
7792757949,U,OB,1,1,991,135809,68,"43,405.07",5,1:00,814,11/1/2018,1:36:00
7792758508,U,OB,1,3,2190,125066,62,"43,405.54",5,13:00,381,11/1/2018,13:01:00
7792758627,U,IB,1,1,328,133624,157,"43,400.32",7,7:00,303,10/27/2018,7:34:00
7792759406,U,OB,1,2,485,135383,60,"43,405.45",5,10:00,381,11/1/2018,10:45:00
7792759552,U,IB,1,1,58,133624,157,"43,400.30",7,7:00,303,10/27/2018,7:09:00
7792759680,U,OB,1,1,310,561059,64,"43,414.03",7,0:00,898,11/10/2018,0:47:00
779275991X,U,OB,1,1,200,558590,62,"43,405.75",5,17:00,642,11/1/2018,17:53:00
7792760515,U,OB,1,1,360,129709,66,"43,406.23",6,5:00,104,11/2/2018,5:24:00
7792760726,U,OB,1,1,1050,136453,75,"43,403.83",3,19:00,642,10/30/2018,19:59:00
7792760845,U,OB,1,1,381,127391,73,"43,406.19",6,4:00,104,11/2/2018,4:37:00
779276101X,U,OB,1,1,252,129709,66,"43,406.22",6,5:00,104,11/2/2018,5:11:00
7792761175,U,OB,1,1,461,127391,73,"43,406.19",6,4:00,104,11/2/2018,4:34:00
7792761478,U,OB,1,1,1410,133532,80,"43,406.74",6,17:00,411,11/2/2018,17:40:00
7792761478,U,OB,1,1,1410,133532,69,"43,406.53",6,12:00,411,11/2/2018,12:41:00
7792761532,U,OB,1,5,4175,128758,79,"43,406.03",6,0:00,511,11/2/2018,0:39:00
7792761541,U,IB,1,1,1615,820950,159,"43,405.86",5,20:00,324,11/1/2018,20:39:00
7792761761,U,OB,1,5,4325,138543,64,"43,408.06",1,1:00,889,11/4/2018,1:31:00
7792763622,U,OB,1,1,120,134973,83,"43,404.70",4,16:00,531,10/31/2018,16:45:00
7792763851,U,OB,1,12,14940,133003,75,"43,408.82",1,19:00,875,11/4/2018,19:37:00
7792763970,U,IB,1,2,1210,126447,113,"43,403.48",3,11:00,261,10/30/2018,11:28:00
7792765218,U,OB,1,8,9480,135562,18,"43,404.86",4,20:00,143,10/31/2018,20:42:00
7792765218,U,OB,1,8,9480,135562,81,"43,404.72",4,17:00,143,10/31/2018,17:23:00
7792765501,U,OB,1,1,200,134973,83,"43,404.63",4,15:00,531,10/31/2018,15:08:00
7792765593,U,OB,1,1,1625,135157,75,"43,409.77",2,18:00,889,11/5/2018,18:28:00
7792766217,U,IB,1,3,23,281081,128,"43,403.74",3,17:00,312,10/30/2018,17:50:00
7792766253,U,IB,1,1,360,134103,118,"43,404.19",4,4:00,312,10/31/2018,4:37:00
7792766381,U,IB,1,1,43,281081,128,"43,403.82",3,19:00,312,10/30/2018,19:42:00
7792766491,U,CTY,1,3,720,821437,B13 ,"43,402.82",2,19:00,324,10/29/2018,19:38:00
779276673X,U,IB,1,1,227,281081,128,"43,403.81",3,19:00,312,10/30/2018,19:24:00
7792766868,U,IB,1,1,1286,820950,137,"43,402.98",2,23:00,324,10/29/2018,23:26:00
779276695X,U,IB,1,1,17,281081,128,"43,403.79",3,19:00,312,10/30/2018,19:04:00
7792766978,U,IB,1,1,201,281081,128,"43,403.72",3,17:00,312,10/30/2018,17:12:00
7792766987,U,OB,1,1,240,135210,64,"43,405.96",5,23:00,607,11/1/2018,23:03:00
7792767270,U,IB,1,1,30,281081,128,"43,403.80",3,19:00,312,10/30/2018,19:10:00
7792767683,U,IB,1,1,800,310347,128,"43,402.76",2,18:00,324,10/29/2018,18:16:00
7792767849,U,OB,1,1,362,136011,98,"43,405.86",5,20:00,182,11/1/2018,20:42:00
7792768096,U,OB,1,1,300,202206,74,"43,404.42",4,10:00,126,10/31/2018,10:01:00
7792768509,U,OB,1,2,2748,136834,60,"43,404.48",4,11:00,158,10/31/2018,11:38:00
7792768554,U,IB,1,1,263,559246,127,"43,403.10",3,2:00,324,10/30/2018,2:25:00
7792769122,U,IB,1,1,465,127922,158,"43,403.57",3,13:00,202,10/30/2018,13:37:00
7792769178,U,OB,1,11,2640,135210,64,"43,405.96",5,23:00,890,11/1/2018,23:03:00
779276926X,U,IB,1,1,110,353287,114,"43,402.89",2,21:00,324,10/29/2018,21:28:00
7792769306,U,IB,1,1,317,119027,126,"43,404.23",4,5:00,244,10/31/2018,5:28:00
7792769443,U,OB,1,1,365,136453,75,"43,403.83",3,19:00,309,10/30/2018,19:50:00
7792769470,U,OB,1,1,2000,FLCX538971,70,"43,411.95",4,22:00,116,11/7/2018,22:52:00
779276959X,U,OB,1,1,810,136966,81,"43,406.40",6,9:00,429,11/2/2018,9:33:00
7792769874,U,IB,1,2,228,281081,128,"43,403.83",3,19:00,312,10/30/2018,19:52:00
7792769984,U,IB,1,1,472,820950,137,"43,402.86",2,20:00,324,10/29/2018,20:33:00
7792770020,U,OB,1,2,139,137937,62,"43,403.85",3,20:00,218,10/30/2018,20:26:00
7792770058,U,IB,1,1,115,123327,122,"43,404.32",4,7:00,312,10/31/2018,7:42:00
7792770112,U,OB,1,1,520,125066,62,"43,405.61",5,14:00,303,11/1/2018,14:33:00
7792770296,U,OB,1,1,520,125066,62,"43,405.61",5,14:00,303,11/1/2018,14:34:00
7792770406,U,OB,1,1,49,133017,66,"43,405.53",5,12:00,423,11/1/2018,12:39:00
7792770451,U,IB,1,1,284,820950,141,"43,402.87",2,20:00,324,10/29/2018,20:50:00
7792770451,U,IB,1,1,284,820950,137,"43,402.85",2,20:00,324,10/29/2018,20:25:00
7792770498,U,OB,1,1,820,132078,85,"43,406.11",6,2:00,521,11/2/2018,2:33:00
779277058X,U,OB,1,1,520,125066,62,"43,405.60",5,14:00,303,11/1/2018,14:30:00
7792770626,U,OB,1,4,1980,130448,66,"43,406.85",6,20:00,881,11/2/2018,20:29:00
7792770736,U,OB,1,1,383,123822,70,"43,404.94",4,22:00,433,10/31/2018,22:28:00
7792770828,U,OB,1,1,520,125066,62,"43,405.60",5,14:00,303,11/1/2018,14:30:00
7792771010,U,IB,1,10,5480,137714,118,"43,403.57",3,13:00,303,10/30/2018,13:44:00
779277113X,U,OB,1,1,520,125066,62,"43,405.56",5,13:00,303,11/1/2018,13:33:00
7792771441,U,OB,1,1,520,125066,62,"43,405.56",5,13:00,303,11/1/2018,13:31:00
7792771762,U,OB,1,1,520,125066,62,"43,405.59",5,14:00,303,11/1/2018,14:11:00
7792772386,U,OB,1,8,1151,261351,43,"43,404.42",4,10:00,135,10/31/2018,10:11:00
7792772386,U,OB,1,8,1151,261351,81,"43,404.14",4,3:00,135,10/31/2018,3:19:00
7792772487,U,IB,1,1,190,123327,122,"43,404.33",4,8:00,312,10/31/2018,8:02:00
7792772770,U,OB,1,1,484,133305,98,"43,406.73",6,17:00,132,11/2/2018,17:24:00
7792772808,U,IB,1,1,292,559246,127,"43,403.10",3,2:00,324,10/30/2018,2:22:00
7792773293,U,OB,1,2,1580,134858,64,"43,404.28",4,6:00,104,10/31/2018,6:46:00
7792773623,U,IB,1,1,148,123327,122,"43,404.32",4,7:00,312,10/31/2018,7:40:00
7792773697,U,IB,1,1,253,820950,137,"43,402.87",2,20:00,324,10/29/2018,20:59:00
7792774036,U,IB,1,1,60,281081,128,"43,403.83",3,19:00,312,10/30/2018,19:59:00
7792774182,U,IB,1,1,176,559246,127,"43,403.10",3,2:00,324,10/30/2018,2:27:00
779277432X,U,IB,1,1,45,133289,124,"43,403.16",3,3:00,312,10/30/2018,3:50:00
7792774916,U,IB,1,1,240,134368,114,"43,406.13",6,3:00,304,11/2/2018,3:10:00
7792775109,U,OB,1,1,750,135038,62,"43,404.75",4,18:00,740,10/31/2018,18:02:00
7792775264,U,IB,1,1,120,281081,128,"43,403.74",3,17:00,312,10/30/2018,17:42:00
7792775273,U,IB,1,4,192,559246,127,"43,403.10",3,2:00,324,10/30/2018,2:20:00
7792775410,U,OB,1,1,165,132077,73,"43,404.55",4,13:00,112,10/31/2018,13:14:00
7792775410,U,OB,1,1,165,132077,35,"43,405.15",5,3:00,112,11/1/2018,3:32:00
7792775549,U,IB,1,1,887,136292,163,"43,403.21",3,5:00,251,10/30/2018,5:08:00
7792775558,U,OB,1,1,830,127566,60,"43,405.12",5,2:00,615,11/1/2018,2:57:00
7792776052,U,IB,1,7,245,136292,163,"43,403.22",3,5:00,251,10/30/2018,5:15:00
7792776328,U,OB,1,1,153,291285,81,"43,405.68",5,16:00,186,11/1/2018,16:17:00
7792776337,U,IB,1,2,431,821070,100,"43,402.89",2,21:00,324,10/29/2018,21:26:00
7792776391,U,IB,1,1,47,133289,124,"43,403.28",3,6:00,312,10/30/2018,6:36:00
7792776584,U,IB,1,1,540,353287,114,"43,402.89",2,21:00,324,10/29/2018,21:19:00
779277663X,U,OB,1,1,425,137937,62,"43,403.86",3,20:00,857,10/30/2018,20:45:00
7792777051,U,IB,1,2,855,45495,161,"43,403.75",3,17:00,304,10/30/2018,17:56:00
7792777060,U,IB,1,7,3170,430660,137,"43,404.62",4,14:00,324,10/31/2018,14:55:00
7792777143,U,OB,1,1,85,137187,78,"43,405.18",5,4:00,431,11/1/2018,4:15:00
7792777143,U,IB,1,1,85,137187,100,"43,406.09",6,2:00,431,11/2/2018,2:13:00
7792777152,U,IB,1,1,300,134662,130,"43,402.84",2,20:00,324,10/29/2018,20:07:00
7792777491,U,OB,1,4,2400,558590,62,"43,405.78",5,18:00,371,11/1/2018,18:44:00
7792777592,U,IB,1,2,1390,138190,100,"43,403.50",3,12:00,272,10/30/2018,12:03:00
779277762X,U,IB,1,1,32,281081,128,"43,403.83",3,20:00,312,10/30/2018,20:02:00
779277773X,U,IB,1,1,345,559246,127,"43,403.09",3,2:00,324,10/30/2018,2:09:00
779277784X,U,IB,1,1,610,137305,114,"43,403.98",3,23:00,356,10/30/2018,23:30:00
7792778252,U,IB,1,1,22,281081,128,"43,403.80",3,19:00,312,10/30/2018,19:13:00
7792778270,U,IB,1,1,520,531315,122,"43,403.37",3,8:00,216,10/30/2018,8:47:00
779277839X,U,IB,1,1,2960,137714,118,"43,403.64",3,15:00,303,10/30/2018,15:26:00
7792778710,U,OB,1,2,715,249338,74,"43,404.89",4,21:00,203,10/31/2018,21:21:00
7792778921,U,OB,1,1,510,PASC634725,69,"43,404.18",4,4:00,431,10/31/2018,4:20:00
7792778968,U,OB,1,1,200,118834,68,"43,403.63",3,15:00,621,10/30/2018,15:01:00
7792778986,U,IB,1,1,33,559246,127,"43,403.09",3,2:00,324,10/30/2018,2:15:00
7792779013,U,IB,1,1,200,134662,130,"43,402.83",2,19:00,324,10/29/2018,19:52:00
779277905X,U,IB,1,1,191,135380,159,"43,405.08",5,1:00,290,11/1/2018,1:58:00
7792779096,U,IB,1,5,9896,310611,113,"43,402.89",2,21:00,324,10/29/2018,21:22:00
7792779096,U,CTY,1,5,9896,310611,R   ,"43,403.08",3,1:00,324,10/30/2018,1:56:00
7792779289,U,OB,1,2,608,127391,73,"43,406.18",6,4:00,100,11/2/2018,4:20:00
7792779289,U,OB,1,2,608,127391,48,"43,409.45",2,10:00,100,11/5/2018,10:45:00
7792779370,U,IB,1,1,135,137029,126,"43,403.66",3,15:00,304,10/30/2018,15:56:00
779277949X,U,IB,1,1,310,291159,153,"43,404.14",4,3:00,246,10/31/2018,3:24:00
7792779848,U,IB,1,1,265,134662,130,"43,402.84",2,20:00,324,10/29/2018,20:11:00
7792780086,U,OB,1,6,1440,134282,69,"43,405.43",5,10:00,841,11/1/2018,10:24:00
7792780214,U,IB,1,2,3970,820950,137,"43,402.89",2,21:00,324,10/29/2018,21:24:00
779278026X,U,IB,1,1,38,133289,124,"43,403.19",3,4:00,312,10/30/2018,4:29:00
7792780627,U,CTY,1,3,1641,310611,R   ,"43,403.08",3,1:00,324,10/30/2018,1:55:00
7792780627,U,IB,1,3,1641,310611,113,"43,402.88",2,21:00,324,10/29/2018,21:12:00
7792780654,U,OB,1,1,125,135210,64,"43,405.92",5,22:00,614,11/1/2018,22:11:00
7792780719,U,IB,1,1,300,568056,164,"43,402.87",2,20:00,324,10/29/2018,20:49:00
7792780865,U,OB,1,1,5234,130766,14,"43,405.48",5,11:00,123,11/1/2018,11:28:00
7792780865,U,OB,1,1,5234,130766,14,"43,405.48",5,11:00,123,11/1/2018,11:28:00
7792781671,U,IB,1,1,514,139464,114,"43,404.21",4,5:00,251,10/31/2018,5:04:00
7792782066,U,IB,1,1,240,124332,122,"43,403.19",3,4:00,322,10/30/2018,4:39:00
7792782167,U,OB,1,1,320,127566,60,"43,405.18",5,4:00,150,11/1/2018,4:22:00
7792782890,U,OB,1,1,492,137021,69,"43,409.77",2,18:00,847,11/5/2018,18:30:00
779278301X,U,IB,1,1,1800,PAMT161410,114,"43,404.40",4,9:00,548,10/31/2018,9:30:00
7792783220,U,IB,1,1,165,531315,122,"43,403.36",3,8:00,216,10/30/2018,8:33:00
7792783707,U,IB,1,1,58,133289,124,"43,403.20",3,4:00,312,10/30/2018,4:48:00
7792783990,U,IB,1,1,200,134662,130,"43,402.83",2,20:00,324,10/29/2018,20:02:00
779278433X,U,IB,1,1,315,134662,130,"43,402.84",2,20:00,324,10/29/2018,20:09:00
7792784403,U,OB,1,8,4132,131924,76,"43,406.37",6,8:00,100,11/2/2018,8:55:00
7792784403,U,OB,1,8,4132,131924,60,"43,410.31",3,7:00,100,11/6/2018,7:22:00
7792784596,U,IB,1,4,1600,291141,163,"43,402.79",2,19:00,324,10/29/2018,19:00:00
7792784632,U,IB,1,1,279,131419,159,"43,403.73",3,17:00,857,10/30/2018,17:35:00
7792784688,U,IB,1,1,225,134662,130,"43,402.83",2,20:00,324,10/29/2018,20:00:00
7792784807,U,OB,1,1,1600,137262,75,"43,404.48",4,11:00,347,10/31/2018,11:32:00
7792784899,U,IB,1,1,524,R621537665,118,"43,403.36",3,8:00,356,10/30/2018,8:39:00
7792785146,U,OB,1,1,530,132078,85,"43,406.03",6,0:00,521,11/2/2018,0:44:00
7792785357,U,OB,1,1,196,290158,68,"43,404.08",4,1:00,203,10/31/2018,1:56:00
7792785512,U,IB,1,1,63,139464,114,"43,404.27",4,6:00,251,10/31/2018,6:29:00
779278554X,U,IB,1,1,22,281081,128,"43,403.79",3,18:00,312,10/30/2018,18:53:00
7792785559,U,OB,1,1,1500,129854,81,"43,406.98",6,23:00,859,11/2/2018,23:31:00
7792785678,U,IB,1,1,22,281081,128,"43,403.79",3,19:00,312,10/30/2018,19:01:00
7792785714,U,OB,1,1,418,135413,77,"43,409.24",2,5:00,875,11/5/2018,5:42:00
7792785999,U,IB,1,4,7970,126907,126,"43,403.53",3,12:00,243,10/30/2018,12:49:00
7792786145,U,OB,1,2,480,134282,69,"43,405.39",5,9:00,841,11/1/2018,9:16:00
779278620X,U,IB,1,4,3095,559998,162,"43,402.77",2,18:00,324,10/29/2018,18:34:00
7792786365,U,OB,1,1,211,136834,60,"43,404.51",4,12:00,187,10/31/2018,12:10:00
7792786448,U,IB,1,4,2890,559246,127,"43,403.06",3,1:00,324,10/30/2018,1:25:00
779278664X,U,OB,1,1,850,123062,78,"43,407.23",7,5:00,783,11/3/2018,5:30:00
7792786778,U,IB,1,1,77,291141,163,"43,402.79",2,18:00,324,10/29/2018,18:53:00
7792787218,U,IB,1,1,695,820950,137,"43,402.99",2,23:00,324,10/29/2018,23:42:00
7792787400,U,OB,1,1,128,130824,72,"43,403.85",3,20:00,218,10/30/2018,20:29:00
7792787575,U,OB,1,5,4830,136593,74,"43,407.04",7,0:00,841,11/3/2018,0:56:00
7792787575,U,OB,1,5,4830,136593,41,"43,410.80",3,19:00,841,11/6/2018,19:13:00
7792787721,U,OB,1,1,280,559163,60,"43,404.04",4,0:00,394,10/31/2018,0:56:00
7792788592,U,IB,1,1,290,820950,137,"43,402.88",2,21:00,324,10/29/2018,21:10:00
7792788693,U,IB,1,2,13,133289,124,"43,403.28",3,6:00,312,10/30/2018,6:45:00
7792788904,U,IB,1,1,554,559246,127,"43,403.05",3,1:00,324,10/30/2018,1:13:00
7792789032,U,IB,1,1,63,135566,163,"43,403.89",3,21:00,202,10/30/2018,21:16:00
7792789041,U,IB,1,2,611,820950,137,"43,402.86",2,20:00,324,10/29/2018,20:41:00
7792789216,U,IB,1,1,3185,126907,126,"43,403.52",3,12:00,243,10/30/2018,12:23:00
7792789243,U,IB,1,2,650,281081,128,"43,403.75",3,17:00,312,10/30/2018,17:59:00
7792789270,U,IB,1,1,89,281081,128,"43,403.75",3,18:00,312,10/30/2018,18:03:00
7792789427,U,OB,1,1,1445,821347,85,"43,403.97",3,23:00,324,10/30/2018,23:13:00
7792789748,U,IB,1,1,200,137714,118,"43,403.48",3,11:00,303,10/30/2018,11:27:00
7792790426,U,OB,1,1,132,137937,62,"43,403.86",3,20:00,857,10/30/2018,20:38:00
7792790581,U,OB,1,1,630,136593,74,"43,407.06",7,1:00,841,11/3/2018,1:32:00
7792791187,U,OB,1,2,955,311608,85,"43,402.89",2,21:00,324,10/29/2018,21:26:00
7792791948,U,OB,1,3,1471,135861,85,"43,405.38",5,9:00,411,11/1/2018,9:03:00
7792792094,U,IB,1,2,80,133289,124,"43,403.22",3,5:00,312,10/30/2018,5:14:00
7792792442,U,IB,1,1,525,135380,159,"43,405.17",5,4:00,213,11/1/2018,4:08:00
7792792460,U,IB,1,1,215,134662,130,"43,402.85",2,20:00,324,10/29/2018,20:26:00
779279258X,U,OB,1,2,810,134973,83,"43,404.72",4,17:00,531,10/31/2018,17:17:00
779279269X,U,CTY,1,2,465,126237,176,"43,404.85",4,20:00,326,10/31/2018,20:27:00
7792792736,U,OB,1,1,358,132785,66,"43,406.01",6,0:00,881,11/2/2018,0:11:00
7792792938,U,OB,1,1,173,558400,89,"43,402.85",2,20:00,324,10/29/2018,20:17:00
7792792983,U,IB,1,4,468,821070,100,"43,402.89",2,21:00,324,10/29/2018,21:17:00
7792793010,U,CTY,1,1,455,126237,176,"43,404.76",4,18:00,326,10/31/2018,18:16:00
7792793102,U,IB,1,1,210,290273,146,"43,404.39",4,9:00,261,10/31/2018,9:18:00
7792793102,U,IB,1,1,210,290273,146,"43,404.39",4,9:00,261,10/31/2018,9:18:00
7792793158,U,IB,1,6,7355,135566,163,"43,403.88",3,21:00,202,10/30/2018,21:01:00
7792793533,U,IB,1,3,70,281081,128,"43,403.77",3,18:00,312,10/30/2018,18:34:00
7792793872,U,OB,1,5,120,PASC634725,69,"43,404.32",4,7:00,431,10/31/2018,7:46:00
7792793919,U,OB,1,2,560,134654,78,"43,406.54",6,13:00,140,11/2/2018,13:04:00
