Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org,UnloadDate,UnloadTime
7531828348,U,OB,1,1,340,122791,62,"43,400.79",7,19:00,213,10/27/2018,19:00:00
753183712X,U,IB,1,5,3300,138001,102,"43,406.72",6,17:00,213,11/2/2018,17:15:00
7531837139,U,OB,1,1,265,127339,75,"43,409.27",2,6:00,213,11/5/2018,6:34:00
7531837148,U,OB,1,4,3103,127938,64,"43,417.54",3,12:00,213,11/13/2018,12:58:00
7531840264,U,OB,1,5,1765,133480,98,"43,417.39",3,9:00,213,11/13/2018,9:25:00
7531840273,U,IB,1,4,1850,133411,112,"43,421.72",7,17:00,213,11/17/2018,17:19:00
7531845104,U,OB,1,1,550,138173,83,"43,398.47",5,11:00,213,10/25/2018,11:20:00
7531845104,U,IB,1,1,550,138173,139,"43,398.47",5,11:00,213,10/25/2018,11:21:00
7531845526,U,IB,1,1,12,559216,100,"43,405.76",5,18:00,213,11/1/2018,18:14:00
7531845535,U,OB,1,7,2845,251135,64,"43,413.30",6,7:00,213,11/9/2018,7:12:00
7531863007,U,IB,1,4,4060,133411,101,"43,421.74",7,17:00,213,11/17/2018,17:49:00
7531863007,U,IB,1,4,4060,133411,112,"43,421.74",7,17:00,213,11/17/2018,17:41:00
7531865380,U,OB,1,2,662,130715,74,"43,396.52",3,12:00,213,10/23/2018,12:29:00
7531870826,U,OB,1,10,4320,261267,71,"43,414.29",7,7:00,213,11/10/2018,7:04:00
7531874328,U,OB,1,3,1665,130715,74,"43,396.51",3,12:00,213,10/23/2018,12:20:00
7531874337,U,OB,1,4,661,133309,79,"43,403.13",3,3:00,213,10/30/2018,3:04:00
7531874346,U,IB,1,5,1294,126408,157,"43,409.71",2,17:00,213,11/5/2018,17:08:00
7531884365,U,IB,1,3,2199,135380,159,"43,405.15",5,3:00,213,11/1/2018,3:42:00
7531935286,U,OB,1,4,1875,118528,45,"43,402.93",2,22:00,455,10/29/2018,22:14:00
7531935286,U,OB,1,4,1875,118528,75,"43,397.95",4,22:00,455,10/24/2018,22:48:00
7531957726,U,IB,1,2,865,133632,100,"43,399.72",6,17:00,100,10/26/2018,17:11:00
7531962034,U,OB,1,1,4,125990,62,"43,396.77",3,18:00,100,10/23/2018,18:26:00
753196230X,U,OB,1,1,127,130840,72,"43,418.95",4,22:00,100,11/14/2018,22:44:00
7531970861,U,OB,1,3,2278,132951,79,"43,405.02",5,0:00,100,11/1/2018,0:27:00
7531970935,U,OB,1,2,1500,138736,17,"43,413.79",6,19:00,100,11/9/2018,19:02:00
7531970935,U,OB,1,2,1500,138736,73,"43,412.21",5,5:00,100,11/8/2018,5:06:00
7531971916,U,OB,1,2,550,137934,64,"43,407.63",7,15:00,100,11/3/2018,15:01:00
7531972109,U,OB,1,1,254,130907,83,"43,398.11",5,2:00,100,10/25/2018,2:41:00
7531974033,U,OB,1,1,380,123661,75,"43,396.59",3,14:00,100,10/23/2018,14:06:00
7531974666,U,OB,1,2,975,128619,68,"43,416.94",2,22:00,100,11/12/2018,22:29:00
7531974666,U,IB,1,2,975,128619,146,"43,417.09",3,2:00,100,11/13/2018,2:09:00
7531974812,U,OB,1,1,2050,131663,81,"43,419.04",5,1:00,100,11/15/2018,1:01:00
7531974913,U,OB,1,3,3280,133161,70,"43,419.21",5,4:00,100,11/15/2018,4:58:00
7531977012,U,OB,1,1,237,116998,81,"43,403.24",3,5:00,100,10/30/2018,5:41:00
7531977169,U,OB,1,1,150,278342,66,"43,399.68",6,16:00,100,10/26/2018,16:21:00
7531977360,U,OB,1,1,400,278342,66,"43,399.71",6,17:00,100,10/26/2018,17:06:00
7531978058,U,OB,1,2,420,202545,69,"43,398.83",5,19:00,100,10/25/2018,19:57:00
7531978067,U,OB,1,2,1024,118368,83,"43,399.02",6,0:00,100,10/26/2018,0:34:00
7531978076,U,OB,1,12,6773,134570,75,"43,399.09",6,2:00,100,10/26/2018,2:13:00
7531978112,U,OB,1,1,638,R621565940,42,"43,406.36",6,8:00,100,11/2/2018,8:44:00
7531978112,U,OB,1,1,638,R621565940,69,"43,406.22",6,5:00,100,11/2/2018,5:12:00
7531978635,U,OB,1,1,893,138032,85,"43,395.63",2,15:00,100,10/22/2018,15:01:00
7531979964,U,OB,1,1,430,138032,85,"43,395.62",2,14:00,100,10/22/2018,14:49:00
7531979964,U,OB,1,1,430,138032,34,"43,398.33",5,7:00,100,10/25/2018,7:57:00
7531979973,U,OB,1,1,210,138032,34,"43,398.33",5,7:00,100,10/25/2018,7:57:00
7531979973,U,OB,1,1,210,138032,85,"43,395.63",2,15:00,100,10/22/2018,15:00:00
7531985877,U,IB,1,1,69,431033,122,"43,416.54",2,12:00,100,11/12/2018,12:57:00
7531985886,U,IB,1,1,1146,126583,114,"43,417.39",3,9:00,100,11/13/2018,9:23:00
7531987141,U,OB,1,3,2278,138736,73,"43,412.22",5,5:00,100,11/8/2018,5:13:00
7531987188,U,OB,1,3,2350,129948,69,"43,413.94",6,22:00,100,11/9/2018,22:31:00
7531988800,U,OB,1,3,204,132501,81,"43,398.70",5,16:00,100,10/25/2018,16:43:00
7531996767,U,OB,1,2,1183,118368,83,"43,399.02",6,0:00,100,10/26/2018,0:30:00
7531998756,U,IB,1,2,904,530044,116,"43,410.27",3,6:00,100,11/6/2018,6:24:00
7531999030,U,OB,1,4,1370,133200,71,"43,409.73",2,17:00,100,11/5/2018,17:24:00
7531999095,U,OB,1,1,80,133161,70,"43,419.21",5,5:00,100,11/15/2018,5:05:00
7532003477,U,OB,1,1,6,138032,85,"43,395.64",2,15:00,100,10/22/2018,15:27:00
7532006795,U,OB,1,3,1115,139805,81,"43,411.04",4,1:00,100,11/7/2018,1:03:00
7532021315,U,OB,1,1,300,127387,29,"43,398.48",5,11:00,100,10/25/2018,11:27:00
7532021315,U,OB,1,1,300,127387,77,"43,398.18",5,4:00,100,10/25/2018,4:21:00
753203325X,U,IB,1,1,400,135373,100,"43,421.46",7,11:00,100,11/17/2018,11:04:00
7532033790,U,OB,1,66,965,132640,85,"43,398.61",5,14:00,100,10/25/2018,14:36:00
753203622X,U,OB,1,1,348,136011,98,"43,405.89",5,21:00,100,11/1/2018,21:20:00
7532044397,U,OB,1,2,2895,125953,62,"43,405.00",5,0:00,100,11/1/2018,0:06:00
7532046990,U,OB,1,1,670,129707,70,"43,407.78",7,18:00,100,11/3/2018,18:49:00
7532110121,U,OB,1,1,606,136929,75,"43,417.99",3,23:00,100,11/13/2018,23:44:00
7532115401,U,OB,1,1,1199,139608,70,"43,412.22",5,5:00,100,11/8/2018,5:11:00
7532120140,U,OB,1,4,3168,126652,70,"43,398.14",5,3:00,100,10/25/2018,3:21:00
7532120901,U,OB,1,1,8,129709,53,"43,409.15",2,3:00,100,11/5/2018,3:42:00
7532120901,U,OB,1,1,8,129709,66,"43,406.21",6,5:00,100,11/2/2018,5:06:00
7532122441,U,IB,1,1,250,136528,100,"43,413.90",6,21:00,100,11/9/2018,21:40:00
7532122598,U,OB,1,1,4,127984,89,"43,413.52",6,12:00,100,11/9/2018,12:33:00
7532126118,U,IB,1,1,275,290382,135,"43,414.58",7,13:00,312,11/10/2018,13:58:00
7532126136,U,OB,1,1,1960,136010,89,"43,419.28",5,6:00,312,11/15/2018,6:41:00
7532126273,U,OB,1,1,1049,125953,62,"43,404.99",4,23:00,100,10/31/2018,23:47:00
7532128199,U,OB,1,1,4,138097,83,"43,411.65",4,15:00,100,11/7/2018,15:35:00
7532128217,U,OB,1,1,4,138097,83,"43,411.63",4,15:00,100,11/7/2018,15:14:00
7532128565,U,OB,1,1,60,137469,41,"43,417.44",3,10:00,100,11/13/2018,10:33:00
7532128565,U,OB,1,1,60,137469,68,"43,415.50",1,12:00,100,11/11/2018,12:02:00
7532140023,U,OB,1,1,210,128737,66,"43,416.88",2,21:00,100,11/12/2018,21:07:00
7532148291,U,OB,1,3,2278,130840,72,"43,418.95",4,22:00,100,11/14/2018,22:54:00
7532150491,U,OB,1,1,552,202545,69,"43,398.82",5,19:00,100,10/25/2018,19:43:00
7532150877,U,OB,1,1,742,130907,83,"43,398.02",5,0:00,100,10/25/2018,0:22:00
7532151014,U,OB,1,1,595,129709,33,"43,411.61",4,14:00,100,11/7/2018,14:38:00
7532151014,U,OB,1,1,595,129709,36,"43,410.68",3,16:00,100,11/6/2018,16:23:00
7532151014,U,OB,1,1,595,129709,66,"43,406.21",6,5:00,100,11/2/2018,5:07:00
7532151032,U,IB,1,1,595,249146,115,"43,407.64",7,15:00,100,11/3/2018,15:21:00
7532151050,U,OB,1,1,988,134068,71,"43,413.06",6,1:00,100,11/9/2018,1:32:00
7532151270,U,OB,1,2,970,134858,64,"43,404.26",4,6:00,100,10/31/2018,6:09:00
7532169860,U,IB,1,1,611,431033,122,"43,416.54",2,13:00,100,11/12/2018,13:03:00
7532175333,U,OB,1,2,261,137128,78,"43,408.20",1,4:00,100,11/4/2018,4:45:00
7532179953,U,IB,1,1,117,126114,100,"43,394.50",1,12:00,100,10/21/2018,12:04:00
7532253049,U,OB,1,7,20475,138723,70,"43,418.13",4,3:00,158,11/14/2018,3:00:00
7532448647,U,OB,1,1,112,138201,66,"43,397.15",4,3:00,833,10/24/2018,3:40:00
7532448647,U,OB,1,1,112,138201,51,"43,398.34",5,8:00,833,10/25/2018,8:07:00
7532448986,U,IB,1,1,112,125979,102,"43,419.72",5,17:00,833,11/15/2018,17:10:00
7532906485,U,IB,1,1,110,430569,127,"43,420.12",6,2:00,324,11/16/2018,2:50:00
7533318444,U,IB,1,1,246,132461,153,"43,420.17",6,4:00,244,11/16/2018,4:02:00
7533325960,U,IB,1,1,500,126293,151,"43,397.38",4,9:00,244,10/24/2018,9:14:00
7533325960,U,IB,1,1,500,126293,151,"43,397.38",4,9:00,244,10/24/2018,9:14:00
753332597X,U,IB,1,1,800,126293,113,"43,397.39",4,9:00,244,10/24/2018,9:17:00
753332597X,U,IB,1,1,800,126293,151,"43,397.39",4,9:00,244,10/24/2018,9:18:00
7533325989,U,IB,1,1,655,252415,126,"43,411.53",4,12:00,244,11/7/2018,12:45:00
7533330360,U,IB,1,1,435,558180,115,"43,397.87",4,20:00,324,10/24/2018,20:50:00
7533330389,U,IB,1,1,1010,558180,115,"43,397.87",4,20:00,324,10/24/2018,20:56:00
7533330407,U,IB,1,1,415,558180,115,"43,397.87",4,20:00,324,10/24/2018,20:59:00
7533330416,U,IB,1,1,333,558180,115,"43,397.87",4,20:00,324,10/24/2018,20:54:00
7533330425,U,IB,1,1,123,559998,162,"43,402.78",2,18:00,324,10/29/2018,18:36:00
7533330434,U,IB,1,1,226,559276,127,"43,403.86",3,20:00,324,10/30/2018,20:33:00
7533330443,U,IB,1,1,988,559276,127,"43,403.86",3,20:00,324,10/30/2018,20:37:00
7533341223,U,IB,1,2,480,134630,122,"43,398.17",5,4:00,244,10/25/2018,4:07:00
7533341288,U,IB,1,2,630,119027,126,"43,404.27",4,6:00,244,10/31/2018,6:25:00
7533341306,U,IB,1,2,430,119027,126,"43,404.20",4,4:00,244,10/31/2018,4:46:00
753334137X,U,IB,1,3,675,119027,126,"43,404.18",4,4:00,244,10/31/2018,4:23:00
7533341398,U,IB,1,1,239,119027,126,"43,404.19",4,4:00,244,10/31/2018,4:38:00
7533341425,U,OB,1,2,660,132177,71,"43,406.97",6,23:00,244,11/2/2018,23:18:00
7533341443,U,OB,1,1,194,132177,71,"43,406.97",6,23:00,244,11/2/2018,23:21:00
7533341470,U,OB,1,1,255,132177,71,"43,406.97",6,23:00,244,11/2/2018,23:23:00
753334148X,U,IB,1,1,210,290945,102,"43,407.19",7,4:00,244,11/3/2018,4:40:00
7533341508,U,OB,1,1,245,132177,71,"43,406.98",6,23:00,244,11/2/2018,23:29:00
7533341517,U,OB,1,2,565,132177,71,"43,406.98",6,23:00,244,11/2/2018,23:27:00
7533341526,U,OB,1,1,285,132177,71,"43,406.98",6,23:00,244,11/2/2018,23:30:00
7533341535,U,IB,1,2,540,290945,102,"43,407.21",7,5:00,244,11/3/2018,5:08:00
7533341571,U,OB,1,1,195,560029,75,"43,412.36",5,8:00,244,11/8/2018,8:39:00
7533341580,U,OB,1,1,260,560029,75,"43,412.35",5,8:00,244,11/8/2018,8:23:00
753334159X,U,OB,1,2,595,560029,75,"43,412.36",5,8:00,244,11/8/2018,8:36:00
7533341773,U,OB,1,2,610,560029,75,"43,412.35",5,8:00,244,11/8/2018,8:31:00
7533341782,U,OB,1,1,255,560029,75,"43,412.35",5,8:00,244,11/8/2018,8:18:00
7533341791,U,OB,1,1,254,560029,75,"43,412.35",5,8:00,244,11/8/2018,8:25:00
7533341800,U,OB,1,1,505,560029,75,"43,412.35",5,8:00,244,11/8/2018,8:28:00
753334181X,U,OB,1,2,580,560029,75,"43,412.37",5,8:00,244,11/8/2018,8:47:00
7533341829,U,OB,1,1,179,560029,75,"43,412.36",5,8:00,244,11/8/2018,8:43:00
7533341838,U,OB,1,2,610,560029,75,"43,412.37",5,8:00,244,11/8/2018,8:55:00
7533341847,U,OB,1,1,182,560029,75,"43,412.37",5,8:00,244,11/8/2018,8:58:00
7533341847,U,IB,1,1,182,560029,132,"43,412.78",5,18:00,244,11/8/2018,18:37:00
7533341856,U,OB,1,3,1062,560029,75,"43,412.38",5,9:00,244,11/8/2018,9:05:00
7533341865,U,OB,1,2,570,560029,75,"43,412.37",5,8:00,244,11/8/2018,8:52:00
7533341874,U,OB,1,1,280,560029,75,"43,412.31",5,7:00,244,11/8/2018,7:24:00
7533341883,U,OB,1,2,735,R621923392,77,"43,414.53",7,12:00,244,11/10/2018,12:49:00
7533341892,U,OB,1,1,285,560029,75,"43,412.31",5,7:00,244,11/8/2018,7:20:00
7533341901,U,OB,1,1,200,560029,75,"43,412.30",5,7:00,244,11/8/2018,7:16:00
7533341910,U,OB,1,1,200,560029,75,"43,412.33",5,7:00,244,11/8/2018,7:49:00
753334192X,U,OB,1,1,1061,560029,75,"43,412.34",5,8:00,244,11/8/2018,8:09:00
7533341939,U,OB,1,2,620,560029,75,"43,412.34",5,8:00,244,11/8/2018,8:13:00
7533341948,U,OB,1,1,237,R621923392,77,"43,414.51",7,12:00,244,11/10/2018,12:21:00
7533341957,U,OB,1,1,169,R621923392,77,"43,414.50",7,12:00,244,11/10/2018,12:01:00
7533341966,U,OB,1,2,685,R621923392,77,"43,414.50",7,11:00,244,11/10/2018,11:58:00
7533341975,U,OB,1,2,880,R621923392,77,"43,414.53",7,12:00,244,11/10/2018,12:36:00
7533341984,U,OB,1,2,718,R621923392,77,"43,414.56",7,13:00,244,11/10/2018,13:28:00
7533341993,U,OB,1,5,1500,R621923392,77,"43,414.55",7,13:00,244,11/10/2018,13:14:00
7533342002,U,OB,1,2,613,R621923392,77,"43,414.60",7,14:00,244,11/10/2018,14:20:00
7533342011,U,OB,1,1,285,R621923392,77,"43,414.52",7,12:00,244,11/10/2018,12:25:00
7533342058,U,OB,1,2,630,R621923392,77,"43,414.61",7,14:00,244,11/10/2018,14:44:00
7533342067,U,OB,1,3,1065,R621923392,77,"43,414.60",7,14:00,244,11/10/2018,14:26:00
7533342076,U,OB,1,1,252,R621923392,77,"43,414.62",7,14:00,244,11/10/2018,14:48:00
7533342103,U,OB,1,3,494,R621923392,77,"43,414.63",7,15:00,244,11/10/2018,15:11:00
7533342112,U,OB,1,1,360,R621923392,77,"43,414.59",7,14:00,244,11/10/2018,14:14:00
7533365643,U,IB,1,1,640,558899,124,"43,398.69",5,16:00,244,10/25/2018,16:36:00
7533365699,U,IB,1,1,552,251207,118,"43,412.59",5,14:00,244,11/8/2018,14:12:00
7533365708,U,IB,1,4,2788,251207,118,"43,412.58",5,13:00,244,11/8/2018,13:54:00
7533365726,U,OB,1,2,1424,R244930182,89,"43,413.77",6,18:00,244,11/9/2018,18:26:00
7533366193,U,IB,1,1,600,531023,127,"43,419.44",5,10:00,244,11/15/2018,10:28:00
7533366202,U,IB,1,2,1156,125210,127,"43,420.37",6,8:00,244,11/16/2018,8:53:00
7533366220,U,IB,1,1,213,531023,127,"43,419.45",5,10:00,244,11/15/2018,10:42:00
753336623X,U,IB,1,1,202,531023,127,"43,419.40",5,9:00,244,11/15/2018,9:34:00
7533366249,U,IB,1,1,256,531023,127,"43,419.38",5,9:00,244,11/15/2018,9:12:00
7533366258,U,IB,1,2,1165,R244780999,114,"43,421.20",7,4:00,244,11/17/2018,4:55:00
7533367091,U,IB,1,1,153,430268,131,"43,394.48",1,11:00,244,10/21/2018,11:26:00
7533367091,U,IB,1,1,153,430268,141,"43,395.09",2,2:00,244,10/22/2018,2:04:00
7533372326,U,IB,1,1,425,290945,102,"43,407.15",7,3:00,244,11/3/2018,3:35:00
7533373069,U,IB,1,2,2681,131136,163,"43,416.72",2,17:00,244,11/12/2018,17:22:00
7533374086,U,IB,1,1,285,119877,102,"43,397.30",4,7:00,244,10/24/2018,7:14:00
7533379696,U,IB,1,3,1478,558307,115,"43,413.32",6,7:00,244,11/9/2018,7:43:00
7533379705,U,IB,1,1,214,558307,115,"43,413.23",6,5:00,244,11/9/2018,5:38:00
7533379714,U,OB,1,8,2925,410315,79,"43,412.90",5,21:00,244,11/8/2018,21:41:00
7533379723,U,OB,1,5,2055,410315,79,"43,412.85",5,20:00,244,11/8/2018,20:24:00
7533379732,U,OB,1,5,1180,410315,79,"43,412.80",5,19:00,244,11/8/2018,19:15:00
7533379741,U,OB,1,5,2074,410315,79,"43,412.76",5,18:00,244,11/8/2018,18:21:00
7533379741,U,IB,1,5,2074,410315,145,"43,413.05",6,1:00,244,11/9/2018,1:09:00
7533380704,U,IB,1,6,4535,558402,137,"43,410.98",3,23:00,244,11/6/2018,23:28:00
7533380713,U,IB,1,5,4036,558402,137,"43,410.98",3,23:00,244,11/6/2018,23:35:00
7533380722,U,IB,1,5,4405,558402,137,"43,410.99",3,23:00,244,11/6/2018,23:44:00
7533390128,U,IB,1,1,184,431207,160,"43,410.52",3,12:00,244,11/6/2018,12:24:00
7533392447,U,IB,1,1,400,431207,160,"43,410.58",3,13:00,244,11/6/2018,13:56:00
7533395920,U,IB,1,2,280,251207,118,"43,412.55",5,13:00,244,11/8/2018,13:16:00
753442531X,U,OB,1,1,360,291138,77,"43,406.63",6,15:00,834,11/2/2018,15:12:00
7534425347,U,OB,1,2,1110,135848,74,"43,411.28",4,6:00,834,11/7/2018,6:44:00
7534425392,U,OB,1,2,1215,129610,60,"43,418.95",4,22:00,834,11/14/2018,22:51:00
753442564X,U,OB,1,2,960,261391,81,"43,399.07",6,1:00,834,10/26/2018,1:37:00
7534482437,U,OB,1,25,8560,128423,77,"43,420.06",6,1:00,783,11/16/2018,1:30:00
7534545687,U,IB,1,5,2707,130454,105,"43,394.60",1,14:00,531,10/21/2018,14:21:00
7534545916,U,IB,1,9,4195,124244,100,"43,395.02",2,0:00,531,10/22/2018,0:29:00
7534546035,U,OB,1,2,651,132842,72,"43,396.40",3,9:00,531,10/23/2018,9:40:00
7534546172,U,OB,1,1,376,129933,66,"43,397.77",4,18:00,531,10/24/2018,18:22:00
7534546933,U,OB,1,2,559,126251,85,"43,402.71",2,16:00,531,10/29/2018,16:58:00
7534547319,U,OB,1,4,1288,125503,85,"43,407.66",7,15:00,531,11/3/2018,15:53:00
7534547373,U,OB,1,1,203,133563,62,"43,406.60",6,14:00,531,11/2/2018,14:25:00
7534547557,U,IB,1,1,111,133680,157,"43,405.05",5,1:00,531,11/1/2018,1:17:00
7534547694,U,OB,1,1,161,135423,83,"43,406.15",6,3:00,531,11/2/2018,3:40:00
7534547795,U,IB,1,10,4282,531062,164,"43,410.10",3,2:00,531,11/6/2018,2:20:00
7534547831,U,IB,1,1,139,126748,102,"43,408.11",1,2:00,531,11/4/2018,2:34:00
7534547896,U,IB,1,1,303,127111,121,"43,409.39",2,9:00,531,11/5/2018,9:28:00
7534547896,U,IB,1,1,303,127111,129,"43,409.32",2,7:00,531,11/5/2018,7:45:00
7534547905,U,OB,1,1,232,117022,76,"43,409.35",2,8:00,531,11/5/2018,8:18:00
7534548491,U,CTY,1,1,310,132607,176,"43,413.00",5,23:00,531,11/8/2018,23:59:00
7534548529,U,OB,1,1,132,116964,68,"43,413.86",6,20:00,531,11/9/2018,20:44:00
7534548547,U,OB,1,1,189,116964,68,"43,413.87",6,20:00,531,11/9/2018,20:46:00
7534549124,U,IB,1,9,6585,127558,165,"43,416.39",2,9:00,531,11/12/2018,9:17:00
7534549142,U,IB,1,6,3542,127558,165,"43,416.39",2,9:00,531,11/12/2018,9:17:00
7534549445,U,CTY,1,1,266,126543,_UNK,"43,418.55",4,13:00,531,11/14/2018,13:07:00
7534549481,U,CTY,1,1,190,126543,_UNK,"43,418.59",4,14:00,531,11/14/2018,14:16:00
7534549692,U,IB,1,1,331,127509,117,"43,419.72",5,17:00,531,11/15/2018,17:18:00
7534549692,U,IB,1,1,331,127509,117,"43,419.72",5,17:00,531,11/15/2018,17:18:00
7534598092,U,IB,1,1,750,131707,159,"43,418.18",4,4:00,246,11/14/2018,4:17:00
7534598110,U,IB,1,1,143,560725,116,"43,418.14",4,3:00,246,11/14/2018,3:16:00
7534620954,U,IB,1,12,3300,117038,159,"43,396.13",3,3:00,246,10/23/2018,3:12:00
7534625271,U,IB,1,3,660,117038,159,"43,396.10",3,2:00,246,10/23/2018,2:27:00
753462529X,U,IB,1,3,418,291159,153,"43,404.10",4,2:00,246,10/31/2018,2:25:00
7534625318,U,CTY,1,2,320,126722,173,"43,411.14",4,3:00,246,11/7/2018,3:15:00
7534728837,U,OB,1,1,226,202545,69,"43,398.83",5,20:00,266,10/25/2018,20:02:00
7534798889,U,OB,1,1,156,137037,79,"43,414.83",7,19:00,626,11/10/2018,19:48:00
7534819798,U,OB,1,1,136,134592,85,"43,401.01",1,0:00,626,10/28/2018,0:18:00
7534819852,U,OB,1,2,7500,559163,60,"43,404.05",4,1:00,626,10/31/2018,1:15:00
7534825325,U,OB,1,1,125,140269,75,"43,399.26",6,6:00,626,10/26/2018,6:13:00
7534831054,U,OB,1,1,1030,132170,66,"43,414.38",7,9:00,626,11/10/2018,9:13:00
7534831283,U,OB,1,2,550,131879,71,"43,394.55",1,13:00,626,10/21/2018,13:19:00
7534831411,U,OB,1,1,270,558590,62,"43,405.74",5,17:00,626,11/1/2018,17:41:00
7534856886,U,OB,1,1,305,T730211723,76,"43,416.05",2,1:00,377,11/12/2018,1:14:00
7534886806,U,IB,1,1,280,135178,114,"43,406.57",6,13:00,377,11/2/2018,13:43:00
7534886970,U,OB,1,3,4170,118534,79,"43,413.26",6,6:00,377,11/9/2018,6:11:00
7534891527,U,IB,1,1,63,291137,163,"43,406.04",6,0:00,377,11/2/2018,0:53:00
7534937965,U,OB,1,1,585,139631,77,"43,395.94",2,22:00,847,10/22/2018,22:36:00
7534939184,U,OB,1,2,1480,137021,69,"43,409.90",2,21:00,847,11/5/2018,21:37:00
753493923X,U,OB,1,2,1480,135601,70,"43,421.18",7,4:00,847,11/17/2018,4:23:00
7534984358,U,OB,1,1,410,136480,73,"43,418.14",4,3:00,847,11/14/2018,3:22:00
7534984459,U,OB,1,1,375,130584,74,"43,404.71",4,17:00,847,10/31/2018,17:03:00
7535044097,U,OB,1,1,1000,137985,74,"43,398.52",5,12:00,847,10/25/2018,12:27:00
7535131107,U,OB,1,1,565,131666,68,"43,402.30",2,7:00,112,10/29/2018,7:17:00
7535131226,U,OB,1,1,933,137809,64,"43,402.49",2,11:00,112,10/29/2018,11:39:00
7535131253,U,OB,1,1,1111,137809,64,"43,402.48",2,11:00,112,10/29/2018,11:36:00
7535131693,U,OB,1,1,145,291008,68,"43,396.20",3,4:00,112,10/23/2018,4:50:00
7535131895,U,OB,1,2,2101,138926,3,"43,408.45",1,10:00,112,11/4/2018,10:54:00
7535131895,U,OB,1,2,2101,138926,74,"43,408.44",1,10:00,112,11/4/2018,10:36:00
7535131978,U,OB,1,1,981,134829,81,"43,409.04",2,0:00,112,11/5/2018,0:52:00
7535132124,U,OB,1,1,358,134829,81,"43,409.04",2,1:00,112,11/5/2018,1:01:00
7535139898,U,OB,1,442,3147,136589,83,"43,405.98",5,23:00,112,11/1/2018,23:27:00
7535142556,U,OB,1,3,15,136103,62,"43,401.03",1,0:00,112,10/28/2018,0:44:00
7535208767,U,OB,1,1,190,290354,83,"43,402.33",2,7:00,754,10/29/2018,7:51:00
7535264160,U,OB,1,1,538,279910,17,"43,395.37",2,8:00,754,10/22/2018,8:50:00
753526417X,U,OB,1,1,376,134071,76,"43,398.03",5,0:00,754,10/25/2018,0:40:00
7535264189,U,OB,1,1,300,131324,70,"43,399.76",6,18:00,754,10/26/2018,18:10:00
7535264198,U,OB,1,1,375,290901,60,"43,404.72",4,17:00,754,10/31/2018,17:20:00
7535300635,U,OB,1,3,2270,123950,74,"43,406.23",6,5:00,754,11/2/2018,5:35:00
7535301286,U,OB,1,1,95,129819,51,"43,398.34",5,8:00,754,10/25/2018,8:06:00
7535301286,U,OB,1,1,95,129819,66,"43,397.71",4,17:00,754,10/24/2018,17:00:00
7535301304,U,OB,1,1,300,129819,66,"43,397.70",4,16:00,754,10/24/2018,16:41:00
7535311891,U,OB,1,1,650,135144,42,"43,394.85",1,20:00,754,10/21/2018,20:26:00
7535314174,U,OB,1,1,293,290901,60,"43,404.80",4,19:00,754,10/31/2018,19:08:00
7535314174,U,OB,1,1,293,290901,21,"43,409.53",2,12:00,754,11/5/2018,12:49:00
7535314174,U,OB,1,1,293,290901,33,"43,406.67",6,16:00,754,11/2/2018,16:02:00
7535314201,U,OB,1,2,1770,251290,73,"43,406.43",6,10:00,754,11/2/2018,10:24:00
7535314210,U,OB,1,1,485,431170,69,"43,408.97",1,23:00,754,11/4/2018,23:17:00
7535314531,U,OB,1,1,467,202373,68,"43,412.08",5,1:00,754,11/8/2018,1:50:00
7535314540,U,OB,1,1,517,202373,68,"43,412.07",5,1:00,754,11/8/2018,1:45:00
7535314605,U,OB,1,5,1880,430909,83,"43,419.06",5,1:00,754,11/15/2018,1:29:00
7535332297,U,OB,1,7,8555,202515,69,"43,407.27",7,6:00,754,11/3/2018,6:34:00
7535341802,U,OB,1,2,295,133017,86,"43,405.51",5,12:00,754,11/1/2018,12:13:00
7535341802,U,OB,1,2,295,133017,86,"43,405.51",5,12:00,754,11/1/2018,12:13:00
7535369971,U,OB,1,1,199,125040,77,"43,409.98",2,23:00,511,11/5/2018,23:34:00
753546019X,U,OB,1,2,1019,431080,64,"43,408.86",1,20:00,415,11/4/2018,20:39:00
7535460337,U,OB,1,1,361,431080,64,"43,408.86",1,20:00,415,11/4/2018,20:41:00
7535460611,U,OB,1,1,1898,133570,75,"43,411.35",4,8:00,415,11/7/2018,8:28:00
753546085X,U,OB,1,1,1807,132845,62,"43,413.32",6,7:00,415,11/9/2018,7:43:00
7535461280,U,OB,1,1,720,353204,79,"43,416.19",2,4:00,415,11/12/2018,4:35:00
7535483648,U,IB,1,1,895,820678,160,"43,395.81",2,19:00,324,10/22/2018,19:23:00
7535483657,U,IB,1,1,600,820678,160,"43,395.80",2,19:00,324,10/22/2018,19:16:00
7535483666,U,IB,1,1,365,820953,116,"43,397.81",4,19:00,324,10/24/2018,19:20:00
7535483675,U,IB,1,1,365,820953,116,"43,397.81",4,19:00,324,10/24/2018,19:24:00
7535483684,U,OB,1,1,214,821070,38,"43,398.81",5,19:00,324,10/25/2018,19:25:00
7535483711,U,IB,1,1,659,820951,164,"43,399.90",6,21:00,324,10/26/2018,21:32:00
7535483720,U,IB,1,1,570,820953,158,"43,403.91",3,21:00,324,10/30/2018,21:50:00
7535483749,U,IB,1,1,291,820953,158,"43,403.92",3,22:00,324,10/30/2018,22:08:00
