Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org
5456733284,U,OB,1,3,165,291000,75,21:00.0,7,22:00,890
5456733311,U,OB,1,5,120,139994,87,35:00.0,6,6:00,890
5456733320,U,OB,1,2,45,139994,87,38:00.0,6,6:00,890
5456733376,U,OB,1,2,100,136855,87,41:00.0,6,2:00,890
5458873518,U,OB,1,1,166,118999,60,52:00.0,2,9:00,116
5459348296,U,OB,1,2,2042,118672,79,12:00.0,2,10:00,326
5459368343,U,OB,1,1,100,137458,81,05:00.0,6,1:00,326
5459381121,U,IB,1,4,1163,PAMT161410,114,52:00.0,4,9:00,326
5459475979,U,OB,1,2,810,119541,83,14:00.0,4,6:00,326
5459496136,U,OB,1,2,3590,136648,87,40:00.0,7,11:00,326
5459600800,U,OB,1,8,4584,PAMT130708,89,40:00.0,6,21:00,326
545960081X,U,IB,1,6,5230,OWEL2001,100,28:00.0,2,0:00,326
5459600838,U,IB,1,15,7086,PAMT151312,129,48:00.0,1,17:00,326
5459600838,U,OB,1,15,7086,PAMT151312,30,26:00.0,1,20:00,326
5459600847,U,OB,1,5,2705,PAMT161359,73,21:00.0,7,3:00,326
5460050665,U,OB,1,2,850,136120,69,21:00.0,6,9:00,292
5460684586,U,IB,1,1,238,136633,137,44:00.0,4,2:00,355
5460684604,U,CTY,1,1,288,127383,173,05:00.0,7,10:00,355
546068630X,U,OB,1,1,1700,558225,88,34:00.0,5,10:00,355
546068630X,U,OB,1,1,1700,558225,98,01:00.0,5,10:00,355
5460686319,U,IB,1,1,325,127027,167,51:00.0,4,16:00,355
5460686328,U,CTY,1,1,1180,136829,175,23:00.0,4,9:00,355
5460686346,U,IB,1,1,250,135533,129,27:00.0,6,8:00,355
5460686355,U,IB,1,1,2224,135533,129,23:00.0,6,11:00,355
5460753390,U,IB,1,1,188,136453,161,36:00.0,6,9:00,355
5460764015,U,IB,1,1,235,R621653099,124,50:00.0,7,14:00,355
5461168411,U,OB,1,1,205,135277,78,19:00.0,5,13:00,548
546116843X,U,OB,1,1,220,133998,69,30:00.0,5,17:00,548
5461244064,U,OB,1,2,922,559190,29,22:00.0,6,9:00,548
5461244064,U,OB,1,2,922,559190,29,22:00.0,6,9:00,548
5461484863,U,OB,1,1,422,134482,69,18:00.0,6,18:00,112
5461484919,U,OB,1,1,65,134482,69,20:00.0,6,19:00,112
5461675915,U,OB,1,2,547,261360,77,24:00.0,3,8:00,890
5461677931,U,OB,1,2,635,122662,79,48:00.0,7,0:00,890
5461680297,U,OB,1,2,820,122662,79,49:00.0,7,4:00,890
5461692516,U,IB,1,2,694,130496,100,54:00.0,7,14:00,890
5462054728,U,IB,1,1,500,139444,122,37:00.0,5,15:00,213
5462058430,U,IB,1,3,1880,138001,102,28:00.0,6,16:00,213
546205844X,U,OB,1,3,2000,251135,64,20:00.0,6,10:00,213
5462356393,U,OB,1,7,3795,128283,85,14:00.0,5,17:00,152
546235643X,U,OB,1,8,5400,123112,77,59:00.0,6,17:00,152
5462522906,U,OB,1,2,4628,134482,69,12:00.0,6,19:00,152
5462522924,U,OB,1,1,670,130873,71,31:00.0,1,19:00,152
5462522942,U,OB,1,2,1995,132055,62,49:00.0,4,11:00,152
5462522951,U,OB,1,1,2185,531253,66,02:00.0,5,6:00,152
5462614480,U,OB,1,4,8600,127155,76,10:00.0,7,3:00,152
5462768664,U,OB,1,1,1040,PAMT180175,68,51:00.0,5,10:00,580
5462768691,U,OB,1,1,471,PAMT161410,70,11:00.0,7,9:00,580
5463555375,U,IB,1,1,520,OWEL53463,102,50:00.0,2,1:00,814
5463555467,U,OB,1,2,980,121623,98,09:00.0,3,22:00,814
5463555476,U,IB,1,1,274,128048,100,14:00.0,6,2:00,814
5463555476,U,OB,1,1,274,128048,74,19:00.0,5,0:00,814
5463555723,U,OB,1,1,944,134621,62,03:00.0,6,7:00,814
5463555779,U,OB,1,1,595,134621,62,10:00.0,6,6:00,814
5463713380,U,IB,1,1,225,R621537665,125,40:00.0,3,6:00,356
5463713380,U,IB,1,1,225,R621537665,118,35:00.0,3,4:00,356
546371339X,U,IB,1,1,800,R62122632,114,51:00.0,3,4:00,356
5463748250,U,IB,1,1,250,133412,112,04:00.0,5,5:00,356
5463748618,U,IB,1,3,1143,133217,127,52:00.0,6,4:00,356
5463748636,U,IB,1,1,296,133217,127,02:00.0,6,5:00,356
5463748663,U,CTY,1,1,213,133217,177,54:00.0,6,8:00,356
5463748663,U,IB,1,1,213,133217,127,59:00.0,6,4:00,356
5463748672,U,IB,1,1,239,134416,113,44:00.0,6,11:00,356
546374870X,U,IB,1,1,427,134416,113,41:00.0,6,11:00,356
5463748719,U,IB,1,1,59,134416,113,56:00.0,6,12:00,356
5463748746,U,IB,1,2,603,134416,113,45:00.0,6,12:00,356
5463748755,U,IB,1,1,224,R62110842,137,02:00.0,7,7:00,356
5463748764,U,IB,1,1,300,R62110842,137,57:00.0,7,6:00,356
5463748773,U,IB,1,2,251,R62110842,137,25:00.0,7,8:00,356
5463748791,U,IB,1,1,593,R62110842,137,10:00.0,7,7:00,356
546374881X,U,IB,1,1,166,R62110842,137,21:00.0,7,8:00,356
5463748829,U,IB,1,2,790,R62110842,137,16:00.0,7,7:00,356
5463748847,U,IB,1,2,862,R62110842,137,53:00.0,7,6:00,356
5463748856,U,IB,1,2,280,R62110842,137,34:00.0,7,9:00,356
5463748865,U,IB,1,1,373,R62110842,137,35:00.0,7,9:00,356
5463748874,U,IB,1,1,296,133412,112,07:00.0,5,5:00,356
5463748874,U,IB,1,1,296,133412,125,15:00.0,5,5:00,356
5463748901,U,IB,1,4,1527,133412,112,13:00.0,5,5:00,356
546374892X,U,IB,1,1,427,133412,112,14:00.0,5,5:00,356
5463748939,U,IB,1,1,381,133412,112,09:00.0,5,5:00,356
5463748948,U,IB,1,1,381,133412,112,00:00.0,5,5:00,356
5463748984,U,IB,1,1,236,133412,112,17:00.0,5,5:00,356
5463754567,U,IB,1,1,137,134416,113,33:00.0,6,11:00,356
5463755236,U,IB,1,2,345,531015,166,28:00.0,7,8:00,356
5463755245,U,IB,1,1,75,531015,166,22:00.0,7,8:00,356
5463904488,U,OB,1,1,1420,279249,62,04:00.0,3,3:00,155
5463904497,U,OB,1,4,7500,133106,78,42:00.0,2,2:00,155
5464172778,U,OB,1,6,9500,135921,71,53:00.0,1,11:00,411
5464550298,U,OB,1,1,510,129759,69,04:00.0,7,0:00,172
5464550298,U,OB,1,1,510,129759,31,59:00.0,7,0:00,172
5464550307,U,OB,1,4,1900,140106,75,28:00.0,3,4:00,172
5464550316,U,OB,1,3,1142,137861,79,20:00.0,6,22:00,172
5464631377,U,OB,1,9,186,131650,83,05:00.0,1,13:00,511
5466008889,U,IB,1,1,320,R621539086,137,33:00.0,4,6:00,857
5467570027,U,OB,1,3,1040,123015,62,39:00.0,4,17:00,218
5467783380,U,OB,1,2,1204,136120,69,40:00.0,6,8:00,218
546778339X,U,OB,1,1,711,136120,69,53:00.0,6,8:00,218
5467837969,U,OB,1,1,175,530977,62,24:00.0,2,0:00,218
5468015857,U,IB,1,7,5850,530122,164,14:00.0,5,8:00,324
5468015866,U,IB,1,14,13652,530122,164,29:00.0,5,7:00,324
5468106818,U,IB,1,2,2478,249130,153,17:00.0,6,1:00,246
5468124748,U,IB,1,1,465,249221,118,06:00.0,3,11:00,246
5468167904,U,OB,1,1,1220,82535,23,27:00.0,5,21:00,324
5468188236,U,OB,1,5,3611,842305,89,42:00.0,3,21:00,324
5469054174,U,OB,1,1,555,430673,75,49:00.0,4,5:00,343
5469054183,U,OB,1,1,203,119825,76,59:00.0,3,0:00,343
5469054192,U,OB,1,4,1887,R6213954,98,41:00.0,7,0:00,343
5469054201,U,OB,1,2,1017,138812,67,26:00.0,1,2:00,343
5469054201,U,OB,1,2,1017,138812,67,08:00.0,1,4:00,343
5469054201,U,IB,1,2,1017,138812,113,28:00.0,7,23:00,343
5469054201,U,OB,1,2,1017,138812,67,49:00.0,1,3:00,343
5469076210,U,OB,1,1,150,128600,60,39:00.0,3,22:00,344
5469076394,U,OB,1,1,993,R621919186,89,16:00.0,7,14:00,344
5469109183,U,IB,1,1,451,137796,102,33:00.0,2,8:00,344
546910922X,U,OB,1,1,341,122920,85,58:00.0,1,17:00,344
5486166225,U,OB,1,1,350,125647,60,32:00.0,6,7:00,548
5486166225,U,OB,1,1,350,125647,97,38:00.0,6,7:00,548
5486966493,U,IB,1,1,375,560282,102,24:00.0,1,11:00,548
5487311875,U,OB,1,1,1350,R621919186,89,12:00.0,7,13:00,548
5487311875,U,OB,1,1,1350,R621919186,23,49:00.0,2,12:00,548
548786842X,U,OB,1,1,1150,123312,68,15:00.0,2,2:00,548
5551537526,U,OB,1,1,290,558774,78,34:00.0,1,1:00,555
5565724456,U,OB,1,3,1944,134936,71,07:00.0,7,15:00,556
5566543837,U,OB,1,1,355,530589,71,55:00.0,6,7:00,556
556690878X,U,OB,1,1,141,135827,34,27:00.0,3,9:00,556
556690878X,U,OB,1,1,141,135827,34,27:00.0,3,9:00,556
5576862947,U,IB,1,1,106,122837,112,02:00.0,6,13:00,557
5576863946,U,IB,1,1,165,135368,127,14:00.0,4,10:00,557
5576864321,U,OB,1,1,320,126981,89,48:00.0,5,21:00,557
5611232139,U,IB,1,1,80,558154,112,57:00.0,2,21:00,324
5611232193,U,IB,1,1,705,558154,112,55:00.0,2,21:00,324
5611232202,U,IB,1,1,1150,311896,102,15:00.0,5,1:00,324
5611232220,U,IB,1,1,609,310525,118,03:00.0,6,0:00,324
561123223X,U,IB,1,1,194,310525,118,20:00.0,6,0:00,324
5611232249,U,IB,1,1,1735,310525,118,30:00.0,6,0:00,324
5611232258,U,IB,1,3,645,251185,129,47:00.0,5,0:00,324
5611232267,U,IB,1,1,135,558722,112,26:00.0,4,3:00,324
5611232276,U,IB,1,1,1642,558722,112,34:00.0,4,3:00,324
5611232294,U,IB,1,1,516,558722,112,09:00.0,4,3:00,324
5611232303,U,IB,1,1,1277,558722,112,05:00.0,4,3:00,324
5611232312,U,IB,1,1,136,689334,158,46:00.0,5,0:00,324
5611232321,U,IB,1,2,1870,559329,100,38:00.0,6,21:00,324
5611234155,U,IB,1,1,168,558154,112,06:00.0,2,22:00,324
5611234164,U,IB,1,2,670,558154,112,18:00.0,2,22:00,324
5611234173,U,IB,1,2,905,558154,112,19:00.0,2,22:00,324
5611234182,U,IB,1,1,214,903625,113,28:00.0,3,22:00,324
5611234191,U,IB,1,1,231,311896,102,19:00.0,5,2:00,324
561123421X,U,IB,1,1,341,430360,152,21:00.0,5,23:00,324
561123421X,U,IB,1,1,341,430360,152,21:00.0,5,23:00,324
5611234229,U,IB,1,1,525,530407,102,55:00.0,4,0:00,324
5611234247,U,IB,1,1,230,251185,129,54:00.0,5,0:00,324
5611234256,U,IB,1,1,655,251185,129,40:00.0,5,0:00,324
5611234274,U,IB,1,1,137,310525,118,22:00.0,6,0:00,324
5611234283,U,IB,1,1,602,310525,118,27:00.0,6,0:00,324
5611234292,U,IB,1,4,5232,251185,129,52:00.0,5,0:00,324
5611234301,U,IB,1,1,338,430833,115,18:00.0,7,3:00,324
5611234310,U,IB,1,1,237,430833,115,18:00.0,7,3:00,324
561123432X,U,IB,1,1,116,310525,118,01:00.0,6,0:00,324
5611234348,U,IB,1,1,109,310525,118,58:00.0,5,23:00,324
5611234357,U,IB,1,1,500,430833,115,35:00.0,7,2:00,324
5611234366,U,IB,1,1,574,430833,115,32:00.0,7,2:00,324
5611234375,U,IB,1,2,196,430833,115,30:00.0,7,2:00,324
5611234384,U,IB,1,1,585,430833,115,31:00.0,7,2:00,324
5611234393,U,OB,1,1,90,430660,49,28:00.0,5,23:00,324
5611234402,U,IB,1,2,2940,560939,160,45:00.0,7,4:00,324
5611234411,U,IB,1,1,219,560939,160,19:00.0,7,5:00,324
5611234449,U,IB,1,1,368,560939,160,07:00.0,7,5:00,324
5611234458,U,IB,1,2,1520,560939,160,04:00.0,7,4:00,324
5611234467,U,IB,1,1,836,561088,124,41:00.0,5,0:00,324
5611234476,U,IB,1,2,1965,251135,118,27:00.0,6,3:00,324
5611234485,U,IB,1,1,1400,251135,118,37:00.0,6,3:00,324
5611645252,U,OB,1,1,1360,136324,83,10:00.0,6,23:00,857
561164550X,U,OB,1,1,728,530977,62,34:00.0,2,3:00,857
5611691434,U,IB,1,4,3495,124332,126,21:00.0,6,8:00,857
5611691461,U,IB,1,1,105,135380,159,49:00.0,5,0:00,857
5613328629,U,IB,1,2,4100,132521,157,29:00.0,5,22:00,324
5613364965,U,IB,1,1,240,311915,114,27:00.0,2,18:00,324
5613364974,U,IB,1,1,360,842202,118,38:00.0,6,18:00,324
5613364983,U,OB,1,1,560,121832,94,31:00.0,5,22:00,324
5613378962,U,IB,1,1,491,842795,128,22:00.0,5,20:00,324
5613378971,U,IB,1,1,486,842176,112,19:00.0,5,19:00,324
5613378980,U,OB,1,1,335,842176,87,15:00.0,6,19:00,324
5613421092,U,IB,1,1,460,530562,114,21:00.0,6,23:00,324
5613478229,U,IB,1,2,554,530977,100,33:00.0,3,23:00,324
561394692X,U,OB,1,2,1355,140251,70,42:00.0,5,15:00,621
5613946939,U,OB,1,1,600,136816,74,10:00.0,6,7:00,621
5614163363,U,OB,1,5,4120,127088,79,48:00.0,3,16:00,433
5614163390,U,OB,1,1,236,135747,64,50:00.0,2,23:00,433
5614272465,U,OB,1,219,6380,558629,78,46:00.0,6,15:00,433
5615325275,U,OB,1,1,17,261168,72,11:00.0,1,18:00,268
5615325688,U,OB,1,1,349,134068,71,45:00.0,6,2:00,268
5615325917,U,OB,1,1,495,135249,72,31:00.0,5,2:00,268
5615708313,U,IB,1,4,1535,139719,118,57:00.0,3,7:00,251
5615708313,U,IB,1,4,1535,139719,118,57:00.0,3,7:00,251
5616344407,U,IB,1,2,441,121144,161,41:00.0,4,15:00,272
5616344407,U,IB,1,2,441,121144,131,42:00.0,4,15:00,272
5616351016,U,IB,1,1,265,117743,140,05:00.0,4,9:00,272
5616351016,U,IB,1,1,265,117743,112,00:00.0,4,9:00,272
5617368718,U,OB,1,1,215,136634,75,02:00.0,3,3:00,525
5617368718,U,IB,1,1,215,136634,125,17:00.0,3,8:00,525
5617441381,U,OB,1,2,1077,136634,75,55:00.0,3,2:00,525
5617441390,U,OB,1,2,1940,125647,60,35:00.0,6,4:00,525
5617441390,U,OB,1,2,1940,125647,57,37:00.0,6,4:00,525
5617441428,U,OB,1,1,1310,125647,60,42:00.0,6,4:00,525
5618769348,U,OB,1,2,150,133978,70,03:00.0,7,18:00,112
561951985X,U,OB,1,2,325,129556,72,10:00.0,2,14:00,819
5619520125,U,OB,1,2,350,530847,76,32:00.0,1,8:00,819
5619520143,U,IB,1,3,520,130634,124,54:00.0,2,3:00,819
5619520170,U,OB,1,8,1905,290398,85,48:00.0,7,4:00,819
5619847943,U,OB,1,2,930,129573,69,12:00.0,2,2:00,216
5619847952,U,OB,1,10,4377,138466,87,15:00.0,5,23:00,216
5619847961,U,IB,1,3,1645,134233,166,35:00.0,3,13:00,216
5619847970,U,IB,1,1,43,T216364769,113,34:00.0,5,4:00,216
561984798X,U,IB,1,3,1599,136483,159,21:00.0,7,10:00,216
5640221569,U,OB,1,1,181,124137,87,56:00.0,6,2:00,421
5640221596,U,OB,1,1,565,251290,73,11:00.0,6,9:00,421
5640368592,U,IB,1,5,5040,139641,126,49:00.0,1,0:00,312
5640433465,U,OB,1,49,335,139763,70,33:00.0,6,3:00,833
5640433492,U,OB,1,29,117,129652,72,55:00.0,6,6:00,833
5640470719,U,OB,1,2,1750,890286,73,11:00.0,2,15:00,833
5640659010,U,OB,1,2,665,125349,98,47:00.0,6,7:00,833
5640659340,U,OB,1,1,155,131184,79,29:00.0,7,6:00,833
5640659551,U,OB,1,1,221,290117,76,13:00.0,6,2:00,833
564065957X,U,OB,1,1,280,129652,72,55:00.0,6,7:00,833
564065957X,U,OB,1,1,280,129652,17,53:00.0,3,17:00,833
5640660056,U,OB,1,1,185,290260,79,13:00.0,7,4:00,833
5640660056,U,OB,1,1,185,290260,25,25:00.0,3,19:00,833
5640911186,U,OB,1,1,750,131124,81,20:00.0,7,6:00,555
5640911195,U,OB,1,1,1120,131124,81,59:00.0,7,3:00,555
5640911204,U,OB,1,3,1520,131124,81,36:00.0,7,4:00,555
5640911240,U,OB,1,1,370,131648,70,25:00.0,5,0:00,555
5640911837,U,OB,1,1,405,124274,78,31:00.0,5,17:00,555
5640912057,U,OB,1,1,610,117180,72,37:00.0,1,20:00,555
564091213X,U,OB,1,1,620,132737,80,52:00.0,4,2:00,555
564091213X,U,OB,1,1,620,132737,64,07:00.0,3,16:00,555
5640985647,U,OB,1,2,3600,132737,64,47:00.0,3,16:00,555
5641284636,U,OB,1,1,725,134424,69,18:00.0,4,3:00,525
5641284737,U,OB,1,2,2280,134424,69,27:00.0,4,4:00,525
5641341149,U,CTY,1,15,14540,430360,171,38:00.0,3,23:00,324
5641341176,U,IB,1,2,3327,559149,117,46:00.0,3,20:00,324
5641341176,U,IB,1,2,3327,559149,100,22:00.0,3,20:00,324
5641341185,U,IB,1,2,2802,560926,158,23:00.0,4,20:00,324
5641341194,U,IB,1,1,1332,560926,158,28:00.0,4,20:00,324
5641341203,U,IB,1,1,1120,558400,102,27:00.0,3,18:00,324
5641341212,U,IB,1,2,1810,558400,102,33:00.0,3,18:00,324
5641341221,U,IB,1,2,2075,558400,102,38:00.0,3,18:00,324
5641341230,U,IB,1,3,3710,559827,113,51:00.0,5,0:00,324
564134124X,U,IB,1,10,11575,390219,124,06:00.0,6,21:00,324
5641341259,U,IB,1,1,1389,903823,166,00:00.0,5,3:00,324
5641341268,U,IB,1,2,1680,903823,166,34:00.0,5,3:00,324
5641341277,U,IB,1,6,9090,903823,166,33:00.0,5,3:00,324
5641341286,U,IB,1,6,8820,903823,166,49:00.0,5,2:00,324
5641341331,U,IB,1,3,2525,560723,135,20:00.0,2,23:00,324
5641341340,U,IB,1,5,4255,560723,135,14:00.0,2,23:00,324
5641341369,U,IB,1,5,6340,560243,162,03:00.0,5,21:00,324
5641579472,U,IB,1,1,165,122781,161,48:00.0,4,16:00,245
564163516X,U,IB,1,1,330,129631,116,34:00.0,3,13:00,245
5641659599,U,IB,1,1,1560,134012,114,50:00.0,6,8:00,245
5641659617,U,IB,1,1,749,123388,115,01:00.0,7,7:00,245
5641659626,U,IB,1,4,5000,123388,115,59:00.0,7,6:00,245
5641689317,U,IB,1,1,351,134865,157,35:00.0,3,9:00,245
564169709X,U,IB,1,1,436,134683,159,01:00.0,4,17:00,245
5641700014,U,IB,1,1,460,136844,164,58:00.0,7,9:00,245
5641707952,U,OB,1,1,250,139994,83,11:00.0,6,6:00,245
5641828310,U,IB,1,1,99,132123,115,42:00.0,4,12:00,261
5641828339,U,IB,1,1,283,132123,115,53:00.0,4,12:00,261
5641828348,U,IB,1,1,300,132123,115,13:00.0,4,12:00,261
5641828375,U,IB,1,3,815,133982,158,29:00.0,3,10:00,261
5642106381,U,OB,1,2,4070,122712,68,41:00.0,3,12:00,111
5642311477,U,IB,1,1,1000,132249,114,08:00.0,2,16:00,423
5642311486,U,OB,1,1,145,251290,73,17:00.0,6,8:00,423
5644823940,U,OB,1,3,435,291138,77,37:00.0,6,15:00,830
564482395X,U,OB,1,2,890,291138,77,32:00.0,6,15:00,830
5644823996,U,OB,1,2,630,WENP48056,33,01:00.0,6,16:00,830
5644823996,U,OB,1,2,630,WENP48056,73,45:00.0,5,16:00,830
5646037085,U,OB,1,1,475,139539,98,48:00.0,5,14:00,111
5646411076,U,OB,1,6,9735,135815,62,54:00.0,5,18:00,304
5646411094,U,OB,1,12,14080,128014,70,30:00.0,4,17:00,304
5646411112,U,OB,1,3,4821,249169,98,47:00.0,6,9:00,304
5646654928,U,OB,1,1,900,128014,70,05:00.0,4,17:00,304
5647232354,U,OB,1,1,330,130757,98,37:00.0,2,16:00,841
5647396896,U,OB,1,1,202,131914,34,37:00.0,6,3:00,841
5647396896,U,OB,1,1,202,131914,81,15:00.0,5,8:00,841
5647396932,U,OB,1,1,242,290094,69,02:00.0,5,9:00,841
5647396941,U,OB,1,1,238,290094,69,54:00.0,5,8:00,841
5647484447,U,OB,1,2,468,133619,80,09:00.0,2,4:00,650
5647486252,U,OB,1,2,490,135745,66,35:00.0,6,5:00,650
5648457763,U,OB,1,1,140,124393,64,13:00.0,2,14:00,881
564856351X,U,OB,1,1,155,125165,71,19:00.0,2,20:00,890
564907787X,U,OB,1,1,305,136038,71,34:00.0,2,20:00,322
5649601873,U,OB,1,1,218,126400,68,51:00.0,1,0:00,402
5649601882,U,OB,1,1,129,126400,68,36:00.0,1,0:00,402
5649790074,U,OB,1,7,1532,130798,70,17:00.0,3,12:00,163
5697040550,U,OB,1,190,635,132056,74,03:00.0,5,9:00,569
5697040817,U,OB,1,427,1285,133628,66,28:00.0,3,20:00,569
5761656142,U,OB,1,7,3225,133858,79,42:00.0,5,10:00,604
5761656198,U,OB,1,6,2500,135351,79,26:00.0,4,15:00,604
5790188019,U,OB,1,2,370,137217,83,04:00.0,5,11:00,875
5790629530,U,OB,1,1,3000,291000,75,23:00.0,7,19:00,607
5790644692,U,OB,1,1,992,139816,66,22:00.0,6,13:00,607
5790734059,U,OB,1,4,1206,290325,70,09:00.0,1,7:00,178
5790734140,U,OB,1,2,643,133336,75,02:00.0,2,5:00,178
5790734800,U,OB,1,2,2049,132075,68,32:00.0,6,14:00,178
5790735020,U,OB,1,1,2135,134601,71,06:00.0,5,1:00,178
5792049796,U,IB,1,2,4395,126672,112,27:00.0,1,2:00,857
5792117262,U,OB,1,3,4660,530324,32,36:00.0,2,20:00,324
5792117262,U,OB,1,3,4660,530324,29,47:00.0,4,19:00,324
579211729X,U,IB,1,2,2704,530433,114,25:00.0,5,20:00,324
5792117309,U,IB,1,6,14479,842239,127,24:00.0,6,22:00,324
5792117336,U,IB,1,5,967,559938,118,25:00.0,3,3:00,324
5792117354,U,IB,1,4,5407,390236,124,36:00.0,5,23:00,324
5792278899,U,OB,1,1,1765,128714,70,56:00.0,6,21:00,132
5792364670,U,OB,1,1,350,133669,35,35:00.0,6,7:00,132
5792364670,U,OB,1,1,350,133669,35,35:00.0,6,7:00,132
5793017549,U,OB,1,3,333,123950,74,41:00.0,6,5:00,754
5793110672,U,IB,1,4,3813,119015,100,31:00.0,6,1:00,647
5793306629,U,IB,1,1,105,278200,102,49:00.0,1,13:00,556
5793463379,U,OB,1,1,319,122623,79,04:00.0,4,2:00,556
5793568364,U,IB,1,5,2205,118277,155,29:00.0,4,11:00,261
5793568400,U,IB,1,2,1120,127835,100,48:00.0,4,8:00,261
5793944225,U,OB,1,1,575,136073,66,49:00.0,4,12:00,518
5794155562,U,IB,1,8,4710,PASC431772,122,05:00.0,1,17:00,431
579415559X,U,OB,1,1,154,PAMT161359,77,57:00.0,5,10:00,431
5794155645,U,OB,1,5,3104,PASC634725,69,46:00.0,4,4:00,431
5794155645,U,IB,1,5,3104,PASC634725,105,45:00.0,4,18:00,431
5794155773,U,OB,1,8,3752,136214,79,56:00.0,4,1:00,431
579415581X,U,OB,1,1,678,125793,85,40:00.0,6,19:00,431
5794155847,U,IB,1,3,1477,PAMT170056,116,13:00.0,2,17:00,431
5794155892,U,IB,1,1,231,290164,100,55:00.0,5,15:00,431
5794436686,U,IB,1,1,300,124338,158,47:00.0,6,8:00,202
5794445825,U,OB,1,1,475,202746,75,37:00.0,7,0:00,202
5794463663,U,IB,1,3,600,126870,163,09:00.0,4,7:00,202
5794469347,U,CTY,1,1,648,138552,177,18:00.0,1,8:00,202
5794473471,U,IB,1,2,135,129165,159,41:00.0,5,13:00,202
579448207X,U,IB,1,1,250,136440,128,46:00.0,3,17:00,172
5794611247,U,IB,1,2,2815,390069,127,17:00.0,1,14:00,857
5794657492,U,IB,1,1,890,129641,135,09:00.0,4,2:00,356
5794657501,U,IB,1,3,2635,129641,135,18:00.0,4,2:00,356
579465752X,U,IB,1,2,2350,128164,159,17:00.0,4,2:00,356
5794657539,U,IB,1,7,4235,126775,145,26:00.0,3,10:00,356
5794657548,U,IB,1,1,209,559141,124,40:00.0,7,3:00,356
5794657557,U,IB,1,5,5555,126907,161,44:00.0,4,4:00,356
5794657566,U,IB,1,6,2990,123585,161,59:00.0,6,11:00,356
5794680419,U,IB,1,1,250,R621923397,122,07:00.0,3,6:00,356
5794680437,U,IB,1,1,174,430039,116,20:00.0,7,4:00,356
5794680446,U,IB,1,1,808,137305,114,35:00.0,4,1:00,356
5794680455,U,IB,1,1,217,430778,113,54:00.0,5,4:00,356
5794994505,U,OB,1,1,275,140411,71,49:00.0,1,14:00,522
5795371778,U,OB,1,1,290,PASC634725,77,23:00.0,4,6:00,431
5795371879,U,OB,1,1,310,132676,98,29:00.0,6,5:00,431
5795371951,U,OB,1,1,317,PAMT170056,57,59:00.0,7,8:00,431
5795371951,U,OB,1,1,317,PAMT170056,57,59:00.0,7,8:00,431
5795372034,U,IB,1,1,412,558982,113,35:00.0,6,7:00,431
5796142153,U,IB,1,7,9429,615927,146,36:00.0,2,4:00,324
5796142162,U,IB,1,8,12415,615927,146,51:00.0,2,5:00,324
5796142171,U,IB,1,8,14350,615927,146,28:00.0,2,5:00,324
5796142209,U,IB,1,4,5973,560918,112,17:00.0,3,4:00,324
5796376590,U,IB,1,1,20,R621810773,100,39:00.0,4,4:00,319
5796376619,U,IB,1,1,10,R621810773,100,39:00.0,4,4:00,319
5796538319,U,IB,1,1,735,291242,102,11:00.0,1,3:00,155
5796538337,U,OB,1,5,5650,137135,72,10:00.0,4,7:00,155
5796538346,U,OB,1,1,420,123702,76,21:00.0,7,20:00,155
5796538346,U,OB,1,1,420,123702,33,39:00.0,2,15:00,155
5796538346,U,OB,1,1,420,123702,20,20:00.0,4,12:00,155
5796620983,U,OB,1,6,6750,136589,83,14:00.0,5,21:00,155
5796620992,U,OB,1,4,9220,133669,34,34:00.0,6,8:00,155
5796620992,U,OB,1,4,9220,133669,34,34:00.0,6,8:00,155
5797029799,U,OB,1,1,85,135267,78,00:00.0,4,4:00,813
5797047729,U,OB,1,3,1523,138543,64,36:00.0,1,1:00,813
5797047765,U,OB,1,3,1042,135267,78,52:00.0,4,4:00,813
5797224544,U,OB,1,1,261,137985,72,27:00.0,5,14:00,847
5797337321,U,OB,1,1,800,138691,96,16:00.0,3,0:00,626
5797337321,U,OB,1,1,800,138691,64,00:00.0,2,23:00,626
5797337469,U,OB,1,1,60,251213,62,35:00.0,5,4:00,626
5797357561,U,OB,1,3,612,136181,89,29:00.0,2,16:00,626
5797369057,U,OB,1,6,5120,127483,75,18:00.0,2,15:00,626
5797369066,U,OB,1,2,3190,127483,75,35:00.0,2,14:00,626
5797502110,U,OB,1,1,141,125137,70,25:00.0,3,2:00,658
5797913290,U,OB,1,1,503,290013,71,36:00.0,5,20:00,158
5798112235,U,OB,1,5,6870,291197,78,17:00.0,4,17:00,205
5798349770,U,OB,1,1,370,135300,64,31:00.0,2,21:00,889
5798682576,U,OB,1,1,345,WENP48056,73,27:00.0,5,19:00,830
5798972224,U,IB,1,6,5458,R621539086,137,23:00.0,4,9:00,857
579897249X,U,OB,1,5,4745,T326599794,78,28:00.0,6,23:00,857
5798972628,U,OB,1,4,3900,128380,98,01:00.0,3,23:00,857
5798972848,U,IB,1,5,3202,138432,160,24:00.0,6,11:00,857
5798972857,U,IB,1,6,4697,138432,160,40:00.0,6,11:00,857
579898767X,U,CTY,1,2,1540,132023,177,04:00.0,3,9:00,250
5798987689,U,CTY,1,2,1470,133651,176,50:00.0,7,7:00,250
5798987698,U,IB,1,2,1895,291102,113,59:00.0,5,7:00,250
