Pro,UL,Dock,Ship,Pcs,Wgt,ULTrlr,ULDoor,UnloadTS,UnLoadDOW,LoadInterval,Org
760450803X,U,OB,1,1,1847,261052,72,23:00.0,3,4:00,616
7604514337,U,OB,1,1,550,140034,64,22:00.0,6,4:00,616
7604516088,U,OB,1,1,450,129889,89,34:00.0,3,6:00,616
7604517911,U,OB,1,12,8263,290974,70,08:00.0,3,9:00,616
7604518351,U,IB,1,1,612,118632,102,21:00.0,4,17:00,616
7604518351,U,OB,1,1,612,118632,35,56:00.0,5,9:00,616
7604518452,U,OB,1,1,372,290974,70,09:00.0,3,9:00,616
7604518910,U,OB,1,2,1130,138930,25,25:00.0,4,20:00,616
7604518910,U,OB,1,2,1130,138930,64,39:00.0,6,16:00,616
7604519085,U,OB,1,6,2225,139826,35,55:00.0,4,23:00,616
7604519085,U,OB,1,6,2225,139826,72,27:00.0,5,11:00,616
7604529178,U,OB,1,2,955,123869,70,51:00.0,5,5:00,616
7604539958,U,OB,1,1,640,559029,69,42:00.0,3,7:00,616
7604578631,U,OB,1,1,340,131867,89,21:00.0,5,18:00,616
7604752579,U,OB,1,6,2310,138675,83,29:00.0,3,10:00,511
7604752770,U,OB,1,1,165,290983,71,20:00.0,4,23:00,511
7604752936,U,OB,1,4,1330,290983,71,28:00.0,4,23:00,511
7604752936,U,OB,1,4,1330,290983,35,52:00.0,5,9:00,511
7604753320,U,OB,1,3,271,290983,71,57:00.0,5,0:00,511
7604753596,U,OB,1,2,1362,290983,35,08:00.0,5,10:00,511
7604753596,U,OB,1,2,1362,290983,71,39:00.0,4,23:00,511
7604753688,U,OB,1,2,720,126589,85,51:00.0,7,14:00,511
7604753724,U,OB,1,1,538,126589,85,07:00.0,7,13:00,511
7604753798,U,OB,1,1,272,131613,66,24:00.0,5,7:00,511
7604753899,U,OB,1,4,1825,281341,69,33:00.0,2,5:00,511
7604754137,U,IB,1,2,565,290945,102,27:00.0,3,0:00,511
7604754146,U,IB,1,3,700,290945,102,36:00.0,3,1:00,511
7604754283,U,OB,1,1,253,131613,66,28:00.0,5,7:00,511
7604754339,U,OB,1,4,1935,131613,66,41:00.0,5,7:00,511
7604754860,U,OB,1,1,268,131613,66,11:00.0,5,7:00,511
7604754889,U,OB,1,2,560,131613,66,26:00.0,5,7:00,511
7604754898,U,OB,1,11,4575,136578,79,10:00.0,4,15:00,511
7604754916,U,OB,1,1,358,118542,89,36:00.0,6,3:00,511
7604755219,U,OB,1,1,380,125040,77,53:00.0,2,23:00,511
7604755219,U,OB,1,1,380,125040,1,01:00.0,3,23:00,511
7604755439,U,OB,1,1,540,125040,77,22:00.0,2,23:00,511
7604755722,U,OB,1,1,251,132986,72,33:00.0,4,21:00,511
7604755722,U,OB,1,1,251,132986,35,32:00.0,5,2:00,511
7604755805,U,OB,1,1,272,132986,72,34:00.0,4,21:00,511
7604755850,U,OB,1,1,368,124033,83,48:00.0,7,7:00,511
7604756290,U,OB,1,1,386,138814,76,23:00.0,1,2:00,511
760475685X,U,OB,1,1,4,126476,76,43:00.0,5,23:00,511
7604756869,U,OB,1,3,1055,138454,73,07:00.0,6,6:00,511
7604756988,U,OB,1,1,318,126476,76,16:00.0,5,22:00,511
7604757042,U,OB,1,1,143,126476,76,25:00.0,5,23:00,511
760475707X,U,OB,1,9,3675,126476,76,04:00.0,5,23:00,511
7604757327,U,OB,1,1,117,124033,83,12:00.0,7,9:00,511
7604786284,U,IB,1,2,244,117038,159,53:00.0,3,2:00,246
7604788457,U,IB,1,3,1578,130740,137,48:00.0,4,19:00,246
7604788466,U,IB,1,5,1830,130740,139,08:00.0,4,20:00,246
7604788466,U,IB,1,5,1830,130740,137,29:00.0,4,19:00,246
7604788585,U,CTY,1,1,100,126860,C   ,54:00.0,2,3:00,246
760478908X,U,CTY,1,3,535,136546,171,38:00.0,4,4:00,246
7604789447,U,CTY,1,2,834,140390,176,41:00.0,6,7:00,246
7604789447,U,OB,1,2,834,140390,18,48:00.0,7,17:00,246
7604791885,U,IB,1,1,358,140390,142,33:00.0,6,5:00,246
7604791885,U,CTY,1,1,358,140390,176,32:00.0,6,5:00,246
7604791903,U,IB,1,1,120,135039,157,40:00.0,7,4:00,246
7604792141,U,IB,1,1,315,136001,159,23:00.0,7,6:00,246
7604798018,U,IB,1,3,1830,117038,159,39:00.0,3,2:00,246
7604798027,U,CTY,1,1,62,136546,171,34:00.0,4,4:00,246
7604798090,U,IB,1,1,100,130554,158,47:00.0,5,14:00,246
7604798137,U,OB,1,1,1215,124542,79,09:00.0,6,9:00,246
7604798173,U,IB,1,1,499,130990,155,23:00.0,7,10:00,246
760479865X,U,IB,1,1,172,559408,122,03:00.0,6,16:00,246
7604798678,U,IB,1,3,600,127339,155,26:00.0,7,1:00,246
7604798705,U,IB,1,5,1000,133399,126,51:00.0,7,6:00,246
7604798723,U,IB,1,2,301,133399,126,00:00.0,7,7:00,246
7604798806,U,IB,1,1,235,249130,153,34:00.0,6,0:00,246
7604801107,U,IB,1,2,1070,249221,118,43:00.0,3,11:00,246
7604801116,U,IB,1,1,324,138359,163,25:00.0,4,4:00,246
7604801152,U,IB,1,3,1305,138359,163,47:00.0,4,4:00,246
760480118X,U,IB,1,1,950,123351,139,37:00.0,5,5:00,246
760480118X,U,IB,1,1,950,123351,139,37:00.0,5,5:00,246
7604801199,U,IB,1,1,950,123351,155,02:00.0,5,5:00,246
760480162X,U,IB,1,1,285,200507,161,26:00.0,7,8:00,246
7604802692,U,CTY,1,2,135,140390,176,55:00.0,6,4:00,246
7604805278,U,IB,1,1,170,135039,157,25:00.0,7,4:00,246
7604805350,U,IB,1,1,895,559408,122,59:00.0,6,15:00,246
7604805379,U,IB,1,2,1442,139589,130,33:00.0,7,8:00,246
7604805397,U,IB,1,1,235,139589,130,32:00.0,7,9:00,246
7604805406,U,IB,1,1,550,139589,130,19:00.0,7,10:00,246
7604805424,U,IB,1,1,320,249221,118,16:00.0,3,11:00,246
7604805433,U,IB,1,1,400,249221,118,09:00.0,3,11:00,246
7604807505,U,CTY,1,1,253,140163,176,23:00.0,3,8:00,246
7604807808,U,CTY,1,8,1640,140163,176,04:00.0,3,8:00,246
7604807844,U,IB,1,12,2880,131330,150,49:00.0,5,16:00,246
7604807853,U,CTY,1,3,1105,140163,176,40:00.0,3,8:00,246
7604807909,U,IB,1,3,391,560725,116,30:00.0,4,2:00,246
7604807954,U,CTY,1,2,468,140163,176,30:00.0,3,8:00,246
7604808028,U,IB,1,2,520,291159,153,03:00.0,4,4:00,246
7604808147,U,CTY,1,4,960,131330,169,18:00.0,4,9:00,246
7604808266,U,CTY,1,1,116,140163,176,17:00.0,3,8:00,246
7604808275,U,CTY,1,2,508,140163,176,49:00.0,3,8:00,246
7604808284,U,CTY,1,1,127,140163,176,45:00.0,3,8:00,246
7604808293,U,CTY,1,1,131,140163,176,07:00.0,3,8:00,246
7604808320,U,CTY,1,1,109,140163,176,12:00.0,3,8:00,246
7604808403,U,CTY,1,1,107,140163,176,36:00.0,3,8:00,246
7604808412,U,CTY,1,1,107,140163,176,19:00.0,3,8:00,246
7604808477,U,IB,1,1,158,123737,157,15:00.0,6,5:00,246
7604808486,U,IB,1,1,310,123737,157,50:00.0,6,4:00,246
7604808540,U,CTY,1,2,385,140390,176,29:00.0,6,8:00,246
760480855X,U,IB,1,1,232,140390,150,45:00.0,6,8:00,246
760480855X,U,IB,1,1,232,140390,150,45:00.0,6,8:00,246
7604808632,U,IB,1,2,695,127215,166,28:00.0,5,17:00,246
7604808697,U,IB,1,2,815,249385,161,32:00.0,4,21:00,246
7604809723,U,IB,1,1,1325,134306,137,48:00.0,7,17:00,246
7604809860,U,IB,1,2,1015,249130,153,37:00.0,6,0:00,246
7604809898,U,IB,1,2,635,134116,157,53:00.0,6,15:00,246
760480998X,U,IB,1,1,355,128583,112,27:00.0,6,9:00,246
7604809999,U,IB,1,3,715,128583,112,20:00.0,6,10:00,246
7604810062,U,IB,1,1,142,R31323536,118,02:00.0,4,13:00,246
7604810062,U,CTY,1,1,142,R31323536,175,46:00.0,4,19:00,246
7604810080,U,IB,1,3,605,R31323536,118,58:00.0,4,12:00,246
760481009X,U,IB,1,1,265,R31323536,118,47:00.0,4,12:00,246
7604810109,U,IB,1,2,610,138277,116,19:00.0,4,13:00,246
7604810118,U,IB,1,1,263,R31323536,118,34:00.0,4,12:00,246
7604810127,U,IB,1,1,520,R31323536,118,00:00.0,4,13:00,246
7604810136,U,IB,1,3,870,R31323536,118,42:00.0,4,12:00,246
7604810145,U,IB,1,3,995,R31323536,118,25:00.0,4,12:00,246
7604810154,U,IB,1,1,254,249221,118,39:00.0,3,11:00,246
7604810172,U,IB,1,1,1185,200507,161,24:00.0,7,10:00,246
7604810383,U,IB,1,3,1365,134306,137,51:00.0,7,17:00,246
7604810612,U,IB,1,1,80,127339,155,48:00.0,7,0:00,246
7604810630,U,IB,1,1,447,127339,155,33:00.0,7,0:00,246
7604811218,U,IB,1,1,27,560725,116,18:00.0,4,3:00,246
7604811575,U,CTY,1,1,34,117878,177,36:00.0,3,6:00,246
7604811575,U,IB,1,1,34,117878,146,28:00.0,3,7:00,246
7604812711,U,CTY,1,4,1104,138902,169,48:00.0,5,7:00,246
7604812969,U,CTY,1,1,180,136709,172,56:00.0,5,8:00,246
7604813207,U,CTY,1,3,836,129165,175,30:00.0,7,6:00,246
7604813225,U,IB,1,2,350,200507,161,05:00.0,7,10:00,246
7604813243,U,IB,1,2,435,125934,163,43:00.0,6,6:00,246
7604813261,U,CTY,1,2,570,138902,169,27:00.0,5,6:00,246
760481328X,U,IB,1,1,206,291159,153,00:00.0,4,4:00,246
7604815681,U,CTY,1,1,1105,136546,171,39:00.0,4,3:00,246
7604815755,U,IB,1,1,620,136001,159,41:00.0,7,4:00,246
7604815800,U,CTY,1,1,645,117878,177,35:00.0,3,5:00,246
7604816112,U,IB,1,1,470,138277,116,28:00.0,4,16:00,246
760481614X,U,IB,1,1,1120,138277,116,15:00.0,4,16:00,246
7604816204,U,IB,1,1,682,138359,163,20:00.0,4,6:00,246
7604816709,U,IB,1,1,863,560725,116,17:00.0,4,1:00,246
7604817982,U,IB,1,1,362,138919,163,01:00.0,4,22:00,246
7604817991,U,CTY,1,1,220,134314,169,07:00.0,5,1:00,246
7604818101,U,IB,1,1,246,135039,157,20:00.0,7,4:00,246
7604818276,U,CTY,1,1,276,140163,176,59:00.0,3,8:00,246
7604818359,U,CTY,1,2,1004,138902,169,11:00.0,5,8:00,246
7604818633,U,IB,1,1,280,117878,142,17:00.0,3,16:00,246
7604818707,U,OB,1,1,100,140390,92,48:00.0,6,5:00,246
7604818707,U,CTY,1,1,100,140390,176,47:00.0,6,5:00,246
7604818743,U,IB,1,1,1006,125274,159,41:00.0,3,6:00,246
7604818844,U,CTY,1,1,580,136709,172,30:00.0,5,8:00,246
7604818862,U,IB,1,2,920,139589,130,04:00.0,7,10:00,246
7604818880,U,IB,1,1,210,125934,163,22:00.0,6,7:00,246
7604819028,U,IB,1,1,435,291159,153,14:00.0,4,4:00,246
7604819147,U,IB,1,1,190,125934,163,09:00.0,6,7:00,246
7604819275,U,CTY,1,3,1086,138902,169,19:00.0,5,7:00,246
7604819284,U,IB,1,1,102,200507,161,35:00.0,7,10:00,246
7604819358,U,IB,1,1,394,200507,161,33:00.0,7,10:00,246
7604819421,U,IB,1,8,2128,560725,116,42:00.0,4,2:00,246
7604821998,U,IB,1,2,1455,123737,157,13:00.0,6,7:00,246
7604825417,U,IB,1,1,278,138919,163,08:00.0,4,22:00,246
7604825426,U,IB,1,1,277,138919,163,12:00.0,4,22:00,246
7604825848,U,CTY,1,2,943,117878,177,52:00.0,3,6:00,246
7604828203,U,IB,1,1,98,125934,163,53:00.0,6,6:00,246
7604828203,U,OB,1,1,98,125934,80,41:00.0,6,17:00,246
7604828340,U,IB,1,1,225,138359,163,07:00.0,4,6:00,246
7604832035,U,IB,1,1,2253,117038,159,46:00.0,3,2:00,246
7604832035,U,IB,1,1,2253,117038,146,52:00.0,3,5:00,246
7604894919,U,OB,1,1,670,137469,68,51:00.0,1,11:00,881
760501722X,U,OB,1,1,150,133385,66,55:00.0,2,8:00,835
7605017495,U,OB,1,1,186,130757,98,55:00.0,2,16:00,835
7605039908,U,IB,1,1,541,261399,158,30:00.0,3,8:00,202
7605040072,U,IB,1,1,552,261399,158,36:00.0,3,8:00,202
7605040200,U,IB,1,4,4015,261399,158,58:00.0,3,8:00,202
7605040238,U,IB,1,1,352,279838,135,26:00.0,4,8:00,202
7605040247,U,IB,1,3,2388,279838,135,23:00.0,4,8:00,202
760504043X,U,IB,1,1,331,133919,114,02:00.0,6,9:00,202
7605040678,U,IB,1,2,2206,279838,135,55:00.0,4,8:00,202
7605040687,U,IB,1,1,793,430952,126,16:00.0,7,7:00,202
7605040788,U,IB,1,1,453,430952,126,55:00.0,7,8:00,202
7605040824,U,IB,1,1,972,430952,126,31:00.0,7,8:00,202
7605040833,U,IB,1,2,1483,430952,126,42:00.0,7,8:00,202
7605040842,U,IB,1,2,1690,430952,126,41:00.0,7,7:00,202
7605040851,U,IB,1,2,2115,430952,126,10:00.0,7,9:00,202
7605040889,U,IB,1,1,274,125276,124,17:00.0,5,14:00,202
7605040999,U,IB,1,1,837,133919,114,58:00.0,6,10:00,202
7605041145,U,IB,1,3,2898,127922,158,42:00.0,3,12:00,202
7605041163,U,IB,1,2,981,127922,158,25:00.0,3,12:00,202
7605041172,U,IB,1,2,1475,123272,167,02:00.0,4,4:00,202
7605041383,U,IB,1,1,297,127922,158,50:00.0,3,12:00,202
7605041392,U,IB,1,1,238,127922,158,55:00.0,3,12:00,202
7605041439,U,IB,1,1,200,430104,118,11:00.0,5,10:00,202
7605041448,U,IB,1,1,1400,430104,118,51:00.0,5,8:00,202
7605041457,U,IB,1,2,1488,127922,158,20:00.0,3,12:00,202
7605041612,U,IB,1,1,327,134368,114,45:00.0,6,4:00,304
7605041695,U,IB,1,1,800,135994,116,44:00.0,4,4:00,202
7605041704,U,IB,1,1,934,129556,115,27:00.0,6,7:00,202
7605041722,U,IB,1,2,1906,430104,118,23:00.0,5,10:00,202
7605041731,U,IB,1,2,1670,128166,113,35:00.0,7,5:00,202
7605041740,U,IB,1,1,460,123272,167,07:00.0,4,4:00,202
760504175X,U,IB,1,1,638,123272,167,49:00.0,4,4:00,202
7605041888,U,IB,1,2,1863,430104,118,02:00.0,5,9:00,202
7605041915,U,IB,1,1,225,430104,118,13:00.0,5,10:00,202
7605041951,U,IB,1,2,565,311033,158,57:00.0,5,20:00,324
7605042043,U,IB,1,1,1037,129556,115,24:00.0,6,7:00,202
7605042052,U,IB,1,3,3555,129556,101,46:00.0,6,7:00,202
7605042052,U,IB,1,3,3555,129556,101,46:00.0,6,7:00,202
7605042209,U,IB,1,1,1132,138436,112,00:00.0,7,5:00,202
7605042218,U,IB,1,2,1355,138436,112,08:00.0,7,5:00,202
7605042227,U,IB,1,1,918,138436,112,57:00.0,7,4:00,202
7605042245,U,IB,1,2,620,842176,115,37:00.0,6,19:00,324
7605042328,U,OB,1,2,1320,133655,98,05:00.0,7,11:00,304
7605042346,U,OB,1,1,722,290557,64,46:00.0,7,8:00,304
7605042474,U,IB,1,1,930,127307,122,50:00.0,4,13:00,202
760504252X,U,IB,1,1,967,127307,122,27:00.0,4,12:00,202
7605042557,U,IB,1,3,2602,127307,122,38:00.0,4,12:00,202
7605042566,U,IB,1,1,655,130815,127,22:00.0,6,8:00,202
7605042575,U,IB,1,2,1507,127307,122,26:00.0,4,13:00,202
7605042795,U,IB,1,1,635,127307,122,31:00.0,4,12:00,202
7605042813,U,IB,1,3,4988,127307,122,06:00.0,4,13:00,202
7605042822,U,IB,1,2,2410,431206,101,53:00.0,2,5:00,202
7605042822,U,IB,1,2,2410,431206,101,53:00.0,2,5:00,202
7605042950,U,IB,1,2,1070,129165,159,04:00.0,5,13:00,202
7605042988,U,OB,1,1,509,261251,74,22:00.0,3,2:00,202
7605043015,U,IB,1,1,637,135856,137,49:00.0,3,4:00,202
7605043024,U,IB,1,1,1196,431206,101,47:00.0,2,5:00,202
7605043024,U,IB,1,1,1196,431206,116,44:00.0,2,5:00,202
7605043033,U,IB,1,1,338,129165,159,09:00.0,5,13:00,202
7605043051,U,IB,1,1,206,119779,163,11:00.0,4,2:00,202
760504307X,U,IB,1,1,1122,126870,163,14:00.0,4,7:00,202
7605043089,U,IB,1,3,2363,431206,116,15:00.0,2,6:00,202
7605043089,U,IB,1,3,2363,431206,101,16:00.0,2,6:00,202
7605043253,U,IB,1,1,1258,124272,159,11:00.0,7,13:00,202
7605043280,U,IB,1,1,602,132493,157,59:00.0,3,11:00,202
7605043565,U,OB,1,3,2400,261251,74,40:00.0,3,2:00,202
7605043574,U,OB,1,1,400,261251,74,32:00.0,3,2:00,202
7605043583,U,IB,1,3,2554,119779,163,59:00.0,4,1:00,202
7605043592,U,IB,1,1,815,126870,163,16:00.0,4,7:00,202
7605043601,U,IB,1,1,426,132493,157,20:00.0,3,12:00,202
7605043610,U,IB,1,2,2435,126870,163,41:00.0,4,6:00,202
760504362X,U,IB,1,1,244,132070,135,20:00.0,5,12:00,202
7605043648,U,IB,1,1,385,126870,163,01:00.0,4,7:00,202
7605043877,U,IB,1,1,311,126870,163,03:00.0,4,7:00,202
7605043940,U,IB,1,1,513,124338,158,16:00.0,6,10:00,202
7605043987,U,IB,1,2,1065,124338,158,16:00.0,6,9:00,202
7605044014,U,IB,1,2,1813,119779,163,13:00.0,4,2:00,202
7605044023,U,IB,1,2,1944,132070,135,42:00.0,5,12:00,202
7605044115,U,IB,1,2,1207,126870,163,15:00.0,4,7:00,202
7605044490,U,IB,1,2,1302,132070,135,33:00.0,5,12:00,202
760504450X,U,IB,1,1,603,132070,135,17:00.0,5,12:00,202
7605044564,U,IB,1,3,5027,124338,158,41:00.0,6,10:00,202
7605044573,U,IB,1,2,1260,124338,158,21:00.0,6,10:00,202
760504472X,U,IB,1,1,167,124338,158,37:00.0,6,9:00,202
7605082330,U,OB,1,7,3510,135848,74,25:00.0,4,9:00,820
7605260420,U,OB,1,1,1445,559832,78,41:00.0,7,4:00,861
7605267168,U,IB,1,1,462,251290,154,31:00.0,1,10:00,861
7605267168,U,IB,1,1,462,251290,154,31:00.0,1,10:00,861
7605279845,U,OB,1,9,3536,132521,77,06:00.0,3,18:00,861
7605284501,U,OB,1,3,885,132032,68,33:00.0,2,22:00,861
7605408013,U,IB,1,3,2405,431009,120,15:00.0,2,18:00,860
7605442829,U,IB,1,2,578,560725,116,36:00.0,4,2:00,246
7605443076,U,CTY,1,1,395,131683,169,10:00.0,5,5:00,246
760544314X,U,IB,1,2,678,128583,112,26:00.0,6,8:00,246
7605443314,U,IB,1,1,218,560725,116,26:00.0,4,1:00,246
7605443507,U,IB,1,1,260,249130,153,01:00.0,6,1:00,246
760544358X,U,IB,1,3,1015,249130,153,13:00.0,6,1:00,246
7605443709,U,IB,1,1,138,249130,153,08:00.0,6,1:00,246
7605443882,U,IB,1,2,415,249139,161,40:00.0,7,3:00,246
7605444066,U,IB,1,4,804,249139,161,46:00.0,7,3:00,246
7605444515,U,IB,1,2,650,134306,137,41:00.0,7,17:00,246
7605444533,U,IB,1,7,1795,134306,137,53:00.0,7,17:00,246
7605444560,U,IB,1,2,402,133553,153,09:00.0,6,18:00,246
7605444607,U,IB,1,1,144,133553,153,31:00.0,6,18:00,246
760544930X,U,CTY,1,2,810,117878,177,09:00.0,3,7:00,246
7605449355,U,CTY,1,3,5896,138902,169,36:00.0,5,6:00,246
7605449382,U,IB,1,1,245,138277,116,32:00.0,4,13:00,246
7605455396,U,IB,1,4,600,123737,157,23:00.0,6,6:00,246
7605455405,U,IB,1,2,300,117878,142,22:00.0,3,6:00,246
7605455405,U,CTY,1,2,300,117878,177,20:00.0,3,6:00,246
7605455414,U,CTY,1,14,2500,131349,S   ,36:00.0,3,10:00,246
7605455414,U,CTY,1,14,2500,131349,171,15:00.0,2,23:00,246
7605455423,U,IB,1,7,1140,123489,161,53:00.0,2,14:00,246
7605455432,U,IB,1,3,735,123489,161,33:00.0,2,14:00,246
7605455441,U,IB,1,7,4200,140070,159,32:00.0,5,16:00,246
7605455450,U,IB,1,10,2000,140070,159,00:00.0,5,17:00,246
7605456267,U,IB,1,1,95,249139,161,20:00.0,7,3:00,246
7605456359,U,IB,1,2,492,134306,137,37:00.0,7,16:00,246
7605457807,U,CTY,1,15,10375,129165,175,38:00.0,7,8:00,246
7605457852,U,IB,1,6,3930,128548,163,17:00.0,6,11:00,246
7605458384,U,CTY,1,3,971,138902,169,08:00.0,5,6:00,246
7605478716,U,IB,1,1,935,127339,155,07:00.0,7,1:00,246
7605480265,U,IB,1,10,3112,138359,163,28:00.0,4,5:00,246
7605481585,U,IB,1,1,106,249385,161,44:00.0,4,21:00,246
7605481612,U,IB,1,1,765,249385,161,46:00.0,4,21:00,246
7605481805,U,CTY,1,4,2496,117878,177,02:00.0,3,7:00,246
7605481850,U,IB,1,1,260,138659,153,09:00.0,4,13:00,246
7605491081,U,IB,1,1,325,117038,159,49:00.0,3,2:00,246
7605491081,U,IB,1,1,325,117038,146,52:00.0,3,5:00,246
7605518985,U,IB,1,26,22890,127380,167,29:00.0,6,1:00,616
7605602484,U,OB,1,1,1485,138097,83,50:00.0,4,13:00,186
7605604015,U,OB,1,4,866,139900,74,38:00.0,5,17:00,186
7605609643,U,OB,1,3,3930,136929,75,12:00.0,4,0:00,186
7605630195,U,OB,1,3,501,136929,75,23:00.0,3,22:00,186
7605653313,U,OB,1,1,63,278342,66,54:00.0,6,16:00,186
7605653369,U,OB,1,2,2274,123812,77,35:00.0,2,14:00,186
760565522X,U,IB,1,1,164,126114,100,30:00.0,1,13:00,186
7605655358,U,OB,1,1,470,127938,80,04:00.0,1,15:00,186
7605656898,U,OB,1,1,190,127938,80,49:00.0,1,14:00,186
7605656898,U,OB,1,1,190,127938,28,05:00.0,3,10:00,186
7605656907,U,OB,1,1,235,127938,80,10:00.0,1,15:00,186
7605666302,U,OB,1,1,417,261323,69,02:00.0,6,17:00,186
7605672408,U,OB,1,1,350,137382,73,22:00.0,5,4:00,186
7605672444,U,OB,1,1,675,137382,73,50:00.0,5,4:00,186
7605673360,U,OB,1,2,595,136829,64,00:00.0,7,17:00,186
7605677531,U,OB,1,2,306,132777,71,22:00.0,1,17:00,186
760567766X,U,IB,1,1,1444,249356,160,43:00.0,5,16:00,186
7605678458,U,OB,1,3,3099,131663,81,15:00.0,5,2:00,186
7605678788,U,OB,1,1,795,135051,87,44:00.0,5,19:00,186
7605682371,U,OB,1,2,460,130729,98,30:00.0,6,23:00,186
7605682371,U,OB,1,2,460,130729,13,06:00.0,2,9:00,186
7605687303,U,OB,1,5,4401,133451,77,37:00.0,6,7:00,186
7605700860,U,OB,1,2,795,138549,70,00:00.0,2,18:00,186
7605702162,U,OB,1,2,450,133724,35,00:00.0,4,15:00,186
7605754486,U,OB,1,1,1110,138549,70,46:00.0,2,16:00,186
7605754861,U,OB,1,1,310,138097,83,58:00.0,4,12:00,186
7605754861,U,IB,1,1,310,138097,147,00:00.0,4,13:00,186
7605754935,U,OB,1,1,265,130729,98,14:00.0,6,22:00,186
7605758318,U,IB,1,1,690,126114,100,33:00.0,1,12:00,186
760575873X,U,OB,1,1,75,138835,62,30:00.0,2,20:00,186
7605763937,U,OB,1,1,700,202527,73,48:00.0,2,23:00,186
7605763937,U,OB,1,1,700,202527,73,47:00.0,2,23:00,186
7605764056,U,OB,1,1,3925,135074,72,50:00.0,1,17:00,186
7605764413,U,OB,1,1,908,133724,81,28:00.0,2,23:00,186
7605765100,U,OB,1,3,826,123812,77,20:00.0,2,15:00,186
7605766604,U,OB,1,1,584,128619,68,11:00.0,2,23:00,186
7605767731,U,OB,1,1,33,138043,86,53:00.0,1,0:00,186
7605767731,U,OB,1,1,33,138043,66,58:00.0,7,19:00,186
7605767814,U,OB,1,1,440,123812,77,03:00.0,2,15:00,186
7605768649,U,OB,1,3,990,134407,74,02:00.0,5,13:00,186
7605769098,U,OB,1,1,1849,127938,80,42:00.0,1,14:00,186
7605772939,U,OB,1,1,215,128619,68,44:00.0,2,23:00,186
7605773094,U,OB,1,1,150,135051,87,20:00.0,5,19:00,186
7605773130,U,OB,1,1,210,135689,74,01:00.0,3,1:00,186
7605773442,U,IB,1,15,223,249356,160,38:00.0,5,16:00,186
7605773900,U,OB,1,1,210,123661,75,49:00.0,3,12:00,186
7605785149,U,IB,1,1,305,123007,157,27:00.0,1,22:00,186
7605786505,U,OB,1,10,5000,135074,35,27:00.0,4,4:00,186
7605786642,U,OB,1,4,3864,280932,62,05:00.0,6,22:00,186
7605791556,U,IB,1,10,570,133632,100,45:00.0,6,17:00,186
7605791785,U,OB,1,1,227,127938,80,16:00.0,1,17:00,186
7605793774,U,OB,1,1,509,136829,64,30:00.0,7,14:00,186
7605794086,U,OB,1,1,633,139900,74,53:00.0,5,17:00,186
7605795094,U,IB,1,4,8112,249146,115,44:00.0,7,15:00,186
7605796340,U,OB,1,5,5917,280932,62,19:00.0,6,22:00,186
760579646X,U,OB,1,1,575,135051,87,59:00.0,5,19:00,186
7605798486,U,CTY,1,2,1414,291239,S   ,48:00.0,5,19:00,186
7605798486,U,IB,1,2,1414,291239,114,43:00.0,5,17:00,186
760579899X,U,OB,1,2,1125,135051,87,18:00.0,5,19:00,186
7605799090,U,OB,1,1,63,136829,64,03:00.0,7,16:00,186
7605799741,U,OB,1,2,2776,138549,70,11:00.0,2,17:00,186
7605811127,U,OB,1,1,1757,139469,71,13:00.0,5,18:00,155
7605811374,U,IB,1,2,1881,119568,120,20:00.0,3,4:00,155
7605811374,U,IB,1,2,1881,119568,122,19:00.0,3,4:00,155
760593759X,U,OB,1,3,4096,430349,81,15:00.0,6,21:00,211
760594947X,U,OB,1,1,2300,202198,66,35:00.0,7,1:00,211
7605952239,U,OB,1,1,210,128065,74,42:00.0,7,18:00,211
7605953009,U,IB,1,4,7340,126780,163,38:00.0,6,23:00,211
7605956574,U,OB,1,1,350,132075,68,09:00.0,6,14:00,211
7605956583,U,OB,1,1,350,132075,68,36:00.0,6,14:00,211
7605956592,U,OB,1,1,350,132075,68,38:00.0,6,14:00,211
7605956601,U,OB,1,1,350,132075,68,14:00.0,6,14:00,211
7605957472,U,OB,1,1,490,431206,69,20:00.0,3,2:00,112
7605959389,U,OB,1,2,150,290715,70,15:00.0,5,20:00,211
7605962312,U,OB,1,14,1680,126583,60,46:00.0,7,3:00,211
7605964485,U,IB,1,1,1812,126780,163,49:00.0,6,22:00,211
7605988007,U,OB,1,2,3300,137490,74,42:00.0,1,4:00,211
7605994010,U,IB,1,4,3084,126780,163,34:00.0,6,23:00,211
7605994084,U,OB,1,4,4912,251726,62,02:00.0,3,23:00,211
7605994158,U,OB,1,3,225,251726,62,15:00.0,3,23:00,211
7605996275,U,OB,1,11,7633,531227,69,15:00.0,5,7:00,211
7605996650,U,OB,1,5,3120,249338,74,11:00.0,4,21:00,211
7606024572,U,OB,1,1,1080,T326599597,73,24:00.0,7,18:00,211
7606024646,U,OB,1,3,4080,531227,69,15:00.0,5,6:00,211
7606024655,U,OB,1,1,24,132454,89,15:00.0,6,0:00,211
7606028038,U,OB,1,4,1023,290158,68,14:00.0,4,4:00,211
7606030521,U,OB,1,12,14009,130767,75,14:00.0,5,17:00,211
760609280X,U,OB,1,2,145,137029,68,02:00.0,7,17:00,671
7606092819,U,OB,1,4,1110,137029,68,59:00.0,7,16:00,671
7606097329,U,OB,1,1,106,128277,70,41:00.0,4,14:00,671
7606100207,U,OB,1,140,5138,128358,68,19:00.0,6,23:00,671
7606110482,U,OB,1,1,210,123921,77,09:00.0,2,22:00,671
